Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
681.0095,,EndofStart,99,
681.0095,Calibration,,99,
686.9641,,EndofCalibration,99,
686.9641,Tutorial,,99,
1076.041,,EndofTutorial,99,
1076.041,Rest,,99,
1376.047,,EndofRest,99,
1376.104,Feedback,,99,
1383.636,Experimental,,99,
1428.724,Experimental,,0,_A1_CI_NSI_R180x
1450.738,Experimental,,1,_B1_CI_NSI_R0
1468.484,Experimental,,2,_A2_AC_SI_R180z
1507.577,Experimental,,3,_B2_AC_SI_R180x
1516.041,Feedback,,99,
1526.581,Experimental,,99,
1526.581,Experimental,,4,_A3_CI_NSI_R120z
1546.594,Experimental,,5,_B3_AC_SI_R180y
1555.807,Experimental,,6,_A4_AC_SI_R180x
1568.217,Experimental,,7,_B4_C_SI_R180y
1581.195,Feedback,,99,
1585.819,Experimental,,99,
1585.819,Experimental,,8,_A5_AC_SI_R180y
1597.737,Experimental,,9,_B5_C_SI_R120z
1620.877,Experimental,,10,_A6_AC_SI_R180z
1647.298,Experimental,,11,_B6_CI_NSI_R180x
1658.149,Feedback,,99,
1661.196,Experimental,,99,
1661.196,Experimental,,12,_A7_C_NSI_R180z
1680.951,Experimental,,13,_B7_AC_SI_R90z
1702.129,Experimental,,14,_A8_C_SI_R180y
1729.066,Experimental,,15,_B8_AC_SI_R60z
1738.861,Feedback,,99,
1742.232,Experimental,,99,
1742.232,Experimental,,16,_A9_C_NSI_R180y
1766.623,Experimental,,17,_B9_C_NSI_R90z
1794.076,Experimental,,18,_A10_C_SI_R180x
1810.868,Experimental,,19,_B10_C_NSI_R180x
1824.145,Feedback,,99,
1826.815,Experimental,,99,
1826.815,Experimental,,20,_A11_AC_SI_R180y
1840.602,Experimental,,21,_B11_CI_NSI_R120z
1859.479,Experimental,,22,_A12_C_NSI_R180x
1874.61,Experimental,,23,_B12_C_SI_R180x
1887.421,Feedback,,99,
1891.786,Experimental,,99,
1891.786,Experimental,,24,_A13_CI_NSI_R180x
1901.008,Experimental,,25,_B13_AC_SI_R180x
1912.637,Experimental,,26,_A14_AC_SI_R180x
1937.692,Experimental,,27,_B14_AC_SI_R180y
1950.937,Feedback,,99,
1953.216,Experimental,,99,
1953.216,Experimental,,28,_A15_C_SI_R120z
1977.138,Experimental,,29,_B15_CI_NSI_R180y
1981.345,Experimental,,30,_A16_CI_NSI_R0
1990.563,Experimental,,31,_B16_C_NSI_R180y
2015.041,Feedback,,99,
2018.051,,EndofExperiment,99,
