Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
714.5724,,EndofStart,99,
714.5724,Calibration,,99,
718.275,,EndofCalibration,99,
718.275,Tutorial,,99,
1213.88,,EndofTutorial,99,
1213.88,Rest,,99,
1513.883,,EndofRest,99,
1513.934,Feedback,,99,
1520.004,Experimental,,99,
1540.238,Experimental,,0,_A1_CI_NSI_R180x
1585.56,Experimental,,1,_B1_CI_NSI_R0
1618.069,Experimental,,2,_A2_AC_SI_R180z
1652.085,Experimental,,3,_B2_AC_SI_R180x
1672.924,Feedback,,99,
1678.167,Experimental,,99,
1678.167,Experimental,,4,_A3_CI_NSI_R120z
1705.11,Experimental,,5,_B3_AC_SI_R180y
1718.333,Experimental,,6,_A4_AC_SI_R180x
1728.588,Experimental,,7,_B4_C_SI_R180y
1745.903,Feedback,,99,
1751.473,Experimental,,99,
1751.473,Experimental,,8,_A5_AC_SI_R180y
1785.091,Experimental,,9,_B5_C_SI_R120z
1823.719,Experimental,,10,_A6_AC_SI_R180z
1849.265,Experimental,,11,_B6_CI_NSI_R180x
1868.856,Feedback,,99,
1874.617,Experimental,,99,
1874.617,Experimental,,12,_A7_C_NSI_R180z
1897.122,Experimental,,13,_B7_AC_SI_R90z
1923.232,Experimental,,14,_A8_C_SI_R180y
1935.472,Experimental,,15,_B8_AC_SI_R60z
1944.078,Feedback,,99,
1948.405,Experimental,,99,
1948.405,Experimental,,16,_A9_C_NSI_R180y
1968.587,Experimental,,17,_B9_C_NSI_R90z
1985.577,Experimental,,18,_A10_C_SI_R180x
2005.227,Experimental,,19,_B10_C_NSI_R180x
2017.623,Feedback,,99,
2019.995,Experimental,,99,
2019.995,Experimental,,20,_A11_AC_SI_R180y
2039.088,Experimental,,21,_B11_CI_NSI_R120z
2066.307,Experimental,,22,_A12_C_NSI_R180x
2080.823,Experimental,,23,_B12_C_SI_R180x
2095.495,Feedback,,99,
2100.405,Experimental,,99,
2100.405,Experimental,,24,_A13_CI_NSI_R180x
2111.475,Experimental,,25,_B13_AC_SI_R180x
2132.609,Experimental,,26,_A14_AC_SI_R180x
2163.68,Experimental,,27,_B14_AC_SI_R180y
2174.807,Feedback,,99,
2177.394,Experimental,,99,
2177.394,Experimental,,28,_A15_C_SI_R120z
2198.335,Experimental,,29,_B15_CI_NSI_R180y
2212.928,Experimental,,30,_A16_CI_NSI_R0
2240.482,Experimental,,31,_B16_C_NSI_R180y
2259.176,Feedback,,99,
2262.006,,EndofExperiment,99,
