Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
176.4699,,EndofStart,99,
176.4699,Calibration,,99,
181.2251,,EndofCalibration,99,
181.2251,Tutorial,,99,
753.4761,,EndofTutorial,99,
753.4761,Rest,,99,
1053.479,,EndofRest,99,
1053.52,Feedback,,99,
1062.531,Experimental,,99,
1096.192,Experimental,,0,_A1_CI_NSI_R180x
1128.689,Experimental,,1,_B1_CI_NSI_R0
1152.769,Experimental,,2,_A2_AC_SI_R180z
1198.393,Experimental,,3,_B2_AC_SI_R180x
1235.072,Feedback,,99,
1241.936,Experimental,,99,
1241.936,Experimental,,4,_A3_CI_NSI_R120z
1263.596,Experimental,,5,_B3_AC_SI_R180y
1307.873,Experimental,,6,_A4_AC_SI_R180x
1333.287,Experimental,,7,_B4_C_SI_R180y
1368.524,Feedback,,99,
1377.533,Experimental,,99,
1377.533,Experimental,,8,_A5_AC_SI_R180y
1407.806,Experimental,,9,_B5_C_SI_R120z
1437.039,Experimental,,10,_A6_AC_SI_R180z
1471.255,Experimental,,11,_B6_CI_NSI_R180x
1490.215,Feedback,,99,
1497.873,Experimental,,99,
1497.873,Experimental,,12,_A7_C_NSI_R180z
1527.104,Experimental,,13,_B7_AC_SI_R90z
1531.318,Experimental,,14,_A8_C_SI_R180y
1569.945,Experimental,,15,_B8_AC_SI_R60z
1591.698,Feedback,,99,
1596.783,Experimental,,99,
1596.783,Experimental,,16,_A9_C_NSI_R180y
1633.767,Experimental,,17,_B9_C_NSI_R90z
1660.147,Experimental,,18,_A10_C_SI_R180x
1690.607,Experimental,,19,_B10_C_NSI_R180x
1735.565,Feedback,,99,
1741.173,Experimental,,99,
1741.173,Experimental,,20,_A11_AC_SI_R180y
1762.985,Experimental,,21,_B11_CI_NSI_R120z
1796.947,Experimental,,22,_A12_C_NSI_R180x
1822.627,Experimental,,23,_B12_C_SI_R180x
1856.031,Feedback,,99,
1858.401,Experimental,,99,
1858.401,Experimental,,24,_A13_CI_NSI_R180x
1894.547,Experimental,,25,_B13_AC_SI_R180x
1929.988,Experimental,,26,_A14_AC_SI_R180x
1973.805,Experimental,,27,_B14_AC_SI_R180y
1999.504,Feedback,,99,
2003.009,Experimental,,99,
2003.009,Experimental,,28,_A15_C_SI_R120z
2024.995,Experimental,,29,_B15_CI_NSI_R180y
2048.858,Experimental,,30,_A16_CI_NSI_R0
2089.717,Experimental,,31,_B16_C_NSI_R180y
2128.022,Feedback,,99,
2138.263,,EndofExperiment,99,
