square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,,,,,,,,,,,,,,,,,0.0014363000009325,0.0040359999984502,0.0040359999984502,0.0040359999984502,45.77746130000014,space,45.75727530000222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,47.79653649999818,,,,,,,,,,45.7775135999982,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,45.79223400000046,46.77592449999793,46.77593720000005,46.79209509999782,47.79653649999818,47.776526300000114,47.79458220000015,47.79653649999818,47.79653649999818,48.27558330000102,48.30892210000093,50.77536989999862,50.792215000001306,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,50.80874799999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.792921000000206,50.80874799999947,50.80874799999947,51.27547059999779,51.30893880000076,53.77549449999788,53.79238970000006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,53.80891789999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.79320970000117,53.80891789999805,53.80891789999805,54.27548139999999,54.30874589999803,56.77537640000082,56.79230280000047,space,1.0,0.4488605000005918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,56.808659199999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.793449099997815,56.808659199999965,56.808659199999965,57.27536930000133,57.30880489999981,59.77537529999972,59.79218259999834,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,59.80862929999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.79303340000115,59.80862929999785,59.80862929999785,60.27524439999979,60.30879939999795,62.77524600000106,62.792115000000194,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,62.808496499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.79284800000096,62.808496499998,62.808496499998,63.2752146999992,63.30883479999829,65.77514579999843,65.79223970000021,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,65.80861449999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.79302470000039,65.80861449999793,65.80861449999793,66.27505989999918,66.30859059999784,68.77511899999809,68.79205999999976,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,68.8085175999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.79273319999993,68.8085175999986,68.8085175999986,69.27520189999996,69.30848210000113,71.77519069999835,71.79191689999789,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,71.8084643000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.79267840000102,71.8084643000002,71.8084643000002,72.27520970000114,72.30852429999868,74.77500689999943,74.79197850000128,space,1.0,0.3907536000006075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback22,1.0,2023-12-12_14h54.13.735,untitled,2023.2.3,60.08402149586299,2023-12-12 15h46.33.521952 -0500,
