square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 102
2.0,"[0.64, 0.4]",None,,,,,0.0,37.0,37.0,37.0,,,,,2365.899830900016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.8842191000003,2365.899830900016,2365.899830900016,2366.383203400008,2366.3997667000517,2368.8830628000437,2368.8832537000417,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,38.0,38.0,38.0,,,,,2368.899663100019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.884065500053,2368.899663100019,2368.899663100019,2369.38308530004,2369.399774600053,2371.883103500004,2371.8832939999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,39.0,39.0,39.0,,,,,2371.899690600054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.884029000008,2371.899690600054,2371.899690600054,2372.3830341,2372.399846300017,2374.8830295000225,2374.883239200048,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374.8838461000123,2374.899739100016,2374.899739100016,2390.634093800036,space,15.719667299999855,None,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,0.0,0.0,0.0,2391.649960500013,,,,,,,,,,,,,,,,,,,,,,,,2390.6341342000524,2390.6492925000493,2391.649960500013,2391.6332181000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.6479556999984,2391.649960500013,2391.649960500013,2392.149293900002,2392.149293900002,2394.649305800034,2394.649305800034,2394.6334473000024,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,1.0,1.0,1.0,2394.649305800034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.634237600025,2394.649305800034,2394.649305800034,2395.149250700022,2395.149250700022,2397.6492929000524,2397.6492929000524,2397.633302400005,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,2.0,2.0,2.0,2397.6492929000524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397.63394520001,2397.6492929000524,2397.6492929000524,2398.1493280000286,2398.1493280000286,2400.649109400052,2400.649109400052,2400.63314010005,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,3.0,3.0,3.0,2400.649109400052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.633674200042,2400.649109400052,2400.649109400052,2401.1492315000505,2401.1492315000505,2403.649088200007,2403.649088200007,2403.633332600002,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,4.0,4.0,4.0,2403.649088200007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403.634024400031,2403.649088200007,2403.649088200007,2404.149017600052,2404.149017600052,2406.6490097000496,2406.6490097000496,2406.633160900033,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0.0,5.0,5.0,5.0,2406.6490097000496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406.633729699999,2406.6490097000496,2406.6490097000496,2407.149045600032,2407.149045600032,2409.649029400025,2409.649029400025,2409.633261600044,space,1.0,0.4922463999828323,None,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,6.0,6.0,6.0,2409.649029400025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409.6343197000097,2409.649029400025,2409.649029400025,2410.1489879,2410.1489879,2412.649136000022,2412.649136000022,2412.633233200002,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,7.0,7.0,7.0,2412.649136000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412.634017400036,2412.649136000022,2412.649136000022,2413.1489505000063,2413.1489505000063,2415.648965500004,2415.648965500004,2415.633254900051,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,8.0,8.0,8.0,2415.648965500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415.6340695000254,2415.648965500004,2415.648965500004,2416.149035600014,2416.149035600014,2418.648822200019,2418.648822200019,2418.63336550002,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0.0,9.0,9.0,9.0,2418.648822200019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418.634207200026,2418.648822200019,2418.648822200019,2419.148843300005,2419.148843300005,2421.6487166000297,2421.6487166000297,2421.632901700039,None,0.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,10.0,10.0,10.0,2421.6487166000297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2421.633594600018,2421.6487166000297,2421.6487166000297,2422.148858700006,2422.148858700006,2424.6487872000434,2424.6487872000434,2424.633170300047,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,11.0,11.0,11.0,2424.6487872000434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2424.6339696000214,2424.6487872000434,2424.6487872000434,2425.14859300002,2425.14859300002,2427.6486247000284,2427.6486247000284,2427.633090000017,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,12.0,12.0,12.0,2427.6486247000284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427.6338511000504,2427.6486247000284,2427.6486247000284,2428.148778600036,2428.148778600036,2430.6486961000483,2430.6486961000483,2430.6331311000395,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0.0,13.0,13.0,13.0,2430.6486961000483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.6339663000545,2430.6486961000483,2430.6486961000483,2431.1485143000027,2431.1485143000027,2433.648580200039,2433.648580200039,2433.632525700028,space,1.0,2.0390855000005104,None,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,14.0,14.0,14.0,2433.648580200039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433.633321100031,2433.648580200039,2433.648580200039,2434.1486133,2434.1486133,2436.6486619000207,2436.6486619000207,2436.6326785000274,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,15.0,15.0,15.0,2436.6486619000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2436.633327700023,2436.6486619000207,2436.6486619000207,2437.148639900028,2437.148639900028,2439.648638700018,2439.648638700018,2439.632852800016,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,16.0,16.0,16.0,2439.648638700018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2439.633572700026,2439.648638700018,2439.648638700018,2440.148481700045,2440.148481700045,2442.6485410000314,2442.6485410000314,2442.632993000036,space,1.0,0.6779538000118919,None,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,17.0,17.0,17.0,2442.6485410000314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.634090100008,2442.6485410000314,2442.6485410000314,2443.1484502000385,2443.1484502000385,2445.6483400000143,2445.6483400000143,2445.632408800011,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0.0,18.0,18.0,18.0,2445.6483400000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2445.63305970002,2445.6483400000143,2445.6483400000143,2446.1485032000346,2446.1485032000346,2448.648378300015,2448.648378300015,2448.6321579000214,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,19.0,19.0,19.0,2448.648378300015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2448.6327349000494,2448.648378300015,2448.648378300015,2449.148231600004,2449.148231600004,2451.6483523000497,2451.6483523000497,2451.6324791000225,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,2451.6483523000497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451.633142100007,2451.6483523000497,2451.6483523000497,2452.1483819000423,2452.1483819000423,2454.6481584000285,2454.6481584000285,2454.6323655000306,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,2454.6481584000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454.6331103999983,2454.6481584000285,2454.6481584000285,2455.148308800009,2455.148308800009,2457.6483191000298,2457.6483191000298,2457.6321769000497,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,2457.6483191000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457.632849800051,2457.6483191000298,2457.6483191000298,2458.148207899998,2458.148207899998,2460.648202600016,2460.648202600016,2460.6321835000417,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,2460.648202600016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460.632960100018,2460.648202600016,2460.648202600016,2461.1481990000466,2461.1481990000466,2463.648204100027,2463.648204100027,2463.6324414000264,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,2463.648204100027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463.6332554000546,2463.648204100027,2463.648204100027,2464.148271100013,2464.148271100013,2466.648070000054,2466.648070000054,2466.632379000017,None,0.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,2466.648070000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466.633116300043,2466.648070000054,2466.648070000054,2467.148118000012,2467.148118000012,2469.647980800015,2469.647980800015,2469.632584900013,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,2469.647980800015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2469.633381300024,2469.647980800015,2469.647980800015,2470.1480387000483,2470.1480387000483,2472.647979100002,2472.647979100002,2472.6323822000413,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,2472.647979100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472.6332289000275,2472.647979100002,2472.647979100002,2473.148049200012,2473.148049200012,2475.6477132000146,2475.6477132000146,2475.6318722,space,1.0,0.4167466999497264,None,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,2475.6477132000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.6326250000275,2475.6477132000146,2475.6477132000146,2476.147998200031,2476.147998200031,2478.6479192000115,2478.6479192000115,2478.6323295000475,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,2478.6479192000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478.6331347000087,2478.6479192000115,2478.6479192000115,2479.14782090002,2479.14782090002,2481.6477385000326,2481.6477385000326,2481.6322121000267,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,2481.6477385000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481.6330655000056,2481.6477385000326,2481.6477385000326,2482.147933500004,2482.147933500004,2484.6479174999986,2484.6479174999986,2484.63215140003,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,2484.6479174999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484.633073400008,2484.6479174999986,2484.6479174999986,2485.147776600032,2485.147776600032,2487.647598800017,2487.647598800017,2487.631647600036,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,2487.647598800017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487.6322711000103,2487.647598800017,2487.647598800017,2488.1475173000363,2488.1475173000363,2490.6476105000474,2490.6476105000474,2490.631681900006,None,0.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,2490.6476105000474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490.6323082000017,2490.6476105000474,2490.6476105000474,2491.1474128000555,2491.1474128000555,2493.6476719000493,2493.6476719000493,2493.631649200048,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,2493.6476719000493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493.632347000006,2493.6476719000493,2493.6476719000493,2494.1477572000003,2494.1477572000003,2496.6474980000057,2496.6474980000057,2496.6317434000084,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,2496.6474980000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.632422399998,2496.6474980000057,2496.6474980000057,2497.147675200016,2497.147675200016,2499.64743510005,2499.64743510005,2499.6315796000417,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,2499.64743510005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499.632200400054,2499.64743510005,2499.64743510005,2500.147450800054,2500.147450800054,2502.647334400041,2502.647334400041,2502.631762300036,space,1.0,0.5424545999849215,None,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,2502.647334400041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502.6326889000484,2502.647334400041,2502.647334400041,2503.1473631000263,2503.1473631000263,2505.6474761000136,2505.6474761000136,2505.6318171000457,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,2505.6474761000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505.6325496000354,2505.6474761000136,2505.6474761000136,2506.1474334000377,2506.1474334000377,2508.647341200034,2508.647341200034,2508.632370600011,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,2508.647341200034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508.632902500045,2508.647341200034,2508.647341200034,2509.147469400021,2509.147469400021,2511.6472644000314,2511.6472644000314,2511.6313222000026,None,1.0,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.6317375000217,2511.6472644000314,2514.647224100016,2514.631358600047,,,,,,,,
