square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 102
,,,,,,,,,,,,,,,,,0.0014668000512756,0.0040198000497184,0.0040198000497184,0.0040198000497184,2115.6220662000123,space,2115.6030270000338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,2117.642441100033,,,,,,,,,,2115.622106200026,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2115.6373114000307,2116.6213068000507,2116.6213226000546,2116.6370933,2117.642441100033,2117.621428900049,2117.640499500034,2117.642441100033,2117.642441100033,2118.120764200052,2118.154048100056,2120.620655000035,2120.637472600036,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,2120.654031000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120.6384649000247,2120.654031000042,2120.654031000042,2121.1207474000403,2121.1540634999983,2123.62054730003,2123.63739410002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,2123.653974500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123.6381658000173,2123.653974500019,2123.653974500019,2124.120451499999,2124.154566300044,2126.6204878000426,2126.637299400056,space,1.0,0.5027226000092924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,2126.654075700033,,,,,,,,,,,,,,,,,,,,,,,,,,,,2126.6384194000275,2126.654075700033,2126.654075700033,2127.1206366000115,2127.1538761000265,2129.620545700018,2129.637328400044,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,2129.653938000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.63813690003,2129.653938000032,2129.653938000032,2130.1202689000056,2130.153794200043,2132.6203261000337,2132.6371561000124,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,2132.65383200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.637918500055,2132.65383200004,2132.65383200004,2133.1203548000194,2133.153700500028,2135.620275699999,2135.6370541000506,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,2135.653666500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135.6376704000286,2135.653666500002,2135.653666500002,2136.120450200048,2136.153853800032,2138.6203880000394,2138.6371374000446,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,2138.653808700037,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.637919100001,2138.653808700037,2138.653808700037,2139.1370752000366,2139.1537311000284,2141.6368614000385,2141.637069700053,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,2141.6537000000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.637841800053,2141.6537000000244,2141.6537000000244,2142.136843300017,2142.1536360000027,2144.636823000037,2144.6371440000366,space,1.0,0.4208631999790668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,2144.653724400036,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.6380276000127,2144.653724400036,2144.653724400036,2145.1367768000346,2145.15353760001,2147.636789100012,2147.636960400036,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,2147.6535798000405,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.637790000008,2147.6535798000405,2147.6535798000405,2148.1367334000533,2148.15352490003,2150.636896800017,2150.6371184000163,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,2150.653605600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.638016800047,2150.653605600004,2150.653605600004,2151.1366521000164,2151.1536291000084,2153.636643800012,2153.636818800005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,2153.6534721000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.637663200032,2153.6534721000357,2153.6534721000357,2154.136681200005,2154.153565100045,2156.636647800042,2156.636847000045,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,2156.65326000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156.637637600012,2156.65326000005,2156.65326000005,2157.1367212000187,2157.1533331000246,2159.636504000053,2159.6366724000545,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,2159.653355700022,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159.6373555000173,2159.653355700022,2159.653355700022,2160.136727400008,2160.153519600048,2162.636734800006,2162.63694940001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,2162.6533041000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.637829300016,2162.6533041000366,2162.6533041000366,2163.136459500005,2163.153321400052,2165.636486700037,2165.636692400032,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,2165.653214400052,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165.6374872000306,2165.653214400052,2165.653214400052,2166.136608200032,2166.1531776000047,2168.6363665000536,2168.636546100024,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,2168.65319750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.6373613000032,2168.65319750004,2168.65319750004,2169.1366413000505,2169.153208100004,2171.6365467000287,2171.6367449000245,space,1.0,0.4465590000036172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,2171.653058100026,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.637712100055,2171.653058100026,2171.653058100026,2172.136560700019,2172.1530232000514,2174.6363867000327,2174.6365858000354,space,1.0,0.5242318999953568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,2174.6531697000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.637510600034,2174.6531697000028,2174.6531697000028,2175.1364175000344,2175.153094100009,2177.63630090002,2177.6364983000094,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,2177.652969900053,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177.637285100005,2177.652969900053,2177.652969900053,2178.1363997000158,2178.1529679000378,2180.6360336000216,2180.636170300015,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,2180.6527901000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.6366239000345,2180.6527901000227,2180.6527901000227,2181.1362607000046,2181.1529221000383,2183.636104300036,2183.636275800003,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,2183.6529847000493,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183.6369406000013,2183.6529847000493,2183.6529847000493,2184.136334400042,2184.1529111000127,2186.6362239000155,2186.636487800046,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,2186.6528366000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186.6387306000106,2186.6528366000275,2186.6528366000275,2187.136239900021,2187.153087100014,2189.6361616000067,2189.6363797000377,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,2189.652716700046,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189.637318000023,2189.652716700046,2189.652716700046,2190.136018600024,2190.152755600051,2192.6360395000083,2192.6362301000045,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
3.0,"[0, 0.2]",None,0.0,25.0,25.0,25.0,,,,,,,,,2192.6527217000257,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.637083000038,2192.6527217000257,2192.6527217000257,2193.1360889000352,2193.1527355000144,2195.6358750000363,2195.636064900027,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback56,1.0,2024-01-16_09h18.02.280,untitled,2023.2.3,59.983036800702514,2024-01-16 10h00.11.539102 -0500,
