square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 103
,,,,,,,,,,,,,,,,,0.0014517999952659,0.0038167999882716,0.0038167999882716,0.0038167999882716,1981.1808984999952,space,1981.1604489000165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1983.196980100009,,,,,,,,,,1981.1809530000028,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1981.1956256999983,1982.1798972999968,1982.1799176000056,1982.1955484999928,1983.196980100009,1983.1799787000052,1983.1950523999983,1983.196980100009,1983.196980100009,1983.679078699992,1983.712402300007,1986.1790510000135,1986.1957835000069,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1986.2121588999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.1968127999864,1986.2121588999871,1986.2121588999871,1986.6955047000083,1986.712157700007,1989.1954541000011,1989.1956620000128,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1989.212024700013,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.1965201999992,1989.212024700013,1989.212024700013,1989.6788270999969,1989.7121236000091,1992.178882200009,1992.1957102000013,space,1.0,0.4840753999887965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1992.212209699996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.196964200004,1992.212209699996,1992.212209699996,1992.6787974000035,1992.712198299996,1995.178880099993,1995.195444699988,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1995.2121075000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.1962443999944,1995.2121075000032,1995.2121075000032,1995.6954400000104,1995.711987799994,1998.1954154999985,1998.1956317999864,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1998.2119560000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.196489900001,1998.2119560000135,1998.2119560000135,1998.6952825000044,1998.7119313000003,2001.195339400001,2001.195538500004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,2001.212034600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.1962503000104,2001.212034600001,2001.212034600001,2001.6952373000092,2001.7119697000016,2004.1952537999896,2004.1954396000076,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,2004.2119693999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.1961954,2004.2119693999996,2004.2119693999996,2004.695229200006,2004.712117999996,2007.1952037999872,2007.1953644999885,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,2007.212098999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.1959734999984,2007.212098999997,2007.212098999997,2007.695129300002,2007.7117295000064,2010.1950639999995,2010.1952269999888,space,1.0,0.3370086000068113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback51,1.0,2024-01-12_17h18.39.372,untitled,2023.2.3,60.05371203655631,2024-01-12 17h53.18.129485 -0500,
