Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
885.0537,,EndofStart,99,
885.0537,Calibration,,99,
892.5632,,EndofCalibration,99,
892.5632,Tutorial,,99,
1384.505,,EndofTutorial,99,
1384.505,Rest,,99,
1684.507,,EndofRest,99,
1684.574,Feedback,,99,
1689.028,Experimental,,99,
1762.689,Experimental,,0,_A1_CI_NSI_R180x
1769.561,Experimental,,1,_B1_CI_NSI_R0
1785.619,Experimental,,2,_A2_AC_SI_R180z
1813.87,Experimental,,3,_B2_AC_SI_R180x
1830.796,Feedback,,99,
1834.894,Experimental,,99,
1834.894,Experimental,,4,_A3_CI_NSI_R120z
1854.153,Experimental,,5,_B3_AC_SI_R180y
1863.348,Experimental,,6,_A4_AC_SI_R180x
1875.77,Experimental,,7,_B4_C_SI_R180y
1894.533,Feedback,,99,
1900.353,Experimental,,99,
1900.353,Experimental,,8,_A5_AC_SI_R180y
1943.182,Experimental,,9,_B5_C_SI_R120z
1953.487,Experimental,,10,_A6_AC_SI_R180z
1978.751,Experimental,,11,_B6_CI_NSI_R180x
1990.945,Feedback,,99,
1996.322,Experimental,,99,
1996.322,Experimental,,12,_A7_C_NSI_R180z
2027.078,Experimental,,13,_B7_AC_SI_R90z
2057.492,Experimental,,14,_A8_C_SI_R180y
2086.572,Experimental,,15,_B8_AC_SI_R60z
2099.878,Feedback,,99,
2105.239,Experimental,,99,
2105.239,Experimental,,16,_A9_C_NSI_R180y
2142.775,Experimental,,17,_B9_C_NSI_R90z
2178.775,Experimental,,18,_A10_C_SI_R180x
2202.538,Experimental,,19,_B10_C_NSI_R180x
2245.5,Feedback,,99,
2252.018,Experimental,,99,
2252.018,Experimental,,20,_A11_AC_SI_R180y
2266.588,Experimental,,21,_B11_CI_NSI_R120z
2295.507,Experimental,,22,_A12_C_NSI_R180x
2326.63,Experimental,,23,_B12_C_SI_R180x
2368.744,Feedback,,99,
2371.904,Experimental,,99,
2371.904,Experimental,,24,_A13_CI_NSI_R180x
2388.818,Experimental,,25,_B13_AC_SI_R180x
2424.935,Experimental,,26,_A14_AC_SI_R180x
2454.749,Experimental,,27,_B14_AC_SI_R180y
2463.773,Feedback,,99,
2469.648,Experimental,,99,
2469.648,Experimental,,28,_A15_C_SI_R120z
2488.252,Experimental,,29,_B15_CI_NSI_R180y
2516.227,Experimental,,30,_A16_CI_NSI_R0
2528.915,Experimental,,31,_B16_C_NSI_R180y
2548.359,Feedback,,99,
2550.411,,EndofExperiment,99,
