Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
501.3697,,EndofStart,99,
501.3697,Calibration,,99,
517.359,,EndofCalibration,99,
517.359,Tutorial,,99,
1001.686,,EndofTutorial,99,
1001.686,Rest,,99,
1301.69,,EndofRest,99,
1301.744,Feedback,,99,
1316.703,Experimental,,99,
1350.621,Experimental,,0,_A1_CI_NSI_R180x
1393.722,Experimental,,1,_B1_CI_NSI_R0
1420.447,Experimental,,2,_A2_AC_SI_R180z
1445.566,Experimental,,3,_B2_AC_SI_R180x
1462.871,Feedback,,99,
1485.183,Experimental,,99,
1485.183,Experimental,,4,_A3_CI_NSI_R120z
1527.694,Experimental,,5,_B3_AC_SI_R180y
1566.375,Experimental,,6,_A4_AC_SI_R180x
1594.462,Experimental,,7,_B4_C_SI_R180y
1609.61,Feedback,,99,
1615.644,Experimental,,99,
1615.644,Experimental,,8,_A5_AC_SI_R180y
1658.91,Experimental,,9,_B5_C_SI_R120z
1677.935,Experimental,,10,_A6_AC_SI_R180z
1712.519,Experimental,,11,_B6_CI_NSI_R180x
1726.407,Feedback,,99,
1733.976,Experimental,,99,
1733.976,Experimental,,12,_A7_C_NSI_R180z
1773.718,Experimental,,13,_B7_AC_SI_R90z
1792.193,Experimental,,14,_A8_C_SI_R180y
1831.276,Experimental,,15,_B8_AC_SI_R60z
1843.395,Feedback,,99,
1849.467,Experimental,,99,
1849.467,Experimental,,16,_A9_C_NSI_R180y
1871.335,Experimental,,17,_B9_C_NSI_R90z
1904.425,Experimental,,18,_A10_C_SI_R180x
1939.298,Experimental,,19,_B10_C_NSI_R180x
1977.288,Feedback,,99,
1979.641,Experimental,,99,
1979.641,Experimental,,20,_A11_AC_SI_R180y
1991.227,Experimental,,21,_B11_CI_NSI_R120z
2010.382,Experimental,,22,_A12_C_NSI_R180x
2040.702,Experimental,,23,_B12_C_SI_R180x
2078.689,Feedback,,99,
2081.505,Experimental,,99,
2081.505,Experimental,,24,_A13_CI_NSI_R180x
2118.023,Experimental,,25,_B13_AC_SI_R180x
2152.962,Experimental,,26,_A14_AC_SI_R180x
2182.352,Experimental,,27,_B14_AC_SI_R180y
2193.176,Feedback,,99,
2195.247,Experimental,,99,
2195.247,Experimental,,28,_A15_C_SI_R120z
2207.94,Experimental,,29,_B15_CI_NSI_R180y
2237.948,Experimental,,30,_A16_CI_NSI_R0
2267.214,Experimental,,31,_B16_C_NSI_R180y
2298.487,Feedback,,99,
2300.938,,EndofExperiment,99,
