square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0014228000000002794,0.00409559999980047,0.00409559999980047,0.00409559999980047,44.171769199999744,space,44.160352500000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
6,"[-0.3, 0]",None,0,0,0,0,,,,,,,,,46.19093269999985,,,,,,,,,,44.17181660000006,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,44.18636680000009,45.170392999999876,45.17040989999987,45.186360199999854,46.19093269999985,46.17092240000011,46.18896670000004,46.19093269999985,46.19093269999985,46.669833500000095,46.703229199999896,49.16984279999997,49.18677200000002,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
10,"[0, -0.2]",None,0,1,1,1,,,,,,,,,49.20309980000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.18792110000004,49.20309980000002,49.20309980000002,49.669873199999984,49.70326720000003,52.169824999999946,52.18666949999988,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
11,"[-0.64, -0.4]",space,0,2,2,2,,,,,,,,,52.20325169999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.187599299999874,52.20325169999978,52.20325169999978,52.66981749999968,52.703133799999705,55.16984779999984,55.18664510000008,space,1,0.5786007000001518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
12,"[0.64, -0.4]",None,0,3,3,3,,,,,,,,,55.202906299999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.18793689999984,55.202906299999995,55.202906299999995,55.66979439999977,55.70312879999983,58.16963149999992,58.186462599999686,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
1,"[-0.64, 0.4]",None,0,4,4,4,,,,,,,,,58.202987799999846,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18740559999969,58.202987799999846,58.202987799999846,58.66964999999982,58.70301299999983,61.169561299999714,61.18647519999968,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
1,"[-0.64, 0.4]",None,0,5,5,5,,,,,,,,,61.20298839999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.18724380000003,61.20298839999987,61.20298839999987,61.6695021999999,61.702857100000074,64.1694677999999,64.1865942999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
4,"[-0.2, 0.1]",None,0,6,6,6,,,,,,,,,64.2029462999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.18745540000009,64.2029462999999,64.2029462999999,64.66964359999974,64.70273689999976,67.16944909999984,67.18620609999971,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
5,"[0.2, 0.1]",None,0,7,7,7,,,,,,,,,67.20271349999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.18692959999998,67.20271349999985,67.20271349999985,67.66934709999987,67.70310149999978,70.16952169999968,70.1863202999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
11,"[-0.64, -0.4]",space,0,8,8,8,,,,,,,,,70.20275670000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.18719389999978,70.20275670000001,70.20275670000001,70.6693808,70.70280619999994,73.16929600000003,73.1861973,space,1,0.47441699999990306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,73.20287259999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.18699770000012,73.20287259999986,73.20287259999986,73.66938140000002,73.70282829999996,76.16937250000001,76.18622989999994,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,76.20283919999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.18707670000003,76.20283919999974,76.20283919999974,76.68595189999996,76.70266099999981,79.18600909999986,79.18621540000004,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,79.2026550999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.18702600000006,79.2026550999999,79.2026550999999,79.68596849999994,79.7025934999997,82.1858514999999,82.18599659999973,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback21,001,2023-12-12_11h18.41.563,untitled,2023.2.3,60.03035134558554,2023-12-12 11h59.00.409282 -0500,
