square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 101
,"[0.2, -0.1]",None,,,,,,,,,0.0,20.0,20.0,20.0,1804.6679214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.6528471,1804.6679214,1804.6679214,1805.1679339,1805.1679339,1807.6678575000003,1807.6678575000003,1807.6518082999992,space,0.0,0.8134207000002789,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,21.0,21.0,21.0,1807.6678575000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.6525280000003,1807.6678575000003,1807.6678575000003,1808.1679098999996,1808.1679098999996,1810.6680564,1810.6680564,1810.652242,space,0.0,0.8638721999996051,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,22.0,22.0,22.0,1810.6680564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.6533421000004,1810.6680564,1810.6680564,1811.167842500001,1811.167842500001,1813.6676654999992,1813.6676654999992,1813.6519111,space,0.0,0.814139600000999,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,23.0,23.0,23.0,1813.6676654999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.6528209000007,1813.6676654999992,1813.6676654999992,1814.1678469,1814.1678469,1816.6677913999995,1816.6677913999995,1816.651927500001,space,0.0,0.779056600000331,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0, 0.2]",space,,,,,,,,,0.0,24.0,24.0,24.0,1816.6677913999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.6529126000005,1816.6677913999995,1816.6677913999995,1817.1677113999997,1817.1677113999997,1819.6676855000003,1819.6676855000003,1819.6518376000004,space,1.0,0.5695687999996153,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,25.0,25.0,25.0,1819.6676855000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.6526771000008,1819.6676855000003,1819.6676855000003,1820.167699,1820.167699,1822.6677674999992,1822.6677674999992,1822.6519688000008,space,0.0,0.7730372000005445,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,26.0,26.0,26.0,1822.6677674999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.6528827,1822.6677674999992,1822.6677674999992,1823.1677803,1823.1677803,1825.6675254,1825.6675254,1825.651880200001,space,0.0,0.9094122999995308,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0.0,27.0,27.0,27.0,1825.6675254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.652645,1825.6675254,1825.6675254,1826.1674418999992,1826.1674418999992,1828.6674262,1828.6674262,1828.6516900999995,space,1.0,0.9204169000004184,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0.0,28.0,28.0,28.0,1828.6674262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.6526228,1828.6674262,1828.6674262,1829.1674865000005,1829.1674865000005,1831.6674777000007,1831.6674777000007,1831.6514406000008,space,0.0,0.865754399999787,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,29.0,29.0,29.0,1831.6674777000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.6521526,1831.6674777000007,1831.6674777000007,1832.1674340000009,1832.1674340000009,1834.6673910000009,1834.6673910000009,1834.6517337000005,space,0.0,1.3836428999984491,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0.0,30.0,30.0,30.0,1834.6673910000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.6527332999997,1834.6673910000009,1834.6673910000009,1835.1674955,1835.1674955,1837.6672722000003,1837.6672722000003,1837.6518345999996,space,0.0,1.0646113000002515,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,31.0,31.0,31.0,1837.6672722000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.6528757,1837.6672722000003,1837.6672722000003,1838.1674758000008,1838.1674758000008,1840.6672954000005,1840.6672954000005,1840.6515736,space,0.0,1.1941108999999417,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0.0,32.0,32.0,32.0,1840.6672954000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.6523984,1840.6672954000005,1840.6672954000005,1841.1673123,1841.1673123,1843.6673443,1843.6673443,1843.6516379000004,space,1.0,1.4865666000005149,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,33.0,33.0,33.0,1843.6673443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.6526337,1843.6673443,1843.6673443,1844.167373,1844.167373,1846.6673261,1846.6673261,1846.6515839000003,space,0.0,1.095774800000072,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,34.0,34.0,34.0,1846.6673261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.6525392000003,1846.6673261,1846.6673261,1847.1671982000007,1847.1671982000007,1849.6672337,1849.6672337,1849.65144,space,0.0,0.9884345999998914,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,35.0,35.0,35.0,1849.6672337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.6523856000003,1849.6672337,1849.6672337,1850.167248400001,1850.167248400001,1852.6671351000005,1852.6671351000005,1852.6515474000007,space,0.0,0.7221872999998595,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[-0.3, 0]",space,,,,,,,,,0.0,36.0,36.0,36.0,1852.6671351000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.6526059000007,1852.6671351000005,1852.6671351000005,1853.1669696000008,1853.1669696000008,1855.6671172000008,1855.6671172000008,1855.6515554,space,1.0,0.6400195999995049,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,37.0,37.0,37.0,1855.6671172000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.6524372000003,1855.6671172000008,1855.6671172000008,1856.1670834,1856.1670834,1858.6671107,1858.6671107,1858.6512533999996,space,0.0,0.8296390000014071,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,38.0,38.0,38.0,1858.6671107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.652214,1858.6671107,1858.6671107,1859.1668731000009,1859.1668731000009,1861.6669669000005,1861.6669669000005,1861.6511952,space,0.0,0.9433000999997604,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,39.0,39.0,39.0,1861.6669669000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861.6519344000008,1861.6669669000005,1861.6669669000005,1862.1671185,1862.1671185,1864.6669409999995,1864.6669409999995,1864.6512286,space,0.0,0.8693136000001687,None,,,,,nback59,1.0,2024-01-16_13h01.08.606,untitled,2023.2.3,59.988722119915295,2024-01-16 13h19.28.915536 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864.6519002000005,1864.6669409999995,1867.666950500001,1867.650760300001,,,,,,,,
