TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1085.897,1112.128,26.23096,True,0,_A1_CI_NSI_R180x,0
1114.233,1129.748,15.51538,True,1,_B1_CI_NSI_R0,0
1131.807,1158.791,26.98352,True,2,_A2_AC_SI_R180z,0
1160.845,1173.678,12.83264,True,3,_B2_AC_SI_R180x,0
1181.984,1196.307,14.32263,True,4,_A3_CI_NSI_R120z,0
1198.375,1207.168,8.793701,False,5,_B3_AC_SI_R180y,0
1209.234,1233.479,24.24487,True,6,_A4_AC_SI_R180x,0
1235.522,1253.547,18.02551,True,7,_B4_C_SI_R180y,0
1258.933,1284.679,25.74597,True,8,_A5_AC_SI_R180y,0
1286.766,1301.237,14.47083,True,9,_B5_C_SI_R120z,0
1303.274,1317.796,14.52209,True,10,_A6_AC_SI_R180z,0
1319.852,1339.666,19.81445,False,11,_B6_CI_NSI_R180x,0
1345.016,1373.771,28.75439,True,12,_A7_C_NSI_R180z,0
1376.113,1391.296,15.18298,True,13,_B7_AC_SI_R90z,0
1393.341,1402.39,9.049194,False,14,_A8_C_SI_R180y,0
1404.438,1419.282,14.84448,True,15,_B8_AC_SI_R60z,0
1423.484,1444.884,21.3999,False,16,_A9_C_NSI_R180y,0
1446.971,1489.272,42.30066,True,17,_B9_C_NSI_R90z,0
1491.574,1501.011,9.437866,True,18,_A10_C_SI_R180x,0
1503.088,1525.593,22.50415,True,19,_B10_C_NSI_R180x,0
1529.392,1547.895,18.50244,True,20,_A11_AC_SI_R180y,0
1549.967,1564.395,14.42883,True,21,_B11_CI_NSI_R120z,0
1566.486,1576.316,9.829956,True,22,_A12_C_NSI_R180x,0
1578.398,1590.66,12.26172,False,23,_B12_C_SI_R180x,0
1595.235,1610.685,15.45056,True,24,_A13_CI_NSI_R180x,0
1612.765,1626.459,13.69434,True,25,_B13_AC_SI_R180x,0
1628.521,1645.59,17.0686,True,26,_A14_AC_SI_R180x,0
1647.647,1665.698,18.05103,True,27,_B14_AC_SI_R180y,0
1670.689,1687.128,16.43909,True,28,_A15_C_SI_R120z,0
1689.219,1707.628,18.40894,True,29,_B15_CI_NSI_R180y,0
1709.682,1728.849,19.16602,True,30,_A16_CI_NSI_R0,0
1730.922,1744.099,13.17639,True,31,_B16_C_NSI_R180y,0
