Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
127.475,,EndofStart,99,
127.475,Calibration,,99,
136.0812,,EndofCalibration,99,
136.0812,Tutorial,,99,
853.9235,,EndofTutorial,99,
853.9235,Rest,,99,
1153.926,,EndofRest,99,
1153.972,Feedback,,99,
1170.161,Experimental,,99,
1207.312,Experimental,,0,_A1_CI_NSI_R180x
1257.931,Experimental,,1,_B1_CI_NSI_R0
1276.732,Experimental,,2,_A2_AC_SI_R180z
1316.648,Experimental,,3,_B2_AC_SI_R180x
1344.235,Feedback,,99,
1353.866,Experimental,,99,
1353.866,Experimental,,4,_A3_CI_NSI_R120z
1403.951,Experimental,,5,_B3_AC_SI_R180y
1417.279,Experimental,,6,_A4_AC_SI_R180x
1434.382,Experimental,,7,_B4_C_SI_R180y
1459.009,Feedback,,99,
1466.545,Experimental,,99,
1466.545,Experimental,,8,_A5_AC_SI_R180y
1513.812,Experimental,,9,_B5_C_SI_R120z
1544.966,Experimental,,10,_A6_AC_SI_R180z
1588.016,Experimental,,11,_B6_CI_NSI_R180x
1634.328,Feedback,,99,
1638.236,Experimental,,99,
1638.236,Experimental,,12,_A7_C_NSI_R180z
1677.457,Experimental,,13,_B7_AC_SI_R90z
1719.656,Experimental,,14,_A8_C_SI_R180y
1750.859,Experimental,,15,_B8_AC_SI_R60z
1765.596,Feedback,,99,
1769.968,Experimental,,99,
1769.968,Experimental,,16,_A9_C_NSI_R180y
1820.205,Experimental,,17,_B9_C_NSI_R90z
1852.738,Experimental,,18,_A10_C_SI_R180x
1883.891,Experimental,,19,_B10_C_NSI_R180x
1921.692,Feedback,,99,
1924.784,Experimental,,99,
1924.784,Experimental,,20,_A11_AC_SI_R180y
1936.107,Experimental,,21,_B11_CI_NSI_R120z
1972.706,Experimental,,22,_A12_C_NSI_R180x
1998.312,Experimental,,23,_B12_C_SI_R180x
2046.772,Feedback,,99,
2049.315,Experimental,,99,
2049.315,Experimental,,24,_A13_CI_NSI_R180x
2070.373,Experimental,,25,_B13_AC_SI_R180x
2113.5,Experimental,,26,_A14_AC_SI_R180x
2145.038,Experimental,,27,_B14_AC_SI_R180y
2178.74,Feedback,,99,
2180.619,Experimental,,99,
2180.619,Experimental,,28,_A15_C_SI_R120z
2198.08,Experimental,,29,_B15_CI_NSI_R180y
2231.232,Experimental,,30,_A16_CI_NSI_R0
2268.345,Experimental,,31,_B16_C_NSI_R180y
2306.875,Feedback,,99,
2309.17,,EndofExperiment,99,
