square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 101
,,,,,,,,,,,,,,,,,0.0015301999999337,0.0039802999999665,0.0039802999999665,0.0039802999999665,1700.2195100999998,space,1700.2037968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1702.2385922,,,,,,,,,,1700.2195622,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1700.2345765,1701.2187209999995,1701.2187491999998,1701.2346481999998,1702.2385922,1702.2187061,1702.2366840999998,1702.2385922,1702.2385922,1702.7178321,1702.7516161,1705.2175506999995,1705.2343827999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1705.2514963999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.2355229,1705.2514963999995,1705.2514963999995,1705.7348380999997,1705.7512969999998,1708.2341984,1708.2343152999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1708.2507535,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.2353267,1708.2507535,1708.2507535,1708.7175994,1708.751518,1711.2177109,1711.2347123,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1711.2510781,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.2355518999998,1711.2510781,1711.2510781,1711.7343179,1711.7511458999998,1714.2342562,1714.2343728,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1714.2508475,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.2347251,1714.2508475,1714.2508475,1714.7345544999998,1714.7507072,1717.2341972,1717.2343072999995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1717.2512999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.2348072999998,1717.2512999,1717.2512999,1717.7174996999995,1717.7511405,1720.2176049999998,1720.2345809999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1720.2508850999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.2353788,1720.2508850999998,1720.2508850999998,1720.7344331999998,1720.7509756,1723.2341934,1723.2342921,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1723.2507627999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.2346371,1723.2507627999998,1723.2507627999998,1723.7340882,1723.7506593999997,1726.233996,1726.2340955,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1726.2507095,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.2345461999998,1726.2507095,1726.2507095,1726.7344611,1726.7505375,1729.2342657,1729.2343852999998,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,1729.2511618999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.2347277,1729.2511618999995,1729.2511618999995,1729.7338884,1729.7511817,1732.2344476999997,1732.2345608,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,1732.250481,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.2349479999998,1732.250481,1732.250481,1732.7340015,1732.7505318999995,1735.2341415,1735.2343192999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,1735.2506479999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.2350226999995,1735.2506479999995,1735.2506479999995,1735.7339508,1735.7506442999995,1738.2341410999998,1738.2342404,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,1738.2508987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.2345852999997,1738.2508987,1738.2508987,1738.7338016999995,1738.7507250999995,1741.2341874,1741.2343096,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",None,0.0,13.0,13.0,13.0,,,,,,,,,1741.2508619,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.2348588,1741.2508619,1741.2508619,1741.7343523,1741.7503032,1744.2345072999997,1744.2346336,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
7.0,"[0.3, 0]",None,0.0,14.0,14.0,14.0,,,,,,,,,1744.2504123,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744.2349937999998,1744.2504123,1744.2504123,1744.7170388999998,1744.7505198,1747.2171737999995,1747.2340138,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
2.0,"[0.64, 0.4]",None,0.0,15.0,15.0,15.0,,,,,,,,,1747.2505732999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.2343892999995,1747.2505732999998,1747.2505732999998,1747.7338405,1747.7505496999995,1750.2337512999998,1750.2338509,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
2.0,"[0.64, 0.4]",None,0.0,16.0,16.0,16.0,,,,,,,,,1750.2505754,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.2341679,1750.2505754,1750.2505754,1750.7339214999995,1750.7504516,1753.2340968999997,1753.2342203999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,17.0,17.0,17.0,,,,,,,,,1753.2501672999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.2345772,1753.2501672999997,1753.2501672999997,1753.7334744,1753.7508193999995,1756.2338602,1756.2340639999998,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,18.0,18.0,18.0,,,,,,,,,1756.2503883,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.2348367,1756.2503883,1756.2503883,1756.7337881,1756.7504083999995,1759.2338879999998,1759.2340011,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
7.0,"[0.3, 0]",None,0.0,19.0,19.0,19.0,,,,,,,,,1759.2505508999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.2348269,1759.2505508999998,1759.2505508999998,1759.7338034,1759.7502983999998,1762.2334769999998,1762.2338959,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
3.0,"[0, 0.2]",None,0.0,20.0,20.0,20.0,,,,,,,,,1762.2499927,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.2342814999995,1762.2499927,1762.2499927,1762.7336256999995,1762.7502894,1765.2333390999995,1765.2334357,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
10.0,"[0, -0.2]",None,0.0,21.0,21.0,21.0,,,,,,,,,1765.2502842999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.2338047999997,1765.2502842999995,1765.2502842999995,1765.7333082,1765.7502012,1768.2332597,1768.2333626999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
1.0,"[-0.64, 0.4]",None,0.0,22.0,22.0,22.0,,,,,,,,,1768.2501895,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.2337788,1768.2501895,1768.2501895,1768.733662,1768.7502325,1771.2332621,1771.2334029,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
2.0,"[0.64, 0.4]",None,0.0,23.0,23.0,23.0,,,,,,,,,1771.2497890999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.2339324,1771.2497890999998,1771.2497890999998,1771.733432,1771.7499167,1774.2331724,1774.2332914,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",None,0.0,24.0,24.0,24.0,,,,,,,,,1774.2500758,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.2336362,1774.2500758,1774.2500758,1774.7338203999998,1774.7498109999997,1777.2330797,1777.2332045999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
3.0,"[0, 0.2]",None,0.0,25.0,25.0,25.0,,,,,,,,,1777.2499693,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.2335497999998,1777.2499693,1777.2499693,1777.7334471,1777.7501244,1780.2333974999997,1780.2335122999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,26.0,26.0,26.0,,,,,,,,,1780.2497933,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.2338443,1780.2497933,1780.2497933,1780.7332692999998,1780.7496794999995,1783.2337318,1783.233842,space,1.0,0.4363871999998991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
1.0,"[-0.64, 0.4]",None,0.0,27.0,27.0,27.0,,,,,,,,,1783.2501653,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.2346364,1783.2501653,1783.2501653,1783.7333639999997,1783.7497039999998,1786.2333579,1786.2334953,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
3.0,"[0, 0.2]",None,0.0,28.0,28.0,28.0,,,,,,,,,1786.249574,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.2338562999998,1786.249574,1786.249574,1786.7331601,1786.7495888999997,1789.2331429,1789.2332395999997,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",None,0.0,29.0,29.0,29.0,,,,,,,,,1789.2495879999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.2339352999998,1789.2495879999997,1789.2495879999997,1789.733588,1789.7495952,1792.2332452,1792.2334569999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
8.0,"[-0.2, -0.1]",None,0.0,30.0,30.0,30.0,,,,,,,,,1792.2496089,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.2342488999998,1792.2496089,1792.2496089,1792.7331983,1792.7497743,1795.2332155999998,1795.2333402,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
12.0,"[0.64, -0.4]",None,0.0,31.0,31.0,31.0,,,,,,,,,1795.2498141,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.2338067,1795.2498141,1795.2498141,1795.7328161,1795.7498557999998,1798.233077,1798.2331762,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",None,0.0,32.0,32.0,32.0,,,,,,,,,1798.2499539,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.2335107999995,1798.2499539,1798.2499539,1798.7330677,1798.7494148,1801.2328999,1801.2330005999995,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,33.0,33.0,33.0,,,,,,,,,1801.2494229,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.2333917,1801.2494229,1801.2494229,1801.7335429,1801.749926,1804.2327854,1804.232881,space,1.0,0.4935146999996505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
7.0,"[0.3, 0]",None,0.0,34.0,34.0,34.0,,,,,,,,,1804.2496256,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.2332884,1804.2496256,1804.2496256,1804.73303,1804.7499215,1807.2329579,1807.23315,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,35.0,35.0,35.0,,,,,,,,,1807.2496189,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.2338897,1807.2496189,1807.2496189,1807.7328148,1807.749474,1810.2328498,1810.2329468,space,1.0,0.469724000000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
4.0,"[-0.2, 0.1]",None,0.0,36.0,36.0,36.0,,,,,,,,,1810.2493626,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.2333979,1810.2493626,1810.2493626,1810.7330322,1810.7494238,1813.2328502,1813.2330384,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
5.0,"[0.2, 0.1]",None,0.0,37.0,37.0,37.0,,,,,,,,,1813.2495211,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.2337499,1813.2495211,1813.2495211,1813.732792,1813.7493949,1816.2327372,1816.2328679,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",None,0.0,38.0,38.0,38.0,,,,,,,,,1816.2492048,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.2335554,1816.2492048,1816.2492048,1816.7328006,1816.7492666,1819.2325251,1819.2326391,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,0.0,39.0,39.0,39.0,,,,,,,,,1819.2492282,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.2329892,1819.2492282,1819.2492282,1819.7326831,1819.7493043,1822.2327295,1822.2329468,space,1.0,0.3107932999996592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.2337303,1822.2495025,1822.2495025,1859.4998677,space,37.2442001999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,0.0,0.0,0.0,,,,,1860.5161987,,,,,,,,,,,,,,,,,,,,,,,,1859.4998894,1859.5157548,1860.5161987,1860.4993619,,,,,,,,,,,,,,,,,,,1860.5141945,1860.5161987,1860.5161987,1860.9985398,1861.0318451,1863.4986723,1863.5153352,1863.4996136,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,1.0,1.0,1.0,,,,,1863.5153352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.5005919,1863.5153352,1863.5153352,1864.0155149,1864.0155149,1866.5153617,1866.5153617,1866.4994236,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,2.0,2.0,2.0,,,,,1866.5153617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.5000778,1866.5153617,1866.5153617,1867.015427,1867.015427,1869.5153998,1869.5153998,1869.4996643,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",space,,,,,0.0,3.0,3.0,3.0,,,,,1869.5153998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.5004462,1869.5153998,1869.5153998,1870.0155303,1870.0155303,1872.5152291,1872.5152291,1872.499346,space,1.0,0.4210328999997728,None,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,4.0,4.0,4.0,,,,,1872.5152291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.5005228,1872.5152291,1872.5152291,1873.0152944,1873.0152944,1875.5153136,1875.5153136,1875.4996353,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,5.0,5.0,5.0,,,,,1875.5153136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.5004315,1875.5153136,1875.5153136,1876.0152524,1876.0152524,1878.5151876,1878.5151876,1878.4995446,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,6.0,6.0,6.0,,,,,1878.5151876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.5003715,1878.5151876,1878.5151876,1879.015197,1879.015197,1881.5152236,1881.5152236,1881.4995691,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",None,,,,,0.0,7.0,7.0,7.0,,,,,1881.5152236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.5004049,1881.5152236,1881.5152236,1882.0153244,1882.0153244,1884.5150483,1884.5150483,1884.499311,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
9.0,"[0.2, -0.1]",space,,,,,0.0,8.0,8.0,8.0,,,,,1884.5150483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.5001466,1884.5150483,1884.5150483,1885.0150322,1885.0150322,1887.5150005,1887.5150005,1887.4991453,space,1.0,0.5547941999998329,None,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,9.0,9.0,9.0,,,,,1887.5150005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.4999244,1887.5150005,1887.5150005,1888.014943,1888.014943,1890.5149645,1890.5149645,1890.4992177,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,10.0,10.0,10.0,,,,,1890.5149645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.4998712,1890.5149645,1890.5149645,1891.0151706,1891.0151706,1893.5147377,1893.5147377,1893.4991165,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
11.0,"[-0.64, -0.4]",space,,,,,0.0,11.0,11.0,11.0,,,,,1893.5147377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.4997509,1893.5147377,1893.5147377,1894.0149894,1894.0149894,1896.5147401,1896.5147401,1896.4987683,space,1.0,0.7380987000001369,None,,,,,,,,,,,,,,,,,,,,,,nback44,1.0,2024-01-08_14h21.11.616,untitled,2023.2.3,60.0454904635641,2024-01-08 14h39.05.878894 -0500,
