Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
689.8644,,EndofStart,99,
689.8644,Calibration,,99,
711.3105,,EndofCalibration,99,
711.3105,Tutorial,,99,
1139.045,,EndofTutorial,99,
1139.045,Rest,,99,
1439.051,,EndofRest,99,
1439.107,Feedback,,99,
1444.365,Experimental,,99,
1452.293,Experimental,,0,_A1_CI_NSI_R180x
1497.345,Experimental,,1,_B1_CI_NSI_R0
1508.495,Experimental,,2,_A2_AC_SI_R180z
1542.349,Experimental,,3,_B2_AC_SI_R180x
1566.046,Feedback,,99,
1570.527,Experimental,,99,
1570.527,Experimental,,4,_A3_CI_NSI_R120z
1613.362,Experimental,,5,_B3_AC_SI_R180y
1644.555,Experimental,,6,_A4_AC_SI_R180x
1656.588,Experimental,,7,_B4_C_SI_R180y
1680.154,Feedback,,99,
1682.276,Experimental,,99,
1682.276,Experimental,,8,_A5_AC_SI_R180y
1721.523,Experimental,,9,_B5_C_SI_R120z
1753.099,Experimental,,10,_A6_AC_SI_R180z
1793.355,Experimental,,11,_B6_CI_NSI_R180x
1822.591,Feedback,,99,
1825.01,Experimental,,99,
1825.01,Experimental,,12,_A7_C_NSI_R180z
1840.036,Experimental,,13,_B7_AC_SI_R90z
1862.41,Experimental,,14,_A8_C_SI_R180y
1886.233,Experimental,,15,_B8_AC_SI_R60z
1914.468,Feedback,,99,
1916.363,Experimental,,99,
1916.363,Experimental,,16,_A9_C_NSI_R180y
1944.995,Experimental,,17,_B9_C_NSI_R90z
1980.156,Experimental,,18,_A10_C_SI_R180x
2022.326,Experimental,,19,_B10_C_NSI_R180x
2060.708,Feedback,,99,
2062.878,Experimental,,99,
2062.878,Experimental,,20,_A11_AC_SI_R180y
2088.19,Experimental,,21,_B11_CI_NSI_R120z
2122.342,Experimental,,22,_A12_C_NSI_R180x
2144.681,Experimental,,23,_B12_C_SI_R180x
2189.797,Feedback,,99,
2192.399,Experimental,,99,
2192.399,Experimental,,24,_A13_CI_NSI_R180x
2230.108,Experimental,,25,_B13_AC_SI_R180x
2248.633,Experimental,,26,_A14_AC_SI_R180x
2282.668,Experimental,,27,_B14_AC_SI_R180y
2314.781,Feedback,,99,
2316.435,Experimental,,99,
2316.435,Experimental,,28,_A15_C_SI_R120z
2349.753,Experimental,,29,_B15_CI_NSI_R180y
2370.433,Experimental,,30,_A16_CI_NSI_R0
2397.82,Experimental,,31,_B16_C_NSI_R180y
2443.067,Feedback,,99,
2446.731,,EndofExperiment,99,
