square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.0016706999995221,0.0041307999999844,0.0041307999999844,0.0041307999999844,2367.5871529999995,space,2367.569900899999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,2369.6030550000005,,,,,,,,,,2367.587203799999,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2367.6021197,2368.585902399999,2368.585919300001,2368.6020992000003,2369.6030550000005,2369.586298199999,2369.6010763000004,2369.6030550000005,2369.6030550000005,2370.085499,2370.1022698000006,2372.5855463,2372.6021838000006,2372.5864161,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,2372.6021838000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372.5874713000003,2372.6021838000006,2372.6021838000006,2373.0854252,2373.1020769,2375.585484799999,2375.601977,2375.5863628,space,0.0,0.2010881000005611,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,2375.601977,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.5874780999998,2375.601977,2375.601977,2376.0853787999995,2376.1021463000006,2378.5853752,2378.6021656000003,2378.586382299999,space,1.0,1.025129099998594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,2378.6021656000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378.5873743,2378.6021656000003,2378.6021656000003,2379.0853708000004,2379.1020368,2381.5853307000007,2381.6020547,2381.586395,space,0.0,0.3790676999997231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,2381.6020547,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.5873501,2381.6020547,2381.6020547,2382.0852664000004,2382.1019067000007,2384.5852411999995,2384.601986499999,2384.5861517000003,space,0.0,0.4042628999995941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,2384.601986499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384.5870564000006,2384.601986499999,2384.601986499999,2385.0853055,2385.102085399999,2387.5851558000004,2387.601985099999,2387.586098499999,space,0.0,0.3377009999985603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,2387.601985099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387.5869438,2387.601985099999,2387.601985099999,2388.0852238,2388.1019528000006,2390.5853443000005,2390.6018104999994,2390.586198099999,space,0.0,0.3258867999993526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,2390.6018104999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390.5870694,2390.6018104999994,2390.6018104999994,2391.0851041,2391.1019277999994,2393.5850645,2393.6018878999994,2393.5861135999994,space,0.0,0.4010589999998046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,2393.6018878999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393.5870396,2393.6018878999994,2393.6018878999994,2394.0851182,2394.1019394999994,2396.5850542,2396.6018197999992,2396.5860224,space,1.0,0.3550825000002078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback20,1.0,2023-12-11_18h21.31.407,untitled,2023.2.3,60.02231629691494,2023-12-11 18h21.41.810688 -0500,
