Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
397.2629,,EndofStart,99,
397.2629,Calibration,,99,
453.2242,,EndofCalibration,99,
453.2242,Tutorial,,99,
784.6124,,EndofTutorial,99,
784.6124,Rest,,99,
1084.623,,EndofRest,99,
1084.661,Feedback,,99,
1108.334,Experimental,,99,
1117.794,Experimental,,0,_A1_CI_NSI_R180x
1155.885,Experimental,,1,_B1_CI_NSI_R0
1168.796,Experimental,,2,_A2_AC_SI_R180z
1182.984,Experimental,,3,_B2_AC_SI_R180x
1195.09,Feedback,,99,
1210.694,Experimental,,99,
1210.694,Experimental,,4,_A3_CI_NSI_R120z
1226.636,Experimental,,5,_B3_AC_SI_R180y
1238.307,Experimental,,6,_A4_AC_SI_R180x
1254.005,Experimental,,7,_B4_C_SI_R180y
1266.879,Feedback,,99,
1271.122,Experimental,,99,
1271.122,Experimental,,8,_A5_AC_SI_R180y
1295.904,Experimental,,9,_B5_C_SI_R120z
1321.499,Experimental,,10,_A6_AC_SI_R180z
1332.815,Experimental,,11,_B6_CI_NSI_R180x
1342.547,Feedback,,99,
1347.598,Experimental,,99,
1347.598,Experimental,,12,_A7_C_NSI_R180z
1366.845,Experimental,,13,_B7_AC_SI_R90z
1385.903,Experimental,,14,_A8_C_SI_R180y
1408.96,Experimental,,15,_B8_AC_SI_R60z
1423.656,Feedback,,99,
1427.605,Experimental,,99,
1427.605,Experimental,,16,_A9_C_NSI_R180y
1446.057,Experimental,,17,_B9_C_NSI_R90z
1469.175,Experimental,,18,_A10_C_SI_R180x
1490.532,Experimental,,19,_B10_C_NSI_R180x
1511.883,Feedback,,99,
1515.082,Experimental,,99,
1515.082,Experimental,,20,_A11_AC_SI_R180y
1532.44,Experimental,,21,_B11_CI_NSI_R120z
1553.481,Experimental,,22,_A12_C_NSI_R180x
1566.091,Experimental,,23,_B12_C_SI_R180x
1583.628,Feedback,,99,
1587.122,Experimental,,99,
1587.122,Experimental,,24,_A13_CI_NSI_R180x
1616.747,Experimental,,25,_B13_AC_SI_R180x
1638.269,Experimental,,26,_A14_AC_SI_R180x
1670.628,Experimental,,27,_B14_AC_SI_R180y
1689.519,Feedback,,99,
1694.516,Experimental,,99,
1694.516,Experimental,,28,_A15_C_SI_R120z
1712.835,Experimental,,29,_B15_CI_NSI_R180y
1735.242,Experimental,,30,_A16_CI_NSI_R0
1763.335,Experimental,,31,_B16_C_NSI_R180y
1791.342,Feedback,,99,
1793.321,,EndofExperiment,99,
