square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 104
,,,,,,,,,,,,,,,,,0.0015140000000428,0.0044299999999566,0.0044299999999566,0.0044299999999566,900.3394398999999,space,900.3195700000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,902.3549277000002,,,,,,,,,,900.3394818000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,900.3549584000002,901.3388463,901.3388629,901.3549558,902.3549277000002,902.3390346,902.3518525999998,902.3549277000002,902.3549277000002,902.8383954,902.8549656,905.3381949999998,905.3550765999998,905.3390537,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,905.3550765999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.3399969000002,905.3550765999998,905.3550765999998,905.8383672999998,905.8549584000002,908.3379776000002,908.3548099,908.3384326,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,908.3548099,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.3387969,908.3548099,908.3548099,908.8382351,908.8549174,911.3383251,911.3547058,911.3393265999998,space,1.0,0.4332050000002709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,911.3547058,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.3405549,911.3547058,911.3547058,911.838197,911.8547881,914.3380302,914.3546646,914.3389524,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,914.3546646,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.3396891000002,914.3546646,914.3546646,914.8380846,914.8547403000002,917.3381568,917.3547407,917.3389545,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,917.3547407,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.339603,917.3547407,917.3547407,917.8379645,917.8546443,920.3380553000002,920.3547607,920.3388616000002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,920.3547607,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.3395739000002,920.3547607,920.3547607,920.8381113,920.8546643,923.3379301,923.3547146,923.3386385,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,923.3547146,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.339352,923.3547146,923.3547146,923.8379005000002,923.8545128,926.3379490000002,926.3544225,926.3387122,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,926.3544225,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.3394257,926.3544225,926.3544225,926.8378272999998,926.8545085,929.3378739999998,929.3545011,929.3386264,space,1.0,0.4345704000002115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
9.0,"[0.2, -0.1]",None,0.0,9.0,9.0,9.0,,,,,,,,,929.3545011,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.3393397999998,929.3545011,929.3545011,929.8377841,929.8544621,932.3378014,932.3543639999998,932.3387576,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
8.0,"[-0.2, -0.1]",None,0.0,10.0,10.0,10.0,,,,,,,,,932.3543639999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.3394945,932.3543639999998,932.3543639999998,932.854563,932.854563,935.3544042,935.3544042,935.3386492999998,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
9.0,"[0.2, -0.1]",None,0.0,11.0,11.0,11.0,,,,,,,,,935.3544042,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.3392557000002,935.3544042,935.3544042,935.8544519000002,935.8544519000002,938.3543755,938.3543755,938.3382815,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
6.0,"[-0.3, 0]",None,0.0,12.0,12.0,12.0,,,,,,,,,938.3543755,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.3387463,938.3543755,938.3543755,938.8543802,938.8543802,941.3541495,941.3541495,941.3385042,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback31,1.0,2023-12-15_15h56.47.539,untitled,2023.2.3,59.98199340556101,2023-12-15 16h27.19.532779 -0500,
