Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
119.495,,EndofStart,99,
119.495,Calibration,,99,
126.2585,,EndofCalibration,99,
126.2585,Tutorial,,99,
574.4944,,EndofTutorial,99,
574.4944,Rest,,99,
874.5097,,EndofRest,99,
874.5533,Feedback,,99,
882.9904,Experimental,,99,
891.0616,Experimental,,0,_A1_CI_NSI_R180x
927.6892,Experimental,,1,_B1_CI_NSI_R0
958.0047,Experimental,,2,_A2_AC_SI_R180z
990.1482,Experimental,,3,_B2_AC_SI_R180x
1011.182,Feedback,,99,
1016.165,Experimental,,99,
1016.165,Experimental,,4,_A3_CI_NSI_R120z
1043.046,Experimental,,5,_B3_AC_SI_R180y
1065.002,Experimental,,6,_A4_AC_SI_R180x
1081.114,Experimental,,7,_B4_C_SI_R180y
1096.266,Feedback,,99,
1099.709,Experimental,,99,
1099.709,Experimental,,8,_A5_AC_SI_R180y
1126.263,Experimental,,9,_B5_C_SI_R120z
1161.27,Experimental,,10,_A6_AC_SI_R180z
1206.046,Experimental,,11,_B6_CI_NSI_R180x
1232.179,Feedback,,99,
1235.391,Experimental,,99,
1235.391,Experimental,,12,_A7_C_NSI_R180z
1272.948,Experimental,,13,_B7_AC_SI_R90z
1318.149,Experimental,,14,_A8_C_SI_R180y
1346.082,Experimental,,15,_B8_AC_SI_R60z
1371.004,Feedback,,99,
1374.967,Experimental,,99,
1374.967,Experimental,,16,_A9_C_NSI_R180y
1400.979,Experimental,,17,_B9_C_NSI_R90z
1429.698,Experimental,,18,_A10_C_SI_R180x
1449.457,Experimental,,19,_B10_C_NSI_R180x
1474.07,Feedback,,99,
1479.952,Experimental,,99,
1479.952,Experimental,,20,_A11_AC_SI_R180y
1522.51,Experimental,,21,_B11_CI_NSI_R120z
1535.587,Experimental,,22,_A12_C_NSI_R180x
1556.417,Experimental,,23,_B12_C_SI_R180x
1580.894,Feedback,,99,
1583.904,Experimental,,99,
1583.904,Experimental,,24,_A13_CI_NSI_R180x
1596.654,Experimental,,25,_B13_AC_SI_R180x
1629.272,Experimental,,26,_A14_AC_SI_R180x
1662.629,Experimental,,27,_B14_AC_SI_R180y
1682.399,Feedback,,99,
1685.329,Experimental,,99,
1685.329,Experimental,,28,_A15_C_SI_R120z
1715.366,Experimental,,29,_B15_CI_NSI_R180y
1751.116,Experimental,,30,_A16_CI_NSI_R0
1786.083,Experimental,,31,_B16_C_NSI_R180y
1798.806,Feedback,,99,
1800.708,,EndofExperiment,99,
