Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
728.4336,,EndofStart,99,
728.4336,Calibration,,99,
734.5214,,EndofCalibration,99,
734.5214,Tutorial,,99,
1331.386,,EndofTutorial,99,
1331.386,Rest,,99,
1631.389,,EndofRest,99,
1631.443,Feedback,,99,
1638.429,Experimental,,99,
1656.924,Experimental,,0,_A1_CI_NSI_R180x
1700.948,Experimental,,1,_B1_CI_NSI_R0
1730.877,Experimental,,2,_A2_AC_SI_R180z
1758.399,Experimental,,3,_B2_AC_SI_R180x
1777.531,Feedback,,99,
1785.554,Experimental,,99,
1785.554,Experimental,,4,_A3_CI_NSI_R120z
1812.259,Experimental,,5,_B3_AC_SI_R180y
1832.639,Experimental,,6,_A4_AC_SI_R180x
1851.487,Experimental,,7,_B4_C_SI_R180y
1870.838,Feedback,,99,
1875.713,Experimental,,99,
1875.713,Experimental,,8,_A5_AC_SI_R180y
1903.884,Experimental,,9,_B5_C_SI_R120z
1926.82,Experimental,,10,_A6_AC_SI_R180z
1946.746,Experimental,,11,_B6_CI_NSI_R180x
1961.681,Feedback,,99,
1966.392,Experimental,,99,
1966.392,Experimental,,12,_A7_C_NSI_R180z
1986.826,Experimental,,13,_B7_AC_SI_R90z
2006.519,Experimental,,14,_A8_C_SI_R180y
2034.318,Experimental,,15,_B8_AC_SI_R60z
2047.807,Feedback,,99,
2050.357,Experimental,,99,
2050.357,Experimental,,16,_A9_C_NSI_R180y
2076.996,Experimental,,17,_B9_C_NSI_R90z
2101.272,Experimental,,18,_A10_C_SI_R180x
2122.099,Experimental,,19,_B10_C_NSI_R180x
2149.295,Feedback,,99,
2155.261,Experimental,,99,
2155.261,Experimental,,20,_A11_AC_SI_R180y
2172.905,Experimental,,21,_B11_CI_NSI_R120z
2198.605,Experimental,,22,_A12_C_NSI_R180x
2218.24,Experimental,,23,_B12_C_SI_R180x
2243.512,Feedback,,99,
2247.027,Experimental,,99,
2247.027,Experimental,,24,_A13_CI_NSI_R180x
2264.865,Experimental,,25,_B13_AC_SI_R180x
2288.057,Experimental,,26,_A14_AC_SI_R180x
2306.689,Experimental,,27,_B14_AC_SI_R180y
2326.459,Feedback,,99,
2328.683,Experimental,,99,
2328.683,Experimental,,28,_A15_C_SI_R120z
2342.828,Experimental,,29,_B15_CI_NSI_R180y
2371.138,Experimental,,30,_A16_CI_NSI_R0
2389.641,Experimental,,31,_B16_C_NSI_R180y
2409.002,Feedback,,99,
2413.942,,EndofExperiment,99,
