TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1236.326,1274.192,37.86609,True,0,_A1_CI_NSI_R180x,0
1276.227,1318.038,41.81116,True,1,_B1_CI_NSI_R0,0
1320.084,1331.866,11.78162,False,2,_A2_AC_SI_R180z,0
1333.964,1358.004,24.03979,True,3,_B2_AC_SI_R180x,0
1363.845,1378.033,14.18811,True,4,_A3_CI_NSI_R120z,0
1380.08,1396.675,16.59448,True,5,_B3_AC_SI_R180y,0
1398.745,1407.655,8.909302,True,6,_A4_AC_SI_R180x,0
1409.718,1430.732,21.01404,True,7,_B4_C_SI_R180y,0
1434.777,1442.227,7.450073,False,8,_A5_AC_SI_R180y,0
1444.302,1467.239,22.93628,False,9,_B5_C_SI_R120z,0
1469.302,1487.506,18.20398,True,10,_A6_AC_SI_R180z,0
1489.704,1510.95,21.2467,True,11,_B6_CI_NSI_R180x,0
1515.103,1552.165,37.06128,True,12,_A7_C_NSI_R180z,0
1554.211,1586.042,31.83093,False,13,_B7_AC_SI_R90z,0
1588.108,1625.564,37.45593,True,14,_A8_C_SI_R180y,0
1627.922,1653.919,25.9967,True,15,_B8_AC_SI_R60z,0
1657.871,1686.574,28.70239,True,16,_A9_C_NSI_R180y,0
1688.646,1724.942,36.2959,True,17,_B9_C_NSI_R90z,0
1727.017,1756.174,29.15686,False,18,_A10_C_SI_R180x,0
1758.229,1800.197,41.96765,False,19,_B10_C_NSI_R180x,0
1804.104,1828.151,24.04651,True,20,_A11_AC_SI_R180y,0
1830.22,1857.84,27.62061,True,21,_B11_CI_NSI_R120z,0
1859.913,1875.652,15.73901,True,22,_A12_C_NSI_R180x,0
1877.708,1923.377,45.66931,False,23,_B12_C_SI_R180x,0
1927.606,1949.207,21.60071,True,24,_A13_CI_NSI_R180x,0
1951.32,1992.955,41.63501,True,25,_B13_AC_SI_R180x,0
1995.012,2036.549,41.53687,True,26,_A14_AC_SI_R180x,0
2038.62,2072.962,34.34229,True,27,_B14_AC_SI_R180y,0
2076.98,2097.95,20.96997,True,28,_A15_C_SI_R120z,0
2100.016,2125.23,25.21387,True,29,_B15_CI_NSI_R180y,0
2127.295,2155.623,28.32813,True,30,_A16_CI_NSI_R0,0
2157.699,2185.222,27.52344,True,31,_B16_C_NSI_R180y,0
