Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
751.2614,,EndofStart,99,
751.2614,Calibration,,99,
756.4403,,EndofCalibration,99,
756.4403,Tutorial,,99,
1333.003,,EndofTutorial,99,
1333.003,Rest,,99,
1633.01,,EndofRest,99,
1633.08,Feedback,,99,
1644.461,Experimental,,99,
1672.303,Experimental,,0,_A1_CI_NSI_R180x
1706.186,Experimental,,1,_B1_CI_NSI_R0
1721.535,Experimental,,2,_A2_AC_SI_R180z
1747.69,Experimental,,3,_B2_AC_SI_R180x
1763.649,Feedback,,99,
1768.897,Experimental,,99,
1768.897,Experimental,,4,_A3_CI_NSI_R120z
1791.526,Experimental,,5,_B3_AC_SI_R180y
1804.126,Experimental,,6,_A4_AC_SI_R180x
1813.926,Experimental,,7,_B4_C_SI_R180y
1831.058,Feedback,,99,
1834.283,Experimental,,99,
1834.283,Experimental,,8,_A5_AC_SI_R180y
1855.135,Experimental,,9,_B5_C_SI_R120z
1883.994,Experimental,,10,_A6_AC_SI_R180z
1922.765,Experimental,,11,_B6_CI_NSI_R180x
1931.4,Feedback,,99,
1936.676,Experimental,,99,
1936.676,Experimental,,12,_A7_C_NSI_R180z
1957.536,Experimental,,13,_B7_AC_SI_R90z
1969.139,Experimental,,14,_A8_C_SI_R180y
1989.734,Experimental,,15,_B8_AC_SI_R60z
1999.336,Feedback,,99,
2002.85,Experimental,,99,
2002.85,Experimental,,16,_A9_C_NSI_R180y
2025.871,Experimental,,17,_B9_C_NSI_R90z
2073.625,Experimental,,18,_A10_C_SI_R180x
2095.863,Experimental,,19,_B10_C_NSI_R180x
2111.373,Feedback,,99,
2243.857,Experimental,,99,
2243.857,Experimental,,20,_A11_AC_SI_R180y
2256.676,Experimental,,21,_B11_CI_NSI_R120z
2268.418,Experimental,,22,_A12_C_NSI_R180x
2283.563,Experimental,,23,_B12_C_SI_R180x
2298.521,Feedback,,99,
2302.367,Experimental,,99,
2302.367,Experimental,,24,_A13_CI_NSI_R180x
2319.472,Experimental,,25,_B13_AC_SI_R180x
2334.694,Experimental,,26,_A14_AC_SI_R180x
2356.03,Experimental,,27,_B14_AC_SI_R180y
2369.616,Feedback,,99,
2372.976,Experimental,,99,
2372.976,Experimental,,28,_A15_C_SI_R120z
2387.126,Experimental,,29,_B15_CI_NSI_R180y
2408.387,Experimental,,30,_A16_CI_NSI_R0
2445.315,Experimental,,31,_B16_C_NSI_R180y
2489.094,Feedback,,99,
2493.31,,EndofExperiment,99,
