TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1214.735,1255.553,40.81787,True,0,_A1_CI_NSI_R180x,0
1257.605,1294.067,36.46179,True,1,_B1_CI_NSI_R0,0
1296.106,1309.865,13.75891,False,2,_A2_AC_SI_R180z,0
1311.914,1328.113,16.19971,True,3,_B2_AC_SI_R180x,0
1335.314,1361.431,26.11694,True,4,_A3_CI_NSI_R120z,0
1363.474,1388.687,25.21216,True,5,_B3_AC_SI_R180y,0
1390.722,1414.306,23.58411,True,6,_A4_AC_SI_R180x,0
1416.395,1426.169,9.774414,False,7,_B4_C_SI_R180y,0
1447.851,1493.464,45.6134,False,8,_A5_AC_SI_R180y,0
1495.507,1534.677,39.17017,False,9,_B5_C_SI_R120z,0
1536.722,1582.36,45.63782,False,10,_A6_AC_SI_R180z,0
1584.419,1630.37,45.95117,False,11,_B6_CI_NSI_R180x,0
1635.699,1656.973,21.27429,True,12,_A7_C_NSI_R180z,1
1659.035,1689.381,30.34607,True,13,_B7_AC_SI_R90z,1
1691.44,1725.446,34.0061,True,14,_A8_C_SI_R180y,1
1727.49,1755.667,28.17688,True,15,_B8_AC_SI_R60z,1
1763.34,1805.307,41.96667,True,16,_A9_C_NSI_R180y,1
1807.351,1842.849,35.4978,True,17,_B9_C_NSI_R90z,1
1844.914,1888.567,43.6532,True,18,_A10_C_SI_R180x,1
1890.643,1919.188,28.54456,True,19,_B10_C_NSI_R180x,1
1924.432,1958.04,33.6084,False,20,_A11_AC_SI_R180y,1
1960.106,1984.504,24.39819,True,21,_B11_CI_NSI_R120z,1
1986.569,2010.767,24.19873,True,22,_A12_C_NSI_R180x,1
2012.832,2038.641,25.80859,False,23,_B12_C_SI_R180x,1
2044.791,2066.42,21.62915,True,24,_A13_CI_NSI_R180x,1
2068.5,2085.125,16.62402,True,25,_B13_AC_SI_R180x,1
2087.214,2117.123,29.90942,False,26,_A14_AC_SI_R180x,1
2119.21,2147.615,28.40503,True,27,_B14_AC_SI_R180y,1
2152.904,2177.675,24.77075,True,28,_A15_C_SI_R120z,1
2179.749,2203.513,23.76392,True,29,_B15_CI_NSI_R180y,1
2205.893,2251.505,45.6123,False,30,_A16_CI_NSI_R0,1
2253.582,2289.133,35.55054,True,31,_B16_C_NSI_R180y,2
