TimeShown, TimeAnswered, TimeDiff, IsCorrect, CurrentTrial, StimulusQuestion, TimeoutCounter
1272.945,1297.242,24.29639,True,0,_A1_CI_NSI_R180x,0
1299.301,1310.86,11.5592,True,1,_B1_CI_NSI_R0,0
1312.91,1338.236,25.32593,True,2,_A2_AC_SI_R180z,0
1340.279,1357.435,17.15601,False,3,_B2_AC_SI_R180x,0
1362.987,1395.177,32.1908,True,4,_A3_CI_NSI_R120z,0
1397.226,1419.829,22.60266,True,5,_B3_AC_SI_R180y,0
1421.873,1445.41,23.53735,False,6,_A4_AC_SI_R180x,0
1447.483,1480.147,32.66467,True,7,_B4_C_SI_R180y,0
1484.858,1523.774,38.91565,True,8,_A5_AC_SI_R180y,0
1525.857,1544.354,18.49695,False,9,_B5_C_SI_R120z,0
1546.439,1579.26,32.82117,True,10,_A6_AC_SI_R180z,0
1581.343,1599.473,18.12952,True,11,_B6_CI_NSI_R180x,0
1604.758,1632.602,27.84412,False,12,_A7_C_NSI_R180z,0
1634.655,1650.502,15.8468,True,13,_B7_AC_SI_R90z,0
1652.844,1671.438,18.59375,True,14,_A8_C_SI_R180y,0
1673.516,1682.414,8.897461,True,15,_B8_AC_SI_R60z,0
1686.549,1706.268,19.71912,False,16,_A9_C_NSI_R180y,0
1708.323,1718.747,10.42456,True,17,_B9_C_NSI_R90z,0
1720.817,1739.442,18.62537,True,18,_A10_C_SI_R180x,0
1741.517,1771.512,29.99475,True,19,_B10_C_NSI_R180x,0
1776.157,1786.242,10.08508,True,20,_A11_AC_SI_R180y,0
1788.305,1811.932,23.62683,True,21,_B11_CI_NSI_R120z,0
1814.025,1825.023,10.99866,True,22,_A12_C_NSI_R180x,0
1827.141,1851.287,24.14587,True,23,_B12_C_SI_R180x,0
1855.176,1877.814,22.63794,True,24,_A13_CI_NSI_R180x,0
1879.877,1901.825,21.94861,True,25,_B13_AC_SI_R180x,0
1903.928,1925.022,21.09399,False,26,_A14_AC_SI_R180x,0
1927.089,1947.991,20.90198,True,27,_B14_AC_SI_R180y,0
1951.81,1976.029,24.21948,True,28,_A15_C_SI_R120z,0
1978.099,1990.189,12.08984,True,29,_B15_CI_NSI_R180y,0
1992.282,2014.062,21.78027,True,30,_A16_CI_NSI_R0,0
2016.143,2037.554,21.41089,False,31,_B16_C_NSI_R180y,0
