square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 100
,,,,,,,,,,,,,,,,,0.0015452000079676,0.0042553000093903,0.0042553000093903,0.0042553000093903,3192.763691900007,space,3192.753652899992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,3194.783503600018,,,,,,,,,,3192.7637228000094,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3192.779013899999,3193.76281700001,3193.762831,3193.778843200009,3194.783503600018,3194.7633891000005,3194.781066000025,3194.783503600018,3194.783503600018,3195.262441300001,3195.295705700002,3197.762421200023,3197.779344200011,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,3197.7956078000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.7803437000257,3197.7956078000134,3197.7956078000134,3198.262438000005,3198.295709500002,3200.7623305000016,3200.779264200013,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,3200.795689300023,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.780031400005,3200.795689300023,3200.795689300023,3201.2623662000115,3201.2955622000154,3203.762375200022,3203.7791091000254,space,1.0,0.53570859998581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,3203.795479000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203.7804217000084,3203.795479000022,3203.795479000022,3204.2623666000145,3204.295453300001,3206.7622705000103,3206.779212900001,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,3206.795472000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,3206.780012400006,3206.795472000027,3206.795472000027,3207.262285200006,3207.2954079000046,3209.762075400009,3209.779030100006,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,3209.795499500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209.7798322000017,3209.795499500004,3209.795499500004,3210.262059600005,3210.2954304000014,3212.762165000022,3212.778944300022,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,3212.7953641000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212.7797618000186,3212.7953641000204,3212.7953641000204,3213.262094500009,3213.295353300025,3215.7621634000097,3215.779026000004,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,3215.795358200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.779856500012,3215.795358200005,3215.795358200005,3216.262221700017,3216.2953781000106,3218.762088700023,3218.7788205000106,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,3218.795404400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218.7795450000267,3218.795404400007,3218.795404400007,3219.2618933000194,3219.2950628000253,3221.761934000009,3221.778819600004,space,1.0,0.5107711000018753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback61,1.0,2024-01-19_09h53.51.036,untitled,2023.2.3,59.930193309526736,2024-01-19 09h54.45.882577 -0500,
