Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
542.8527,,EndofStart,99,
542.8527,Calibration,,99,
549.9737,,EndofCalibration,99,
549.9737,Tutorial,,99,
884.6588,,EndofTutorial,99,
884.6588,Rest,,99,
1184.669,,EndofRest,99,
1184.716,Feedback,,99,
1189.103,Experimental,,99,
1196.176,Experimental,,0,_A1_CI_NSI_R180x
1227.954,Experimental,,1,_B1_CI_NSI_R0
1245.244,Experimental,,2,_A2_AC_SI_R180z
1273.499,Experimental,,3,_B2_AC_SI_R180x
1287.215,Feedback,,99,
1290.004,Experimental,,99,
1290.004,Experimental,,4,_A3_CI_NSI_R120z
1313.155,Experimental,,5,_B3_AC_SI_R180y
1325.606,Experimental,,6,_A4_AC_SI_R180x
1338.304,Experimental,,7,_B4_C_SI_R180y
1353.175,Feedback,,99,
1357.949,Experimental,,99,
1357.949,Experimental,,8,_A5_AC_SI_R180y
1380.473,Experimental,,9,_B5_C_SI_R120z
1403.994,Experimental,,10,_A6_AC_SI_R180z
1432.938,Experimental,,11,_B6_CI_NSI_R180x
1450.048,Feedback,,99,
1453.662,Experimental,,99,
1453.662,Experimental,,12,_A7_C_NSI_R180z
1472.583,Experimental,,13,_B7_AC_SI_R90z
1496.271,Experimental,,14,_A8_C_SI_R180y
1512.901,Experimental,,15,_B8_AC_SI_R60z
1534.157,Feedback,,99,
1536.55,Experimental,,99,
1536.55,Experimental,,16,_A9_C_NSI_R180y
1567.388,Experimental,,17,_B9_C_NSI_R90z
1595.14,Experimental,,18,_A10_C_SI_R180x
1614.039,Experimental,,19,_B10_C_NSI_R180x
1644.591,Feedback,,99,
1645.997,Experimental,,99,
1645.997,Experimental,,20,_A11_AC_SI_R180y
1663.899,Experimental,,21,_B11_CI_NSI_R120z
1706.413,Experimental,,22,_A12_C_NSI_R180x
1724.58,Experimental,,23,_B12_C_SI_R180x
1757.229,Feedback,,99,
1761.444,Experimental,,99,
1761.444,Experimental,,24,_A13_CI_NSI_R180x
1791.074,Experimental,,25,_B13_AC_SI_R180x
1814.396,Experimental,,26,_A14_AC_SI_R180x
1850.433,Experimental,,27,_B14_AC_SI_R180y
1868.049,Feedback,,99,
1873.236,Experimental,,99,
1873.236,Experimental,,28,_A15_C_SI_R120z
1895.001,Experimental,,29,_B15_CI_NSI_R180y
1926.053,Experimental,,30,_A16_CI_NSI_R0
1947.842,Experimental,,31,_B16_C_NSI_R180y
1976.609,Feedback,,99,
1978.239,,EndofExperiment,99,
