Timestamp, ActivePhase, EndActivePhase, CurrentTrial, StimulusQuestion
0,Start,,99,
770.2151,,EndofStart,99,
770.2151,Calibration,,99,
785.4422,,EndofCalibration,99,
785.4422,Tutorial,,99,
1172.193,,EndofTutorial,99,
1172.193,Rest,,99,
1472.205,,EndofRest,99,
1472.261,Feedback,,99,
1483.612,Experimental,,99,
1508.691,Experimental,,0,_A1_CI_NSI_R180x
1525.851,Experimental,,1,_B1_CI_NSI_R0
1532.767,Experimental,,2,_A2_AC_SI_R180z
1561.813,Experimental,,3,_B2_AC_SI_R180x
1578.526,Feedback,,99,
1582.481,Experimental,,99,
1582.481,Experimental,,4,_A3_CI_NSI_R120z
1602.266,Experimental,,5,_B3_AC_SI_R180y
1616.121,Experimental,,6,_A4_AC_SI_R180x
1625.113,Experimental,,7,_B4_C_SI_R180y
1640.751,Feedback,,99,
1642.673,Experimental,,99,
1642.673,Experimental,,8,_A5_AC_SI_R180y
1661.8,Experimental,,9,_B5_C_SI_R120z
1675.958,Experimental,,10,_A6_AC_SI_R180z
1711.618,Experimental,,11,_B6_CI_NSI_R180x
1731.909,Feedback,,99,
1736.338,Experimental,,99,
1736.338,Experimental,,12,_A7_C_NSI_R180z
1756.219,Experimental,,13,_B7_AC_SI_R90z
1763.253,Experimental,,14,_A8_C_SI_R180y
1785.995,Experimental,,15,_B8_AC_SI_R60z
1795.506,Feedback,,99,
1798.189,Experimental,,99,
1798.189,Experimental,,16,_A9_C_NSI_R180y
1818.183,Experimental,,17,_B9_C_NSI_R90z
1834.442,Experimental,,18,_A10_C_SI_R180x
1856.129,Experimental,,19,_B10_C_NSI_R180x
1877.651,Feedback,,99,
1880.651,Experimental,,99,
1880.651,Experimental,,20,_A11_AC_SI_R180y
1888.028,Experimental,,21,_B11_CI_NSI_R120z
1911.019,Experimental,,22,_A12_C_NSI_R180x
1928.478,Experimental,,23,_B12_C_SI_R180x
1943.71,Feedback,,99,
1946.979,Experimental,,99,
1946.979,Experimental,,24,_A13_CI_NSI_R180x
1966.9,Experimental,,25,_B13_AC_SI_R180x
1983.648,Experimental,,26,_A14_AC_SI_R180x
2012.817,Experimental,,27,_B14_AC_SI_R180y
2023.331,Feedback,,99,
2027.932,Experimental,,99,
2027.932,Experimental,,28,_A15_C_SI_R120z
2036.272,Experimental,,29,_B15_CI_NSI_R180y
2051.716,Experimental,,30,_A16_CI_NSI_R0
2064.532,Experimental,,31,_B16_C_NSI_R180y
2079.932,Feedback,,99,
2082.217,,EndofExperiment,99,
