square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 103
,,,,,,,,,,,,,,,,,0.0015762999828439,0.0041406999807804,0.0041406999807804,0.0041406999807804,829.1962092999893,space,829.1812852000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,831.2118897000037,,,,,,,,,,829.1962804999785,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,829.2107636999863,830.1948782999825,830.1949023999914,830.2108269000018,831.2118897000037,831.1951822999981,831.2099982999789,831.2118897000037,831.2118897000037,831.6940567999845,831.7273757999938,834.1941623000021,834.2110815999913,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,834.2274257999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.2121695999813,834.2274257999961,834.2274257999961,834.6940627000004,834.7273491999949,837.1940133000026,837.2108430999797,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,837.2272964000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.2115615999792,837.2272964000003,837.2272964000003,837.6940208000015,837.7274150000012,840.1939535999845,840.210699599993,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,840.2273636999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.2113997999986,840.2273636999889,840.2273636999889,840.6939769999881,840.7273580000037,843.1938683000044,843.2107700000051,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,843.2272577999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.2116082999855,843.2272577999975,843.2272577999975,843.7106266999908,843.7273237000045,846.2105121999921,846.210740599985,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,846.2272896999784,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.2115638999967,846.2272896999784,846.2272896999784,846.6940733999945,846.7272756999882,849.193791800004,849.2106486999837,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,849.2272221999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.2114287999866,849.2272221999883,849.2272221999883,849.7105178000056,849.727209899982,852.2104109999782,852.2106272999954,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,852.2269414000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.2113479999825,852.2269414000039,852.2269414000039,852.7102822999877,852.7271013999998,855.2103524999984,855.2105560000055,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,855.2270545999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.2113218999875,855.2270545999927,855.2270545999927,855.7104908000038,855.726901099988,858.2103809999826,858.2105972999998,space,1.0,0.4209911999932956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback33,1.0,2023-12-18_12h03.06.949,untitled,2023.2.3,60.12581929907412,2023-12-18 12h39.32.023996 -0500,
