square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 101
,,,,,,,,,,,,,,,,,0.0014833000022917,0.0039234000141732,0.0039234000141732,0.0039234000141732,1465.8509772000252,space,1465.8376881000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
6.0,"[-0.3, 0]",None,0.0,0.0,0.0,0.0,,,,,,,,,1467.8712060000398,,,,,,,,,,1465.8510131000075,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1465.8663240000024,1466.8502525000367,1466.8502726000152,1466.8663032000186,1467.8712060000398,1467.8507939000265,1467.8690519999946,1467.8712060000398,1467.8712060000398,1468.3496110000417,1468.3830896000145,1470.8496307000169,1470.8666047000445,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
10.0,"[0, -0.2]",None,0.0,1.0,1.0,1.0,,,,,,,,,1470.883036900021,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.8676622000055,1470.883036900021,1470.883036900021,1471.3496176000335,1471.3831614000374,1473.8496532000136,1473.8665112000308,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
11.0,"[-0.64, -0.4]",space,0.0,2.0,2.0,2.0,,,,,,,,,1473.8831112000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.8673081000452,1473.8831112000044,1473.8831112000044,1474.34959659999,1474.3828485000413,1476.8495546000197,1476.8664526999928,space,1.0,0.4406650000018999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
12.0,"[0.64, -0.4]",None,0.0,3.0,3.0,3.0,,,,,,,,,1476.8830685000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.8676661000354,1476.8830685000285,1476.8830685000285,1477.3495919000125,1477.3828818000038,1479.8496159000206,1479.866281100025,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
1.0,"[-0.64, 0.4]",None,0.0,4.0,4.0,4.0,,,,,,,,,1479.8827717000386,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.8670119000017,1479.8827717000386,1479.8827717000386,1480.3495695000163,1480.3830150000283,1482.849533300032,1482.8663368000416,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
1.0,"[-0.64, 0.4]",None,0.0,5.0,5.0,5.0,,,,,,,,,1482.882856900047,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.8671923000363,1482.882856900047,1482.882856900047,1483.3493906999938,1483.382902100042,1485.8492965000332,1485.8660428000148,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
4.0,"[-0.2, 0.1]",None,0.0,6.0,6.0,6.0,,,,,,,,,1485.882712599996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.8665425000363,1485.882712599996,1485.882712599996,1486.3492824000425,1486.382763700036,1488.8495147000067,1488.8663353000302,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
5.0,"[0.2, 0.1]",None,0.0,7.0,7.0,7.0,,,,,,,,,1488.8828480000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.8671609000305,1488.8828480000377,1488.8828480000377,1489.3492147999932,1489.382667900005,1491.8492839999965,1491.8660897000227,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
11.0,"[-0.64, -0.4]",space,0.0,8.0,8.0,8.0,,,,,,,,,1491.8826831000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.8667875000392,1491.8826831000042,1491.8826831000042,1492.3493555000168,1492.3825996000087,1494.8491620999994,1494.866099100036,space,1.0,0.2758495999732986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback53,1.0,2024-01-15_14h25.34.987,untitled,2023.2.3,60.07853465701598,2024-01-15 14h50.26.079248 -0500,
