Timestamp,ActivePhase,EndActivePhase,CurrentTrial,StimulusQuestion
0.0,Start,,99,
256.7826,,EndofStart,99,
256.7826,Calibration,,99,
262.6056,,EndofCalibration,99,
262.6056,Tutorial,,99,
852.9385,,EndofTutorial,99,
852.9385,Rest,,99,
1152.943,,EndofRest,99,
1152.986,Feedback,,99,
1161.145,Experimental,,99,
1214.735,Experimental,,0,_A1_CI_NSI_R180x
1257.605,Experimental,,1,_B1_CI_NSI_R0
1296.106,Experimental,,2,_A2_AC_SI_R180z
1311.914,Experimental,,3,_B2_AC_SI_R180x
1330.17,Feedback,,99,
1335.314,Experimental,,99,
1335.314,Experimental,,4,_A3_CI_NSI_R120z
1363.474,Experimental,,5,_B3_AC_SI_R180y
1390.722,Experimental,,6,_A4_AC_SI_R180x
1416.395,Experimental,,7,_B4_C_SI_R180y
1428.235,Feedback,,99,
1447.851,Experimental,,99,
1447.851,Experimental,,8,_A5_AC_SI_R180y
1495.507,Experimental,,9,_B5_C_SI_R120z
1536.722,Experimental,,10,_A6_AC_SI_R180z
1584.419,Experimental,,11,_B6_CI_NSI_R180x
1632.419,Feedback,,99,
1635.699,Experimental,,99,
1635.699,Experimental,,12,_A7_C_NSI_R180z
1659.035,Experimental,,13,_B7_AC_SI_R90z
1691.44,Experimental,,14,_A8_C_SI_R180y
1727.49,Experimental,,15,_B8_AC_SI_R60z
1757.731,Feedback,,99,
1763.34,Experimental,,99,
1763.34,Experimental,,16,_A9_C_NSI_R180y
1807.351,Experimental,,17,_B9_C_NSI_R90z
1844.914,Experimental,,18,_A10_C_SI_R180x
1890.643,Experimental,,19,_B10_C_NSI_R180x
1921.279,Feedback,,99,
1924.432,Experimental,,99,
1924.432,Experimental,,20,_A11_AC_SI_R180y
1960.106,Experimental,,21,_B11_CI_NSI_R120z
1986.569,Experimental,,22,_A12_C_NSI_R180x
2012.832,Experimental,,23,_B12_C_SI_R180x
2040.724,Feedback,,99,
2044.791,Experimental,,99,
2044.791,Experimental,,24,_A13_CI_NSI_R180x
2068.5,Experimental,,25,_B13_AC_SI_R180x
2087.214,Experimental,,26,_A14_AC_SI_R180x
2119.21,Experimental,,27,_B14_AC_SI_R180y
2149.697,Feedback,,99,
2152.904,Experimental,,99,
2152.904,Experimental,,28,_A15_C_SI_R120z
2179.749,Experimental,,29,_B15_CI_NSI_R180y
2205.893,Experimental,,30,_A16_CI_NSI_R0
2253.582,Experimental,,31,_B16_C_NSI_R180y
2291.219,Feedback,,99,
2293.963,,EndofExperiment,99,
