square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,"[0.2, 0.1]",space,,,,,,,,,0,13,13,13,335.63132960000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.6162936000037,335.63132960000075,335.63132960000075,336.13140179999755,336.13140179999755,338.6312988999998,338.6312988999998,338.6153439999907,space,1,0.6692959000065457,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,14,14,14,338.6312988999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.61612350001815,338.6312988999998,338.6312988999998,339.1312281000137,339.1312281000137,341.631172399997,341.631172399997,341.61555869999574,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0, 0.2]",None,,,,,,,,,0,15,15,15,341.631172399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.61633869999787,341.631172399997,341.631172399997,342.131303400005,342.131303400005,344.6311716999917,344.6311716999917,344.6151125000033,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,16,16,16,344.6311716999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.61578580000787,344.6311716999917,344.6311716999917,345.1312651000044,345.1312651000044,347.6311185999948,347.6311185999948,347.61523940000916,space,1,0.6287083000061102,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,17,17,17,347.6311185999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.6161330000032,347.6311185999948,347.6311185999948,348.131146300002,348.131146300002,350.63124350001453,350.63124350001453,350.61521509999875,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.2, -0.1]",None,,,,,,,,,0,18,18,18,350.63124350001453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.6159034000011,350.63124350001453,350.63124350001453,351.1312286000175,351.1312286000175,353.63101780001307,353.63101780001307,353.61560109999846,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,19,19,19,353.63101780001307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.616459700017,353.63101780001307,353.63101780001307,354.1311623000074,354.1311623000074,356.63094259999343,356.63094259999343,356.614991200011,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0,20,20,20,356.63094259999343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.6155519000022,356.63094259999343,356.63094259999343,357.1311178000178,357.1311178000178,359.63089309999486,359.63089309999486,359.6149521000043,space,0,0.7833786999981385,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0,21,21,21,359.63089309999486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.6156859000039,359.63089309999486,359.63089309999486,360.13098600000376,360.13098600000376,362.6309212000051,362.6309212000051,362.61521670001093,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0, 0.2]",None,,,,,,,,,0,22,22,22,362.6309212000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.6158834999951,362.6309212000051,362.6309212000051,363.1308410000056,363.1308410000056,365.6307955000084,365.6307955000084,365.6150471000001,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0,23,23,23,365.6307955000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.61575560001074,365.6307955000084,365.6307955000084,366.1308285999985,366.1308285999985,368.63077019999037,368.63077019999037,368.61485990000074,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0, 0.2]",space,,,,,,,,,0,24,24,24,368.63077019999037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.61545959999785,368.63077019999037,368.63077019999037,369.1309384999913,369.1309384999913,371.6308391999919,371.6308391999919,371.61479859999963,space,1,0.4435867000138387,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,25,25,25,371.6308391999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.61557709999033,371.6308391999919,371.6308391999919,372.13054489999195,372.13054489999195,374.6306872999994,374.6306872999994,374.6150481000077,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.3, 0]",None,,,,,,,,,0,26,26,26,374.6306872999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.61581819999265,374.6306872999994,374.6306872999994,375.1306421000045,375.1306421000045,377.6306520999933,377.6306520999933,377.61499699999695,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.2, 0.1]",space,,,,,,,,,0,27,27,27,377.6306520999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.61582539998926,377.6306520999933,377.6306520999933,378.13062660000287,378.13062660000287,380.6307264000061,380.6307264000061,380.61496520001674,space,1,0.7612251999962609,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.2, 0.1]",None,,,,,,,,,0,28,28,28,380.6307264000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.615832600015,380.6307264000061,380.6307264000061,381.13069879999966,381.13069879999966,383.6305793999927,383.6305793999927,383.61472869999125,space,0,1.3003421000030357,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,29,29,29,383.6305793999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.61551470000995,383.6305793999927,383.6305793999927,384.1306201000116,384.1306201000116,386.630610799999,386.630610799999,386.6144201999996,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.64, -0.4]",None,,,,,,,,,0,30,30,30,386.630610799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.6150292000093,386.630610799999,386.630610799999,387.1304644999909,387.1304644999909,389.63038240000606,389.63038240000606,389.614559300011,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0, -0.2]",None,,,,,,,,,0,31,31,31,389.63038240000606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.61523140000645,389.63038240000606,389.63038240000606,390.13059479999356,390.13059479999356,392.6304650999955,392.6304650999955,392.6147500000079,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.64, -0.4]",space,,,,,,,,,0,32,32,32,392.6304650999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.61551440000767,392.6304650999955,392.6304650999955,393.1303509999998,393.1303509999998,395.63043409999227,395.63043409999227,395.61473649999243,space,1,0.35641879998729564,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0,33,33,33,395.63043409999227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.61571290000575,395.63043409999227,395.63043409999227,396.1303556000057,396.1303556000057,398.6303438000032,398.6303438000032,398.6142652000126,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.3, 0]",None,,,,,,,,,0,34,34,34,398.6303438000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.6148627999937,398.6303438000032,398.6303438000032,399.1303417000163,399.1303417000163,401.63031000000774,401.63031000000774,401.61402060001274,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.3, 0]",None,,,,,,,,,0,35,35,35,401.63031000000774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.61456829999224,401.63031000000774,401.63031000000774,402.1301674999995,402.1301674999995,404.63014180000755,404.63014180000755,404.6141762000043,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[-0.3, 0]",space,,,,,,,,,0,36,36,36,404.63014180000755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.6147573000053,404.63014180000755,404.63014180000755,405.13031979999505,405.13031979999505,407.63026939998963,407.63026939998963,407.61461750001763,space,1,0.8925498999888077,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0, -0.2]",None,,,,,,,,,0,37,37,37,407.63026939998963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.61565339998924,407.63026939998963,407.63026939998963,408.1301586999907,408.1301586999907,410.6300115000049,410.6300115000049,410.6141394000151,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.3, 0]",None,,,,,,,,,0,38,38,38,410.6300115000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.61466789999395,410.6300115000049,410.6300115000049,411.1301577000122,411.1301577000122,413.6301316000172,413.6301316000172,413.6142710999993,space,0,0.5693489999976009,None,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0,39,39,39,413.6301316000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.61501410001074,413.6301316000172,413.6301316000172,414.13014359999215,414.13014359999215,416.63008329999866,416.63008329999866,416.6142519999994,None,1,,,,,,,nback27,001,2023-12-14_16h05.24.918,untitled,2023.2.3,59.96084556985725,2023-12-14 16h49.04.632400 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.614742500009,416.63008329999866,419.6300719999999,419.61403580001206,,,,,,,,
