TimeShown,TimeAnswered,TimeDiff,IsCorrect,CurrentTrial,StimulusQuestion,TimeoutCounter
1090.478,1104.398,13.91992,False,0,_A1_CI_NSI_R180x,0
1106.465,1125.719,19.25305,True,1,_B1_CI_NSI_R0,0
1128.05,1156.727,28.67627,False,2,_A2_AC_SI_R180z,0
1158.785,1170.804,12.01904,False,3,_B2_AC_SI_R180x,0
1197.097,1220.436,23.3396,True,4,_A3_CI_NSI_R120z,0
1222.497,1230.134,7.636475,True,5,_B3_AC_SI_R180y,0
1232.205,1238.934,6.728882,True,6,_A4_AC_SI_R180x,0
1241.276,1250.668,9.391602,True,7,_B4_C_SI_R180y,0
1256.319,1273.384,17.06543,True,8,_A5_AC_SI_R180y,0
1275.443,1305.049,29.60547,False,9,_B5_C_SI_R120z,0
1307.431,1325.022,17.59094,True,10,_A6_AC_SI_R180z,0
1327.341,1349.007,21.66614,True,11,_B6_CI_NSI_R180x,0
1356.986,1389.587,32.60095,True,12,_A7_C_NSI_R180z,0
1391.664,1399.949,8.2854,True,13,_B7_AC_SI_R90z,0
1402.251,1433.669,31.41797,True,14,_A8_C_SI_R180y,0
1435.814,1448.115,12.30127,True,15,_B8_AC_SI_R60z,0
1452.658,1466.558,13.90051,False,16,_A9_C_NSI_R180y,0
1468.651,1485.944,17.29333,True,17,_B9_C_NSI_R90z,0
1488.063,1499.581,11.5177,True,18,_A10_C_SI_R180x,0
1501.696,1528.601,26.90576,True,19,_B10_C_NSI_R180x,0
1534.455,1545.671,11.2157,True,20,_A11_AC_SI_R180y,0
1547.741,1568.483,20.74219,True,21,_B11_CI_NSI_R120z,0
1570.552,1591.976,21.42346,True,22,_A12_C_NSI_R180x,0
1594.031,1625.732,31.70093,False,23,_B12_C_SI_R180x,0
1633.141,1643.721,10.57983,True,24,_A13_CI_NSI_R180x,0
1645.791,1660.875,15.08386,True,25,_B13_AC_SI_R180x,0
1662.974,1682.227,19.25354,False,26,_A14_AC_SI_R180x,0
1684.584,1700.37,15.78577,True,27,_B14_AC_SI_R180y,0
1707.063,1720.558,13.49512,True,28,_A15_C_SI_R120z,0
1722.734,1742.247,19.51318,True,29,_B15_CI_NSI_R180y,0
1744.327,1773.555,29.22852,True,30,_A16_CI_NSI_R0,0
1775.724,1787.249,11.52539,True,31,_B16_C_NSI_R180y,0
