participant_number,subexperiment_number,MRTScore,MRTAcc,MRTGroup,nback_hits_0,nback_hit_rate_0,nback_correct_rejections_0,nback_rt_target_0,nback_rt_nontarget_0,nback_composite_0,nback_hits_1,nback_hit_rate_1,nback_correct_rejections_1,nback_rt_target_1,nback_rt_nontarget_1,nback_composite_1,nback_hits_2,nback_hit_rate_2,nback_correct_rejections_2,nback_rt_target_2,nback_rt_nontarget_2,nback_composite_2,nback_hits_avg,nback_hit_rate_avg,nback_rt_target_avg,nback_rt_non_target_avg,nback_composite_avg,rest_time,time_subexperiment,accuracy_subexperiment,accuracy_total,answer_correct_subexperiment,answer_incorrect_subexperiment,feedback_score_subexperiment,median_split_feedback_score_subexperiment,quartile_split_feedback_score_subexperiment,trial_duration_1,trial_duration_2,trial_duration_3,trial_duration_4,trial_duration_mean,performance_subexperiment,feedback_score_tutorial_1,feedback_score_tutorial_2,feedback_score_tutorial_3,feedback_score_rest_1,tutorial_threshold,tutorial_split_feedback_score_subexperiment,O2Hb_highest_peak,O2Hb_lowest_peak,O2Hb_average_peak,O2Hb_difference_peak,O2Hb_auc,O2Hb_highest_peak_trial_1,O2Hb_highest_peak_trial_2,O2Hb_highest_peak_trial_3,O2Hb_highest_peak_trial_4,O2Hb_lowest_peak_trial_1,O2Hb_lowest_peak_trial_2,O2Hb_lowest_peak_trial_3,O2Hb_lowest_peak_trial_4,O2Hb_average_peak_trial_1,O2Hb_average_peak_trial_2,O2Hb_average_peak_trial_3,O2Hb_average_peak_trial_4,O2Hb_difference_peak_trial_1,O2Hb_difference_peak_trial_2,O2Hb_difference_peak_trial_3,O2Hb_difference_peak_trial_4,O2Hb_auc_peak_trial_1,O2Hb_auc_peak_trial_2,O2Hb_auc_peak_trial_3,O2Hb_auc_peak_trial_4,duration_fixation,duration_saccade,count_fixations,count_saccades,tutorial_threshold,tutorial_split_feedback_score_subexperiment
27,1,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,95.71799999999983,75.0,90.625,3,1,4,0,0,27.794999999999845,19.93600000000015,27.14300000000003,15.983999999999924,22.714499999999987,3.301855642871296,3,2,5,2,3.5,1,0.3688638375470524,-0.1983451593279475,0.0011267280488199,0.5672089968749999,-0.2209389954589542,0.2110781006720524,0.2842911381720525,0.2230867620470524,0.3688638375470524,-0.1983451593279475,-0.1764805768279475,-0.1787010560779475,-0.0699581534529475,0.0,0.0,0.0,0.0,0.4094232599999999,0.460771715,0.401787818125,0.4388219909999999,-0.2866209428840165,0.0624484934034659,-0.5062093375209233,0.496917842838912,382.6804050116592,23.94014123009866,158,366,3.5,1
27,2,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,124.80700000000002,100.0,90.625,4,0,5,0,0,21.276000000000067,27.736999999999853,43.875,38.932000000000016,32.954999999999984,3.034440904263391,3,2,5,2,3.5,1,0.3182741594220524,-0.2831729803279476,0.0017756885693938,0.6014471397500001,0.0172063906512329,0.3182741594220524,0.2630001256720525,0.2994178781720524,0.1372446369220524,-0.1761421534529475,-0.1651528705779475,-0.2831729803279476,-0.1645257220779475,0.0,0.0,0.0,0.0,0.494416312875,0.42815299625,0.5825908585,0.301770359,0.1679595362185718,-0.1498848830767417,0.1934348157041537,-0.1628084991902939,411.3746933156687,24.166084606893648,219,517,3.5,1
27,3,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,142.36300000000006,100.0,90.625,4,0,6,1,0,50.31600000000003,31.962999999999965,23.256000000000085,40.281999999999925,36.45425,2.7431643772673966,3,2,5,2,3.5,1,0.3331319631720524,-0.1728190114529476,0.0005688948055693,0.5059509746249999,-0.1902556414725109,0.2856566406720524,0.2476898144220524,0.3331319631720524,0.1065998544220524,-0.1728190114529476,-0.1372816343279475,-0.1016573118279475,-0.1416583380779475,0.0,0.0,0.0,0.0,0.458475652125,0.38497144875,0.434789275,0.2482581924999999,-0.134262042668127,-0.0760844027760916,0.2887268054291017,-0.0313465429261248,385.7243874409613,26.77683355832896,268,640,3.5,1
27,4,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,98.53300000000011,75.0,90.625,3,1,6,1,0,19.207000000000107,39.65599999999995,22.88799999999992,20.024000000000115,25.443750000000023,2.947678703021368,3,2,5,2,3.5,1,0.6039237406720525,-0.2130665605779475,0.0006508939470813,0.81699030125,-0.2948086215546913,0.2181419269220524,0.4719157519220524,0.6039237406720525,0.2868186806720524,-0.2130665605779475,-0.1503533068279475,-0.2008997955779476,-0.1593414905779475,0.0,0.0,0.0,0.0,0.4312084875,0.6222690587499999,0.80482353625,0.44616017125,-0.0411979018353518,-0.0296293478954147,0.1952210399276249,-0.1241295035827065,340.7803951367766,25.698835364099903,188,450,3.5,1
27,5,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,126.40899999999988,100.0,90.625,4,0,6,1,0,20.34699999999998,36.975999999999885,27.616000000000213,44.41299999999978,32.337999999999965,3.0923371884470314,3,2,5,2,3.5,1,0.3476531377970525,-0.2089539880779475,-0.0026898871224044,0.556607125875,-0.6668653860959849,0.1514538472970524,0.1209520627970524,0.3476531377970525,0.1068871869220524,-0.1457134693279475,-0.1516651130779475,-0.2089539880779475,-0.0816797943279475,0.0,0.0,0.0,0.0,0.2971673166249999,0.272617175875,0.556607125875,0.18856698125,-0.2852283320512168,-0.247210021679731,-0.0207314076610222,0.0005597744236058,356.2510019007522,24.14380765360016,248,543,3.5,1
27,6,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,115.32500000000005,75.0,90.625,3,1,6,1,0,28.220000000000027,37.30000000000018,19.187999999999874,34.49800000000005,29.80150000000004,2.5166518463835685,3,2,5,2,3.5,1,0.3111554510470524,-0.1393040239529475,-0.0008043472246451,0.450459475,-0.1801950814170701,0.3111554510470524,0.0788950635470524,0.1939343144220524,0.1056744144220524,-0.1393040239529475,-0.0589961880779475,-0.1169421993279475,-0.0713510743279475,0.0,0.0,0.0,0.0,0.450459475,0.137891251625,0.3108765137499999,0.17702548875,0.0949424911915116,-0.1822080131296837,-0.0965883911879421,-0.0902583644383329,393.686203800438,23.032314190612816,217,450,3.5,1
27,7,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,114.34300000000007,100.0,90.625,4,0,7,1,1,22.473999999999933,25.15800000000013,46.09899999999993,22.37699999999996,29.026999999999987,3.445068384607436,3,2,5,2,3.5,1,0.2311765819220524,-0.2254447793279475,0.0005747534618319,0.45662136125,-0.3431328238959975,0.1703406003220524,0.0840612281720524,0.2311765819220524,0.1789244644220524,-0.1389039618279475,-0.0867243843279475,-0.2254447793279475,-0.0719617219529475,0.0,0.0,0.0,0.0,0.3092445621499999,0.1707856125,0.45662136125,0.250886186375,0.0169351366357566,-0.175613632586153,-0.2227618569629409,-0.0391911354181541,345.5950979843094,24.46674119474479,215,541,3.5,1
27,8,7,29.17,Low,8,100.0,100.0,378.0146999997669,,0.2645399768846599,10,100.0,96.66666666666669,513.5161499987589,507.3592999833636,0.1947358422909224,7,87.5,87.5,625.7309999990476,1049.2891750036506,0.139836447291461,8.333333333333334,95.83333333333331,505.7539499991911,,0.1997040888223478,300.00290000000007,113.72600000000013,100.0,90.625,4,0,7,1,1,33.04600000000005,26.454999999999927,22.98700000000008,31.238000000000056,28.431500000000028,3.5172256124369063,3,2,5,2,3.5,1,0.1179577781720524,-0.2051062405779475,-0.0014851673740607,0.32306401875,-0.3973979060074341,0.1102384394220524,0.1010074081720524,0.1179577781720524,0.0711533706720524,-0.1012399530779475,-0.0586733122029475,-0.1820756318279475,-0.2051062405779475,0.0,0.0,0.0,0.0,0.2114783925,0.159680720375,0.30003341,0.27625961125,-0.2965719520703636,-0.0528394373601787,0.1061252595225429,-0.1760107541381567,302.540284992268,23.89817331791016,249,603,3.5,1
28,1,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,122.1110000000001,100.0,84.375,4,0,7,1,1,28.336000000000013,17.57400000000007,29.03800000000001,21.138999999999896,24.02175,4.162894043939347,4,2,6,3,4.0,1,0.2666797803224391,-0.1493418096775608,0.0008843030762942,0.4160215899999999,0.1351267788766036,0.1196038028224391,0.2666797803224391,0.1751099240724391,0.0493722603224391,-0.1320529921775608,-0.1493418096775608,-0.0732413449275608,-0.0811648150525608,0.0,0.0,0.0,0.0,0.251656795,0.4160215899999999,0.248351269,0.130537075375,0.0547685846285861,0.1421363249667761,0.1507604015824935,-0.0942676768930726,311.4682258264728,24.75545846934465,205,457,4.0,1
28,2,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,73.65000000000009,75.0,84.375,3,1,5,0,0,16.391000000000076,10.858999999999924,26.28800000000001,23.41100000000005,19.237250000000017,3.898686142769883,4,2,6,3,4.0,1,0.3730102803224391,-0.2308145821775609,0.0022161773305931,0.6038248625,0.1115678941382797,0.3730102803224391,0.2591088828224391,0.1462174778224391,0.1860181665724391,-0.2308145821775609,-0.1901650209275608,-0.1006373284275608,-0.1164043559275608,0.0,0.0,0.0,0.0,0.6038248625,0.44927390375,0.24685480625,0.3024225225,0.0372006688411775,0.1548281434030665,-0.0250450985763235,-0.0731810462445561,294.58029567222474,25.28438145551257,178,375,4.0,1
28,3,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,82.77800000000002,75.0,84.375,3,1,6,0,0,27.833000000000084,16.50799999999981,16.578000000000202,25.163999999999987,21.52075000000002,3.485008654438155,4,2,6,3,4.0,1,0.1727166153224391,-0.1797815934275608,-0.0040390948485869,0.35249820875,-0.2664305787709302,0.1186088128224391,0.1727166153224391,0.1317936915724391,0.0792029665724391,-0.1797815934275608,-0.1208186596775608,-0.1238455434275608,-0.0831546596775608,0.0,0.0,0.0,0.0,0.29839040625,0.293535275,0.255639235,0.16235762625,-0.4566921731439862,0.0345146608015211,0.0830131541944187,-0.2213985781440546,279.031410934036,25.896624306468187,192,456,4.0,1
28,4,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,76.33799999999997,75.0,84.375,3,1,7,1,1,31.09699999999998,17.227999999999838,11.097000000000207,19.04599999999982,19.61699999999996,3.823214558801048,4,2,6,3,4.0,1,0.1831694178224391,-0.1783069821775608,-0.0015824991946488,0.3614764,0.0434068320863525,0.1831694178224391,0.0876279678224391,0.1519213253224391,0.1560242053224391,-0.1525502359275608,-0.1337830496775608,-0.1779740321775608,-0.1783069821775608,0.0,0.0,0.0,0.0,0.33571965375,0.2214110175,0.3298953575,0.3343311875,-0.0557831377323536,-0.025070291487757,-0.207035946635552,-0.0527868064397074,246.82988072316084,26.64841310582405,184,457,4.0,1
28,5,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,104.17000000000009,75.0,84.375,3,1,7,1,1,23.48700000000008,44.60300000000007,11.513999999999896,26.304000000000087,26.477000000000032,2.832647203232991,4,2,6,3,4.0,1,0.3103081415724391,-0.2144486296775609,-0.0014131404579531,0.5247567712500001,0.1434717872163187,0.0851795589474391,0.2178238928224391,0.3103081415724391,0.1744353265724391,-0.1148236574275608,-0.2142697384275608,-0.1652461609275608,-0.1004464721775608,0.0,0.0,0.0,0.0,0.2000032163749999,0.43209363125,0.4755543024999999,0.27488179875,-0.1420069596587263,-0.2429058613375647,0.1131846996004929,0.3199628464694107,297.5377340333297,25.919047102522203,236,563,4.0,1
28,6,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,63.488000000000056,75.0,84.375,3,1,6,0,0,20.575000000000045,16.519000000000005,11.911999999999807,16.83699999999999,16.460749999999962,4.556293000015199,4,2,6,3,4.0,1,0.1816283840724391,-0.1676983171775608,0.0018987533787682,0.34932670125,0.1931813237800079,0.0828210103224391,0.1484864303224391,0.1816283840724391,0.1764211828224391,-0.1084322396775608,-0.0927179396775608,-0.1676983171775608,-0.1033025571775608,0.0,0.0,0.0,0.0,0.1912532499999999,0.24120437,0.34932670125,0.27972374,-0.0474644758542226,-0.0078639326423893,-0.1603156971865459,0.1623362259453403,274.9699009773353,24.29287822132445,145,365,4.0,1
28,7,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,72.56000000000017,100.0,84.375,4,0,6,0,0,17.5300000000002,15.755999999999858,19.125999999999976,23.042000000000144,18.863500000000045,5.301243141516673,4,2,6,3,4.0,1,0.2520519078224391,-0.1937595346775608,0.0018160444290615,0.4458114425,0.0072521721736992,0.2520519078224391,0.0562810929474391,0.1255704903224391,0.1138526390724391,-0.1466323346775608,-0.0693869096775608,-0.1937595346775608,-0.1254492859275608,0.0,0.0,0.0,0.0,0.3986842425,0.125668002625,0.319330025,0.239301925,0.2119293374092499,-0.0387143870735062,-0.1702106062390792,-0.0313759432787613,267.14078592802144,25.85944264069264,164,445,4.0,1
28,8,13,54.17,High,8,100.0,100.0,421.1743249979918,,0.2374313771393277,9,90.0,100.0,540.9330222270606,,0.1663791935450038,6,75.0,96.875,638.2853166675583,1723.979200003669,0.1175023113355789,7.666666666666667,88.33333333333333,533.4642212975369,,0.1737709606733035,300.0033000000001,75.49900000000002,100.0,84.375,4,0,7,1,1,18.529999999999973,20.462999999999965,21.24000000000001,15.266000000000076,18.87475000000001,5.29808341832342,4,2,6,3,4.0,1,0.1853298890724391,-0.1741170484275608,-0.0003045942477434,0.3594469375,0.1446504561508074,0.1740705315724391,0.1853298890724391,0.1113360315724391,0.1281222353224391,-0.1741170484275608,-0.0832488421775608,-0.1357694309275608,-0.0967633684275608,0.0,0.0,0.0,0.0,0.34818758,0.26857873125,0.2471054624999999,0.22488560375,-0.4866156427574462,0.2664301116763066,0.078796995732932,0.0920188340482934,284.0036926020501,27.722321668038298,161,414,4.0,1
29,1,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,124.09399999999994,100.0,90.625,4,0,5,0,0,34.20399999999995,28.8420000000001,27.13999999999988,24.067999999999984,28.563499999999976,3.500971519596692,2,2,6,3,4.0,1,0.1267274265379698,-0.1243339184620301,-0.0008928980770696,0.251061345,0.0270402406634293,0.1010582690379698,0.0936798327879698,0.1267274265379698,0.1115291552879698,-0.0634525184620301,-0.1243339184620301,-0.0735579425870301,-0.0809607408370301,0.0,0.0,0.0,0.0,0.1645107875,0.21801375125,0.200285369125,0.192489896125,0.0035765322138925,-0.134418493476226,0.0978556289578466,-0.0089594790660546,327.5681407211545,24.079029901898863,224,364,4.0,1
29,2,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,78.50099999999998,100.0,90.625,4,0,6,1,0,20.567000000000007,11.694999999999936,12.288000000000013,38.134000000000015,20.670999999999992,4.837695321948625,2,2,6,3,4.0,1,0.1251405015379698,-0.0548244974895301,0.0008449998679321,0.1799649990275,-0.1402517966514269,-0.0440486860870301,0.0830873287879698,0.0514169936629698,0.1251405015379698,-0.0440486860870301,-0.0487781534620301,-0.0244321094620301,-0.0548244974895301,0.0,0.0,0.0,0.0,0.0,0.13186548225,0.075849103125,0.1799649990275,0.0,0.0224664275479593,-0.0332516502148282,0.1447270449383444,291.17103174603926,25.2382741833602,187,402,4.0,1
29,3,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,110.10900000000017,100.0,90.625,4,0,6,1,0,32.10100000000011,31.394000000000005,32.08999999999992,17.662000000000035,28.311750000000018,3.5321023956484474,2,2,6,3,4.0,1,0.1252714240379698,-0.0760833347120301,-0.0005479279711725,0.20135475875,-0.5058332755251496,-0.0523792409620301,0.0989797470422198,0.1252714240379698,0.0500509416629698,-0.0523792409620301,-0.0609362427120301,-0.0514244184620301,-0.0418839982120301,0.0,0.0,0.0,0.0,0.0,0.1599159897542499,0.1766958424999999,0.091934939875,0.0,0.0410534354931047,0.0157813799288779,0.03833257127282,385.8592144575956,25.890800733897773,216,439,4.0,1
29,4,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,104.36300000000006,100.0,90.625,4,0,6,1,0,33.184999999999945,18.28300000000013,27.35199999999986,38.11500000000001,29.233749999999983,3.42070380980887,2,2,6,3,4.0,1,0.1313229465379699,-0.0848886833370301,0.0008619442784208,0.216211629875,0.2795383904284271,0.1313229465379699,0.0696619190379698,0.1199868977879698,0.1166246440379698,-0.0620529247120301,-0.0653435347120301,-0.0360774694370301,-0.0807341222120301,0.0,0.0,0.0,0.0,0.19337587125,0.13500545375,0.156064367225,0.1973587662499999,0.113204867935291,0.0459510927590389,0.04388342657709,0.1665096376602361,343.2205634743153,24.993753382309173,217,464,4.0,1
29,5,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,127.79099999999994,75.0,90.625,3,1,7,1,1,30.192999999999984,47.96600000000012,19.346000000000004,32.77299999999991,32.569500000000005,2.302767927048312,2,2,6,3,4.0,1,0.0856938015379698,-0.0827239184620301,-0.0002354243540189,0.16841772,0.0713046874189958,0.0634417256629698,0.0800510140379698,0.0751048377879698,0.0856938015379698,-0.0827239184620301,-0.0424726634620301,-0.0583110947120301,-0.0530385999620301,0.0,0.0,0.0,0.0,0.146165644125,0.1225236775,0.1334159325,0.1387324015,0.0227608276045858,0.0558576779784749,0.052199577780479,0.0732396092514678,322.8313207133164,26.69016185943596,273,538,4.0,1
29,6,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,101.1880000000001,75.0,90.625,3,1,6,1,0,21.27500000000009,27.669999999999845,22.688000000000105,34.91399999999999,26.636750000000006,2.8156588172355854,2,2,6,3,4.0,1,0.1240174590379698,-0.0615299472120301,0.0013030506995699,0.18554740625,0.2665994051935557,0.1240174590379698,0.0789968140379698,0.0945790177879698,0.0893228652879698,-0.0472823815870301,-0.0395854047120301,-0.0253081680870301,-0.0615299472120301,0.0,0.0,0.0,0.0,0.171299840625,0.11858221875,0.119887185875,0.1508528125,0.0994205826434276,-0.0130375929275689,0.0611064209580862,0.1163408441597617,345.586486050646,25.37662215641528,208,448,4.0,1
29,7,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,103.68599999999992,75.0,90.625,3,1,7,1,1,22.22299999999996,23.82400000000007,38.95100000000002,21.357999999999947,26.589,2.8207153334085526,2,2,6,3,4.0,1,0.1004433740379698,-0.0781457434620301,0.0002400856260495,0.1785891175,0.2280730325987154,0.1004433740379698,0.0983939040379698,0.0879373415379698,0.0984739877879698,-0.0509986109620301,-0.0616840147120301,-0.0672609072120301,-0.0392011087120301,0.0,0.0,0.0,0.0,0.151441985,0.16007791875,0.15519824875,0.1376750965,0.0376792998262316,0.0922831200867891,0.1122246249232306,0.1016880594974946,284.936680353963,24.87084803503044,239,587,4.0,1
29,8,20,83.33,High,8,100.0,100.0,378.2344499995816,,0.2643862821065364,9,90.0,100.0,395.7501777784071,,0.2274161960083662,8,100.0,100.0,723.2175375065708,,0.1382709832297055,8.333333333333334,96.66666666666669,499.06738842818646,,0.2100244871148694,300.0009,103.03700000000003,100.0,90.625,4,0,7,1,1,18.15599999999995,19.990999999999985,31.332000000000107,33.55799999999999,25.75925000000001,3.8821006046371673,2,2,6,3,4.0,1,0.1466259340379699,-0.1109689922120301,0.0006976439055074,0.25759492625,0.2174172671017493,0.1097015365379698,0.0812624540379698,0.0614423552879698,0.1466259340379699,-0.1109689922120301,-0.0527250627120301,-0.0407877409620301,-0.0865706909620301,0.0,0.0,0.0,0.0,0.2206705287499999,0.13398751675,0.10223009625,0.233196625,-0.0477201845435011,0.1090959392885072,0.0204524291190845,0.0123031290211673,283.4996362153122,24.68819908908804,233,587,4.0,1
30,1,13,54.17,High,8,100.0,96.875,375.8462499936286,302.9404999979306,0.2660662438475712,10,100.0,100.0,531.9136200007051,,0.1880004501480286,8,100.0,100.0,567.5032499966619,,0.176210444610825,8.666666666666666,100.0,491.7543733303319,,0.2100923795354749,300.0096000000001,146.03500000000008,75.0,84.375,3,1,4,0,0,44.875999999999976,28.49500000000012,29.676999999999907,25.87699999999996,32.23124999999999,2.32693426410704,4,2,6,1,4.0,1,0.048288623834546,-0.0387588745404539,0.0003624132741446,0.087047498375,0.0191169363985501,0.044506328797046,0.041802125459546,0.036682761459546,0.048288623834546,-0.0387588745404539,-0.0264720630404539,-0.0264929766154539,-0.0318163214154539,0.0,0.0,0.0,0.0,0.0832652033375,0.0682741885,0.063175738075,0.08010494525,0.0062845510676123,0.0433284670123296,-0.0213034928956692,0.0215607108081146,299.3408732645195,26.05464475039779,246,775,4.0,1
30,2,13,54.17,High,8,100.0,96.875,375.8462499936286,302.9404999979306,0.2660662438475712,10,100.0,100.0,531.9136200007051,,0.1880004501480286,8,100.0,100.0,567.5032499966619,,0.176210444610825,8.666666666666666,100.0,491.7543733303319,,0.2100923795354749,300.0096000000001,89.07300000000009,75.0,84.375,3,1,5,0,0,18.34900000000016,23.15300000000002,22.05699999999979,28.2650000000001,22.956000000000017,3.267119707266072,4,2,6,1,4.0,1,0.032630876834546,-0.0314792474279539,0.0006792927675458,0.0641101242625,-0.1296682020977776,-0.0314792474279539,0.016267577084546,0.032630876834546,0.026169229709546,-0.0314792474279539,-0.0236823372904539,-0.0139994097779539,-0.0219239190279539,0.0,0.0,0.0,0.0,0.0,0.039949914375,0.0466302866125,0.0480931487374999,0.0,-0.0340971114967757,0.0373808371292844,0.0427747031491046,351.48355286802854,28.77136804252658,152,453,4.0,1
30,3,13,54.17,High,8,100.0,96.875,375.8462499936286,302.9404999979306,0.2660662438475712,10,100.0,100.0,531.9136200007051,,0.1880004501480286,8,100.0,100.0,567.5032499966619,,0.176210444610825,8.666666666666666,100.0,491.7543733303319,,0.2100923795354749,300.0096000000001,130.21800000000007,100.0,84.375,4,0,5,0,0,49.30099999999993,19.860000000000127,36.60299999999984,28.363000000000056,33.53174999999999,2.982248167781283,4,2,6,1,4.0,1,0.064375430834546,-0.0407012654904539,0.0003800693856793,0.105076696325,0.0780353190728116,0.064375430834546,0.028646137084546,0.023471267209546,0.022775711009546,-0.0407012654904539,-0.0379850085404539,-0.0274091122904539,-0.0229493585404539,0.0,0.0,0.0,0.0,0.105076696325,0.066631145625,0.0508803795,0.04572506955,0.1262974122355787,-0.0643471627757398,0.0315497069287571,-0.0394814202746702,302.01976519856703,27.86512424338722,265,578,4.0,1
30,4,13,54.17,High,8,100.0,96.875,375.8462499936286,302.9404999979306,0.2660662438475712,10,100.0,100.0,531.9136200007051,,0.1880004501480286,8,100.0,100.0,567.5032499966619,,0.176210444610825,8.666666666666666,100.0,491.7543733303319,,0.2100923795354749,300.0096000000001,90.36200000000008,100.0,84.375,4,0,5,0,0,18.413999999999987,18.083000000000084,32.63799999999992,23.69600000000014,23.20775000000004,4.308905430298062,4,2,6,1,4.0,1,0.033685174709546,-0.0520229776654539,6.869690899316822e-05,0.085708152375,-0.0277499280184802,0.028254417459546,0.029952730754546,0.028472909584546,0.030534601334546,-0.0190721608779539,-0.0520229776654539,-0.0483233189154539,-0.0254499827904539,0.0,0.0,0.0,0.0,0.0473265783375,0.0819757084199999,0.0767962285,0.055984584125,-0.0156343937968582,-0.0595151554309094,-0.012155516616963,-0.0126435414160085,321.31017387219686,25.073825648974164,177,486,4.0,1
