participant_number,trial_number,subexperiment_number,MRTScore,MRTAcc,MRTGroup,nback_hits_0,nback_hit_rate_0,nback_correct_rejections_0,nback_rt_target_0,nback_rt_nontarget_0,nback_composite_0,nback_hits_1,nback_hit_rate_1,nback_correct_rejections_1,nback_rt_target_1,nback_rt_nontarget_1,nback_composite_1,nback_hits_2,nback_hit_rate_2,nback_correct_rejections_2,nback_rt_target_2,nback_rt_nontarget_2,nback_composite_2,rest_time,time_subexperiment,accuracy_subexperiment,accuracy_total,answer_correct_trial,answer_incorrect_trial,nback_hits_avg,nback_hit_rate_avg,nback_rt_target_avg,nback_rt_non_target_avg,nback_composite_avg,trial_duration,trial_duration_mean,performance_trial,feedback_score_tutorial_1,feedback_score_tutorial_2,feedback_score_tutorial_3,feedback_score_rest_1
26,18,4,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,4.009,18.27975,12.47193814,6,2,8,9
26,19,4,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,2.91,18.27975,17.18213058,6,2,8,9
26,20,4,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,14.692,18.27975,3.403212633,6,2,8,9
26,21,5,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,25,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,21.107,18.27975,1.184441181,6,2,8,9
26,22,5,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,25,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,5.098,18.27975,4.903883876,6,2,8,9
26,23,5,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,25,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,4.248,18.27975,5.885122411,6,2,8,9
26,24,5,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,25,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,8.987,18.27975,2.781795927,6,2,8,9
26,25,6,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,75,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,9.686,18.27975,7.743134421,6,2,8,9
26,26,6,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,75,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,2.945,18.27975,25.46689304,6,2,8,9
26,27,6,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,75,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,7.859,18.27975,9.54319888,6,2,8,9
26,28,6,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,75,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,7.319,18.27975,10.24730154,6,2,8,9
26,29,7,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,7.156,18.27975,6.987143656,6,2,8,9
26,30,7,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,3.043,18.27975,16.43115347,6,2,8,9
26,31,7,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,0,1,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,3.421,18.27975,14.61560947,6,2,8,9
26,32,7,3,12.5,Low,5,62.5,96.875,850.3047,681.4744,0.073503063,1,10,96.66666667,522.8373,707.8524,0.019126409,1,12.5,93.75,601.3781,529.6898,0.020785592,300.0052,17.029,50,59.375,1,0,2.333333333,28.33333333,658.1733667,639.6722,0.037805021,3.409,18.27975,14.66705779,6,2,8,9
27,1,0,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,27.795,18.27975,2.698327037,3,2,5,2
27,2,0,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,19.936,18.27975,3.762038523,3,2,5,2
27,3,0,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,27.143,18.27975,2.763143352,3,2,5,2
27,4,0,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,0,1,8.333333333,95.83333333,505.75395,,0.199704089,15.984,18.27975,4.692192192,3,2,5,2
27,5,1,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,21.276,18.27975,4.700131604,3,2,5,2
27,6,1,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,27.737,18.27975,3.605292569,3,2,5,2
27,7,1,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,43.875,18.27975,2.279202279,3,2,5,2
27,8,1,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,38.932,18.27975,2.568581116,3,2,5,2
27,9,2,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,50.316,18.27975,1.987439383,3,2,5,2
27,10,2,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,31.963,18.27975,3.128617464,3,2,5,2
27,11,2,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,23.256,18.27975,4.2999656,3,2,5,2
27,12,2,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,40.282,18.27975,2.482498386,3,2,5,2
27,13,3,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,0,1,8.333333333,95.83333333,505.75395,,0.199704089,19.207,18.27975,3.904826365,3,2,5,2
27,14,3,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,39.656,18.27975,1.891264878,3,2,5,2
27,15,3,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,22.888,18.27975,3.276826285,3,2,5,2
27,16,3,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,20.024,18.27975,3.745505394,3,2,5,2
27,17,4,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,20.347,18.27975,4.914729444,3,2,5,2
27,18,4,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,36.976,18.27975,2.704456945,3,2,5,2
27,19,4,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,27.616,18.27975,3.621089224,3,2,5,2
27,20,4,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,44.413,18.27975,2.251593002,3,2,5,2
27,21,5,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,28.22,18.27975,2.657689582,3,2,5,2
27,22,5,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,37.3,18.27975,2.010723861,3,2,5,2
27,23,5,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,19.188,18.27975,3.908692933,3,2,5,2
27,24,5,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,75,90.625,0,1,8.333333333,95.83333333,505.75395,,0.199704089,34.498,18.27975,2.174039075,3,2,5,2
27,25,6,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,22.474,18.27975,4.449586188,3,2,5,2
27,26,6,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,25.158,18.27975,3.974878766,3,2,5,2
27,27,6,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,46.099,18.27975,2.169244452,3,2,5,2
27,28,6,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,22.377,18.27975,4.468874291,3,2,5,2
27,29,7,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,33.046,18.27975,3.026084851,3,2,5,2
27,30,7,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,26.455,18.27975,3.78000378,3,2,5,2
27,31,7,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,22.987,18.27975,4.350284944,3,2,5,2
27,32,7,7,29.17,Low,8,100,100,378.0147,,0.264539977,10,100,96.66666667,513.51615,507.3593,0.194735842,7,87.5,87.5,625.731,1049.289175,0.139836447,300.0029,113.726,100,90.625,1,0,8.333333333,95.83333333,505.75395,,0.199704089,31.238,18.27975,3.201229272,3,2,5,2
28,1,0,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,28.336,18.27975,3.529079616,4,2,6,3
28,2,0,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,17.574,18.27975,5.690224195,4,2,6,3
28,3,0,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,29.038,18.27975,3.443763345,4,2,6,3
28,4,0,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,21.139,18.27975,4.730592743,4,2,6,3
28,5,1,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,16.391,18.27975,4.575681777,4,2,6,3
28,6,1,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,0,1,7.666666667,88.33333333,533.4642213,,0.173770961,10.859,18.27975,6.906713325,4,2,6,3
28,7,1,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,26.288,18.27975,2.853012781,4,2,6,3
28,8,1,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,23.411,18.27975,3.203622229,4,2,6,3
28,9,2,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,27.833,18.27975,2.69464305,4,2,6,3
28,10,2,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,16.508,18.27975,4.543251757,4,2,6,3
28,11,2,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,16.578,18.27975,4.524068042,4,2,6,3
28,12,2,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,0,1,7.666666667,88.33333333,533.4642213,,0.173770961,25.164,18.27975,2.980448259,4,2,6,3
28,13,3,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,31.097,18.27975,2.411808213,4,2,6,3
28,14,3,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,17.228,18.27975,4.353378221,4,2,6,3
28,15,3,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,0,1,7.666666667,88.33333333,533.4642213,,0.173770961,11.097,18.27975,6.758583401,4,2,6,3
28,16,3,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,19.046,18.27975,3.937834716,4,2,6,3
28,17,4,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,0,1,7.666666667,88.33333333,533.4642213,,0.173770961,23.487,18.27975,3.193255844,4,2,6,3
28,18,4,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,44.603,18.27975,1.681501244,4,2,6,3
28,19,4,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,11.514,18.27975,6.513809276,4,2,6,3
28,20,4,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,26.304,18.27975,2.851277372,4,2,6,3
28,21,5,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,20.575,18.27975,3.645200486,4,2,6,3
28,22,5,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,16.519,18.27975,4.540226406,4,2,6,3
28,23,5,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,11.912,18.27975,6.296171927,4,2,6,3
28,24,5,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,75,84.375,0,1,7.666666667,88.33333333,533.4642213,,0.173770961,16.837,18.27975,4.454475263,4,2,6,3
28,25,6,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,17.53,18.27975,5.70450656,4,2,6,3
28,26,6,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,15.756,18.27975,6.346788525,4,2,6,3
28,27,6,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,19.126,18.27975,5.228484785,4,2,6,3
28,28,6,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,23.042,18.27975,4.33990105,4,2,6,3
28,29,7,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,18.53,18.27975,5.396654074,4,2,6,3
28,30,7,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,20.463,18.27975,4.886868983,4,2,6,3
28,31,7,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,21.24,18.27975,4.708097928,4,2,6,3
28,32,7,13,54.17,High,8,100,100,421.174325,,0.237431377,9,90,100,540.9330222,,0.166379194,6,75,96.875,638.2853167,1723.9792,0.117502311,300.0033,75.499,100,84.375,1,0,7.666666667,88.33333333,533.4642213,,0.173770961,15.266,18.27975,6.550504389,4,2,6,3
29,1,0,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,34.204,18.27975,2.923634663,2,2,6,3
29,2,0,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,28.842,18.27975,3.467165939,2,2,6,3
29,3,0,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,27.14,18.27975,3.684598379,2,2,6,3
29,4,0,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,24.068,18.27975,4.154894466,2,2,6,3
29,5,1,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,20.567,18.27975,4.862157826,2,2,6,3
29,6,1,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,11.695,18.27975,8.550662676,2,2,6,3
29,7,1,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,12.288,18.27975,8.138020833,2,2,6,3
29,8,1,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,38.134,18.27975,2.622331777,2,2,6,3
29,9,2,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,32.101,18.27975,3.115167752,2,2,6,3
29,10,2,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,31.394,18.27975,3.185322036,2,2,6,3
29,11,2,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,32.09,18.27975,3.116235587,2,2,6,3
29,12,2,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,1,0,8.333333333,96.66666667,499.0673884,,0.210024487,17.662,18.27975,5.661872948,2,2,6,3
