participant_number,tutorial_number,O2Hb_average_peak,O2Hb_highest_peak,O2Hb_lowest_peak,O2Hb_tutorial_difference_peak,O2Hb_auc
68,2,-0.004960041255821123,0.02628151682272579,-0.06090752517727421,0.08718904200000001,-0.050278615391352255
71,0,-0.04299944779322031,-0.006224212,-0.06523787357142856,0.05901366157142856,-0.2627649232948087
71,1,-0.02074537335412066,0.015071410285714288,-0.07479884542857143,0.08987025571428572,-0.20740637492680128
71,2,-0.041664522066476944,0.003693250142857142,-0.07974933542857143,0.08344258557142857,-0.41701484513028675
72,0,-0.004073568426081759,0.02770287294040147,-0.032494207184598535,0.060197080125,-0.037800725558611394
72,1,-0.0025705849151911623,0.023759729190401466,-0.03431047205959853,0.058070201249999995,-0.02563010375813575
72,2,-0.016697707449964072,0.004879940052901467,-0.04991591305959853,0.054795853112499994,-0.1677333449857552
73,0,-0.0012592563693587637,0.04398558095941916,-0.04522101404058084,0.089206595,-0.03584871953096219
73,1,-0.033458407005846444,0.05651282462608583,-0.09132976904058086,0.1478425936666667,-0.3378153056170743
73,2,0.003386576398469622,0.024094908459419157,-0.04438938070724751,0.06848428916666667,0.03469569898825893
74,0,0.0010759450074142609,0.0694691925199779,-0.0663893874800221,0.13585858,0.012478051477509258
74,1,0.04760925029608846,0.13767237251997794,-0.10420175873002209,0.24187413125,0.4800326533194298
74,2,0.012492752375027697,0.0799457375199779,-0.06908154998002212,0.14902728750000002,0.1242882074844788
75,0,0.027060955650748536,0.06473965738702321,-0.018087190112976794,0.08282684750000001,0.16498838728857054
75,1,0.003448083155399693,0.19531790738702323,-0.4544442426129768,0.64976215,0.03403448060972736
75,2,-0.028091320778195917,0.22457650988702318,-0.4052203301129768,0.62979684,-0.2894869250335706
76,0,-0.023540293167602703,0.1419223597662126,-0.20441540648378742,0.34633776625,-0.2524288311973501
76,1,0.028743199393455113,0.19540397351621258,-0.10049071398378741,0.2958946875,0.29173343744464053
76,2,-0.008929913332801359,0.09465143651621259,-0.1425241527337874,0.23717558924999999,-0.08881408541697587
77,0,-0.004410454593693099,0.16034453068602444,-0.1280560993139756,0.28840063000000005,-0.07623861091339451
77,1,0.005479916168870174,0.08831690782888156,-0.05192202788540416,0.14023893571428572,0.0541449417908717
77,2,0.011859386597202554,0.06070933497173869,-0.07557528788540416,0.13628462285714285,0.12011167784732851
78,0,-0.0025751896178861523,0.003230170232833442,-0.011266628767166558,0.014496799000000001,-0.01889567400167068
78,1,0.00036115493809688856,0.009366515770333442,-0.013769813642166557,0.023136329412499997,0.0038026389306790812
78,2,0.0027093098222512697,0.027217940482833443,-0.036020672017166556,0.0632386125,0.02706348913408943
79,0,-0.00026318537972948655,0.09752387076479485,-0.11109435798520514,0.20861822875,-0.013356530332805192
79,1,-0.00018433198635554654,0.07605210826479486,-0.08107273923520515,0.1571248475,-0.0019149747835995462
79,2,0.0026912900701847897,0.11709296326479485,-0.09431487423520514,0.21140783749999997,0.026484361849061597
80,0,-0.017910966144682485,0.06511279999988705,-0.07164054550011295,0.1367533455,-0.11536850099346266
80,1,0.0006318467703536785,0.015038939999887044,-0.013422555250112954,0.028461495249999996,0.006561350976355225
80,2,-0.01018840923294463,0.017428077624887045,-0.04744738812511296,0.06487546575,-0.10219586354125901
81,0,-0.009001728340918147,0.005089359875000001,-0.027258947375000002,0.03234830725,-0.07001345818643452
81,1,-0.00543858190578486,0.008758548,-0.018593839749999997,0.02735238775,-0.0545434573983303
81,2,-0.011731829920708564,0.023973112999999997,-0.052042018249999995,0.07601513124999999,-0.11746756953041392
