participant_number,subexperiment_number,rest_time,time_subexperiment,accuracy_subexperiment,accuracy_total,answer_correct_subexperiment,answer_incorrect_subexperiment,feedback_score_subexperiment,trial_duration_1,trial_duration_2,trial_duration_3,trial_duration_4,trial_duration_mean,performance_subexperiment,feedback_score_tutorial_1,feedback_score_tutorial_2,feedback_score_tutorial_3,feedback_score_rest_1
3,6,300.0095,93.39200000000005,75.0,78.125,3,1,4,13.286000000000058,22.810999999999922,23.479000000000042,39.11000000000013,24.671500000000037,3.03994487566625,4,1,7,1
3,7,300.0095,69.53499999999985,75.0,78.125,3,1,6,12.649999999999864,17.182999999999993,21.610000000000127,22.479000000000042,18.480500000000006,4.058331755093205,4,1,7,1
3,8,300.0095,82.37299999999982,100.0,78.125,4,0,7,15.670999999999822,21.593000000000075,31.396999999999935,13.711999999999989,20.593249999999955,4.85596008400812,4,1,7,1
4,1,300.0152999999999,128.1916,75.0,84.375,3,1,4,36.62760000000003,30.31549999999993,32.14350000000002,26.01679999999999,31.27584999999999,2.398016360866292,5,1,7,4
4,2,300.0152999999999,80.10100000000011,100.0,84.375,4,0,3,26.881000000000085,21.955999999999904,16.11200000000008,18.595000000000027,20.886000000000024,4.787896198410413,5,1,7,4
4,3,300.0152999999999,132.47000000000003,50.0,84.375,2,2,5,26.55399999999986,35.00700000000006,44.77600000000007,29.345000000000027,33.920500000000004,1.474034875665158,5,1,7,4
4,4,300.0152999999999,135.61299999999983,100.0,84.375,4,0,5,37.557000000000016,45.200999999999794,27.93300000000022,28.88499999999999,34.894000000000005,2.8658222043904393,5,1,7,4
4,5,300.0152999999999,99.10299999999984,100.0,84.375,4,0,6,26.011999999999944,28.71900000000005,19.759000000000015,30.49499999999989,26.246249999999975,3.81006810496738,5,1,7,4
4,6,300.0152999999999,100.94200000000001,75.0,84.375,3,1,7,42.55799999999999,13.076999999999998,20.829999999999927,27.48700000000008,25.988,2.8859473603201478,5,1,7,4
4,7,300.0152999999999,98.49499999999989,75.0,84.375,3,1,7,12.75,32.61799999999994,33.35699999999997,22.700000000000045,25.35624999999999,2.9578506285432598,5,1,7,4
4,8,300.0152999999999,113.47700000000009,100.0,84.375,4,0,8,30.037000000000035,35.75,34.9670000000001,12.722999999999956,28.369250000000022,3.5249433805969463,5,1,7,4
10,1,300.0045,169.0250000000001,75.0,68.75,3,1,3,42.87000000000012,38.500999999999976,15.807999999999993,23.40000000000009,30.144750000000045,2.4879954220884195,1,1,7,1
10,2,300.0045,92.92099999999982,75.0,68.75,3,1,4,28.159999999999854,27.248000000000047,25.673000000000002,31.45600000000013,28.13425000000001,2.6657899179825293,1,1,7,1
10,3,300.0045,184.56799999999998,0.0,68.75,0,4,6,47.65599999999995,41.21499999999992,47.697000000000116,51.27999999999997,46.96199999999999,0.0,1,1,7,1
10,4,300.0045,122.03199999999993,100.0,68.75,4,0,5,23.336000000000013,32.40499999999997,36.049999999999955,35.84999999999991,31.910249999999962,3.13378929967644,1,1,7,1
10,5,300.0045,157.93900000000008,100.0,68.75,4,0,4,44.011000000000195,37.562999999999874,45.72900000000004,33.78899999999999,40.273000000000025,2.4830531621682006,1,1,7,1
10,6,300.0045,116.29199999999992,50.0,68.75,2,2,6,35.67399999999998,26.462999999999965,26.263000000000147,31.958999999999833,30.08974999999998,1.6616954278450315,1,1,7,1
10,7,300.0045,104.90600000000018,75.0,68.75,3,1,3,23.70900000000006,18.713999999999942,31.996000000000095,33.69399999999996,27.028250000000014,2.7748744369317273,1,1,7,1
