participant_number,subexperiment_number,O2Hb_highest_peak,O2Hb_lowest_peak,O2Hb_average_peak,O2Hb_difference_peak,O2Hb_auc,O2Hb_highest_peak_trial_1,O2Hb_highest_peak_trial_2,O2Hb_highest_peak_trial_3,O2Hb_highest_peak_trial_4,O2Hb_lowest_peak_trial_1,O2Hb_lowest_peak_trial_2,O2Hb_lowest_peak_trial_3,O2Hb_lowest_peak_trial_4,O2Hb_average_peak_trial_1,O2Hb_average_peak_trial_2,O2Hb_average_peak_trial_3,O2Hb_average_peak_trial_4,O2Hb_difference_peak_trial_1,O2Hb_difference_peak_trial_2,O2Hb_difference_peak_trial_3,O2Hb_difference_peak_trial_4,O2Hb_auc_peak_trial_1,O2Hb_auc_peak_trial_2,O2Hb_auc_peak_trial_3,O2Hb_auc_peak_trial_4
20.0,1.0,0.0786274553265858,-0.06834947778855706,0.0017459595512176842,0.14697693311514287,0.1186654790842689,0.06901827304087152,0.03604571375515723,0.0786274553265858,0.04274624218372867,-0.028157331530557054,-0.04691319624484276,-0.06834947778855706,-0.052874731244842765,0.0,0.0,0.0,0.0,0.09717560457142857,0.08295891,0.14697693311514287,0.09562097342857143,0.14099108693278045,0.015185009409047108,0.061481357778381554,0.02936494950738759
20.0,2.0,0.039708295898014376,-0.041332155816271345,0.0007273198172409676,0.08104045171428573,0.0765464667837133,0.039708295898014376,0.027592277640871514,0.022519567898014375,0.03786757746944295,-0.041127909387699904,-0.032802656101985635,-0.021352461530557056,-0.03713303953055706,0.0,0.0,0.0,0.0,0.08083620528571428,0.06039493374285715,0.043872029428571435,0.07500061700000002,0.07272417180528568,0.06003904530391247,-0.06263743943800514,0.06577398318971785
20.0,3.0,0.06924784161230008,-0.05659647981627134,0.00023473464354644756,0.1258443214285714,0.11663740728028366,0.04130275104087151,0.06924784161230008,0.024396801183728663,0.02795715689801437,-0.05659647981627134,-0.055130121244842754,-0.03910116795912849,-0.03051147095912848,0.0,0.0,0.0,0.0,0.09789923085714286,0.12437796285714284,0.06349796914285716,0.05846862785714285,0.03594319478587156,0.09866326390074048,0.06934708091176545,0.055187256924953305
20.0,4.0,0.040869599183728664,-0.047493420244842766,0.0016306169548428978,0.08836301942857143,0.1760475122052321,0.040869599183728664,0.025706827612300087,0.03182983061230009,0.03347815018372866,-0.022022270387699914,-0.04158380381627134,-0.045738602244842774,-0.047493420244842766,0.0,0.0,0.0,0.0,0.06289186957142857,0.06729063142857142,0.07756843285714286,0.08097157042857142,0.18495847283592892,-0.0741655323463384,0.09808005747017867,0.0381452793643018
20.0,5.0,0.03855275004087151,-0.047151739244842776,0.00043756313263939727,0.08570448928571428,0.033791560450311425,0.031030484040871515,0.019294558798014373,0.03855275004087151,0.035762846469442944,-0.02765233495912848,-0.03333025747341419,-0.047151739244842776,-0.028911291101985623,0.0,0.0,0.0,0.0,0.058682819,0.052624816271428565,0.08570448928571428,0.06467413757142856,0.09097718587532852,0.003098663833184412,-0.05619433812138064,0.01335966024287183
20.0,6.0,0.03936611604087152,-0.04478580981627134,0.0006707714445457486,0.08415192585714286,0.09385496088309063,0.024542315183728656,0.03147135930372866,0.02822456846944294,0.03936611604087152,-0.03659706438769992,-0.03629808567341419,-0.022851086101985628,-0.03659530024484276,0.0,0.0,0.0,0.0,0.06113937957142858,0.06776944497714285,0.05107565457142857,0.07596141628571429,0.028342154418679173,0.042781069994836635,0.03960951453448479,0.07838215947447963
20.0,7.0,0.05685384332658581,-0.05324196553055705,0.001503221403983013,0.11009580885714286,0.17263138825000734,0.05685384332658581,0.01563247875515723,0.03225787104087151,0.03859340775515723,-0.05324196553055705,-0.032102887816271346,-0.03474495710198563,-0.038914519673414194,0.0,0.0,0.0,0.0,0.11009580885714286,0.04773536657142857,0.06700282814285713,0.07750792742857143,0.13468641460711683,-0.0351073592492701,0.015766501873287465,0.09890804861321473
20.0,8.0,0.05815363161230009,-0.06709191453055706,0.0012907271243942989,0.12524554614285716,0.15682043456029487,0.04978569075515723,0.05322980589801437,0.03657178518372866,0.05815363161230009,-0.04037384638769992,-0.06709191453055706,-0.031208338816271337,-0.05533305124484277,0.0,0.0,0.0,0.0,0.09015953714285715,0.12032172042857142,0.067780124,0.11348668285714286,0.042936383507362355,0.08378513855147092,0.08712222446511032,0.015138222443631139
21.0,1.0,0.07803907332519296,-0.08324858917480704,-0.0009373200608806516,0.16128766249999998,-0.23533099326927873,0.044449253200192954,0.049234640450192955,0.07803907332519296,0.04893281132519294,-0.06416419979980706,-0.03905892442480705,-0.08324858917480704,-0.030144333674807053,0.0,0.0,0.0,0.0,0.10861345300000001,0.08829356487500001,0.16128766249999998,0.07907714499999999,-0.20075814203335254,-0.1332325376745989,-0.03765438714079264,0.04509148644448022
21.0,2.0,0.06858361207519297,-0.11715651667480705,-0.0006620069538474511,0.18574012875,-0.03801645576156146,0.04352127810019294,0.04475227220019294,0.06858361207519297,0.038181747325192944,-0.030145942674807056,-0.048931851674807056,-0.11715651667480705,-0.06282720792480706,0.0,0.0,0.0,0.0,0.073667220775,0.093684123875,0.18574012875,0.10100895525,-0.03967282016356373,-0.07031052981522241,-0.021856012180531577,0.023058372283968127
