times_secs,[O2Hb],[HHb],[deltaHb],stimulus1
1038.12,-0.0037317193862943057,0.00011652575258042898,-0.0038482451388747343,LSL RunningTrial 8_A5_AC_SI_R180y
1038.16,-0.003943212267722877,0.00011984109972328617,-0.004063053367446163,LSL RunningTrial 8_A5_AC_SI_R180y
1038.2,-0.0041197057691514495,0.00012378692400900044,-0.004243492693160449,LSL RunningTrial 8_A5_AC_SI_R180y
1038.24,-0.004261283846294306,0.00012821697258042904,-0.004389500818874735,LSL RunningTrial 8_A5_AC_SI_R180y
1038.28,-0.004369103974008593,0.00013300889400900045,-0.004502112868017592,LSL RunningTrial 8_A5_AC_SI_R180y
1038.32,-0.004445297252008591,0.00013806791686614333,-0.004583365168874734,LSL RunningTrial 8_A5_AC_SI_R180y
1038.36,-0.004492827036294305,0.0001433305097232862,-0.0046361575460175915,LSL RunningTrial 8_A5_AC_SI_R180y
1038.4,-0.004515290552008591,0.00014876256686614334,-0.0046640531188747334,LSL RunningTrial 8_A5_AC_SI_R180y
1038.44,-0.004516713922008591,0.00015435509543757194,-0.0046710690174461625,LSL RunningTrial 8_A5_AC_SI_R180y
1038.48,-0.004501300039151448,0.00016011725258042908,-0.0046614172917318775,LSL RunningTrial 8_A5_AC_SI_R180y
1038.52,-0.004473193704865734,0.00016606950972328626,-0.0046392632145890195,LSL RunningTrial 8_A5_AC_SI_R180y
1038.56,-0.004436251974865734,0.00017223435258042905,-0.004608486327446163,LSL RunningTrial 8_A5_AC_SI_R180y
1038.6,-0.004393838142008591,0.000178629552580429,-0.00457246769458902,LSL RunningTrial 8_A5_AC_SI_R180y
1038.64,-0.004348650273437163,0.00018526193829471478,-0.004533912211731877,LSL RunningTrial 8_A5_AC_SI_R180y
1038.68,-0.004302614167722877,0.00019212430972328617,-0.004494738477446163,LSL RunningTrial 8_A5_AC_SI_R180y
1038.72,-0.004256803443437163,0.00019919436686614334,-0.004455997810303305,LSL RunningTrial 8_A5_AC_SI_R180y
1038.76,-0.004211432752008591,0.0002064367354375719,-0.004417869487446163,LSL RunningTrial 8_A5_AC_SI_R180y
1038.8,-0.00416590247200859,0.00021380739972328618,-0.0043797098717318775,LSL RunningTrial 8_A5_AC_SI_R180y
1038.84,-0.004118873554865734,0.00022126026400900046,-0.004340133818874734,LSL RunningTrial 8_A5_AC_SI_R180y
1038.88,-0.004068402074865734,0.00022875551543757188,-0.004297157590303306,LSL RunningTrial 8_A5_AC_SI_R180y
1038.92,-0.004012090649151449,0.0002362659911518576,-0.004248356640303306,LSL RunningTrial 8_A5_AC_SI_R180y
1038.96,-0.0039472479634371635,0.0002437865811518575,-0.004191034544589021,LSL RunningTrial 8_A5_AC_SI_R180y
1039.0,-0.003871073264865734,0.0002513385525804291,-0.004122411817446163,LSL RunningTrial 8_A5_AC_SI_R180y
1039.04,-0.003780809522008591,0.0002589721240090004,-0.004039781646017591,LSL RunningTrial 8_A5_AC_SI_R180y
1039.08,-0.0036738993362943058,0.00026676819400900034,-0.003940667530303305,LSL RunningTrial 8_A5_AC_SI_R180y
1039.12,-0.00354810675058002,0.0002748328868661434,-0.003822939637446163,LSL RunningTrial 8_A5_AC_SI_R180y
1039.16,-0.0034016227505800196,0.000283292872580429,-0.0036849156231604477,LSL RunningTrial 8_A5_AC_SI_R180y
