participant_number,subexperiment_number,MRTScore,MRTAcc,MRTGroup,nback_hits_0,nback_hit_rate_0,nback_correct_rejections_0,nback_rt_target_0,nback_rt_nontarget_0,nback_composite_0,nback_hits_1,nback_hit_rate_1,nback_correct_rejections_1,nback_rt_target_1,nback_rt_nontarget_1,nback_composite_1,nback_hits_2,nback_hit_rate_2,nback_correct_rejections_2,nback_rt_target_2,nback_rt_nontarget_2,nback_composite_2,rest_time,time_subexperiment,accuracy_subexperiment,accuracy_total,answer_correct_subexperiment,answer_incorrect_subexperiment,feedback_score_subexperiment,blink_count,rest_blink_rest_count,blink_rate,rest_blink_rate,normalized_blink_rate,nback_hits_avg,nback_hit_rate_avg,nback_rt_target_avg,nback_rt_non_target_avg,nback_composite_avg,trial_duration_1,trial_duration_2,trial_duration_3,trial_duration_4,trial_duration_mean,performance_subexperiment,feedback_score_tutorial_1,feedback_score_tutorial_2,feedback_score_tutorial_3,feedback_score_rest_1,eye_avg_fixation_PointX,eye_avg_fixation_PointY,eye_avg_fixation_PointZ,eye_avg_LeftGazeX,eye_avg_LeftGazeY,eye_avg_LeftGazeZ,eye_avg_RightGazeX,eye_avg_RightGazeY,eye_avg_RightGazeZ,eye_avg_LeftPupilDiameter,eye_avg_RightPupilDiameter,eye_avg_RightEyeOpenness,eye_avg_LeftEyeOpenness,eye_max_LeftPupilDiameter,eye_max_RightPupilDiameter,cogload_subexperiment,cogload_mean,cogload_group,z_score,std_dev
47,4,10,41.67,Low,8,100,100,470.4989125,,0.212540342,9,90,100,464.4852778,,0.193762869,8,100,100,876.3463625,,0.114110133,300.009,100.448,50,71.875,2,2,5,36,16,21.50366359,32,-32.80105129,8.333333333,96.66666667,603.7768509,,0.173471115,40.562,17.271,18.281,28.243,26.08925,1.916498175,3,6,7,5,-0.0187886,-0.374368411,0.820352891,-0.070255434,-0.106951807,0.899057991,-0.004657642,-0.120834661,0.906535881,4.89915062,4.714830385,0.866437902,0.849772394,6.553024,6.592346,3,6.5,Low,-1.984313483,0.755928946
47,5,10,41.67,Low,8,100,100,470.4989125,,0.212540342,9,90,100,464.4852778,,0.193762869,8,100,100,876.3463625,,0.114110133,300.009,129.429,75,71.875,3,1,5,51,16,23.64230582,32,-26.11779431,8.333333333,96.66666667,603.7768509,,0.173471115,22.962,36.133,31.848,40.903,32.9615,2.275381885,3,6,7,5,0.111107004,-0.30292297,0.806865378,0.032037499,-0.090352289,0.889242234,0.089615195,-0.104058081,0.889481429,4.657549208,4.542082217,0.831534087,0.800210622,6.86293,6.559265,3,6.5,Low,-1.984313483,0.755928946
47,6,10,41.67,Low,8,100,100,470.4989125,,0.212540342,9,90,100,464.4852778,,0.193762869,8,100,100,876.3463625,,0.114110133,300.009,88.141,75,71.875,3,1,5,36,16,24.50618895,32,-23.41815954,8.333333333,96.66666667,603.7768509,,0.173471115,14.551,21.403,27.288,28.904,23.0365,3.255702906,3,6,7,5,0.039438254,-0.320939035,0.822563301,-0.014675568,-0.109552344,0.91086068,0.045315764,-0.123991648,0.909433652,4.719094862,4.565765687,0.870519578,0.833256981,6.414017,6.657104,3,6.5,Low,-1.984313483,0.755928946
47,7,10,41.67,Low,8,100,100,470.4989125,,0.212540342,9,90,100,464.4852778,,0.193762869,8,100,100,876.3463625,,0.114110133,300.009,99.443,100,71.875,4,0,4,43,16,25.94451093,32,-18.92340336,8.333333333,96.66666667,603.7768509,,0.173471115,30.909,24.877,21.771,24.422,25.49475,3.922376175,3,6,7,5,0.032827681,-0.351974037,0.802135797,-0.016755224,-0.125177958,0.881532469,0.035554014,-0.135376909,0.88027376,4.605039913,4.466655593,0.869873311,0.850770673,6.589996,6.378403,3,6.5,Low,-3.307189139,0.755928946
47,8,10,41.67,Low,8,100,100,470.4989125,,0.212540342,9,90,100,464.4852778,,0.193762869,8,100,100,876.3463625,,0.114110133,300.009,134.051,50,71.875,2,2,6,51,16,22.82713296,32,-28.66520951,8.333333333,96.66666667,603.7768509,,0.173471115,37.19,37.522,29.571,29.768,33.51275,1.491969474,3,6,7,5,-0.060721984,-0.221241986,0.849650869,-0.046006367,-0.05315437,0.90973793,0.001878991,-0.067263791,0.913693858,4.674408238,4.499631111,0.857422219,0.819299586,6.519333,6.488068,3,6.5,Low,-0.661437828,0.755928946
48,1,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,116.154,100,90.625,4,0,4,60,13,30.99333643,26,19.20514013,8.333333333,96.66666667,598.7511046,,0.163674866,22.457,14.994,23.373,19.57,20.0985,4.975495684,6,5,7,3,-0.012442099,0.019727696,0.765644315,-0.057026664,0.020676571,0.873365223,-0.041297894,0.017564094,0.871267942,3.207666268,3.330996163,0.933897107,0.933056572,4.349716,4.706635,5,6,Low,-1.870828693,1.069044968
48,2,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,70.189,100,90.625,4,0,4,34,13,29.06438331,26,11.78608965,8.333333333,96.66666667,598.7511046,,0.163674866,25.388,21.149,10.05,16.429,18.254,5.478251342,6,5,7,3,0.047536666,-0.23475089,0.791586786,-0.033819043,-0.104704363,0.893327549,-0.014953069,-0.113754389,0.887502017,3.55622438,3.667422717,0.920909239,0.924677206,4.565323,4.932938,5,6,Low,-1.870828693,1.069044968
48,3,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,64.998,100,90.625,4,0,4,40,13,36.92421305,26,42.01620405,8.333333333,96.66666667,598.7511046,,0.163674866,23.91,15.301,16.538,11.861,16.9025,5.916284573,6,5,7,3,-0.030014881,-0.188372665,0.807876144,-0.069941311,-0.0816229,0.885403991,-0.049029273,-0.086373248,0.883402078,3.414312595,3.555286646,0.920134021,0.923941963,4.512772,4.85556,5,6,Low,-1.870828693,1.069044968
48,4,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,57.254,100,90.625,4,0,4,34,13,35.63069829,26,37.04114728,8.333333333,96.66666667,598.7511046,,0.163674866,17.892,16.395,12.6,12.874,14.94025,6.693328425,6,5,7,3,0.039942188,-0.229952474,0.773043891,-0.023478822,-0.103645156,0.878841342,-0.001775065,-0.109526038,0.87720881,3.377794924,3.526629607,0.926853905,0.93169007,4.492355,4.739685,5,6,Low,-1.870828693,1.069044968
48,5,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,72.503,100,90.625,4,0,6,32,13,26.48166283,26,1.852549337,8.333333333,96.66666667,598.7511046,,0.163674866,8.266,21.787,11.595,34.127,18.94375,5.278785879,6,5,7,3,-0.023759566,-0.172258547,0.780895346,-0.059072715,-0.076869884,0.869917253,-0.037581225,-0.078954958,0.867664128,3.34905623,3.468246442,0.922418157,0.923276393,4.388306,4.778549,5,6,Low,0,1.069044968
48,6,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,65.483,75,90.625,3,1,6,45,13,41.2320755,26,58.58490577,8.333333333,96.66666667,598.7511046,,0.163674866,9.319,20.094,17.159,21.656,17.057,4.397021751,6,5,7,3,-0.036473818,-0.235638347,0.796097565,-0.050998201,-0.105680706,0.887646084,-0.030603241,-0.107589362,0.886242999,3.451768026,3.604615126,0.930312232,0.934144248,4.414368,4.729507,5,6,Low,0,1.069044968
48,7,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,83.18,75,90.625,3,1,6,47,13,33.90238038,26,30.39377069,8.333333333,96.66666667,598.7511046,,0.163674866,16.271,16.887,21.439,31.659,21.564,3.47801892,6,5,7,3,-0.007836398,-0.195865252,0.779639598,-0.038104168,-0.082340351,0.876300256,-0.016874326,-0.083331581,0.872522155,3.399540126,3.523868777,0.918021425,0.9216616,4.749512,4.813553,5,6,Low,0,1.069044968
48,8,18,75,High,8,100,100,513.3844125,,0.194785813,9,90,100,642.5377889,,0.140069583,8,100,96.875,640.3311125,1206.9373,0.156169204,300.006,86.952,75,90.625,3,1,6,52,13,35.88186586,26,38.00717637,8.333333333,96.66666667,598.7511046,,0.163674866,21.925,15.985,18.265,30.777,21.738,3.450179409,6,5,7,3,-0.079899252,-0.225934542,0.744450939,-0.077552169,-0.101535543,0.866021336,-0.056481265,-0.101733169,0.863957992,3.351582521,3.44810281,0.91483186,0.920931544,4.744385,4.864044,5,6,Low,0,1.069044968
49,1,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,103.059,75,75,3,1,4,38,6,22.12324979,12,84.36041491,8.333333333,96.66666667,405.6538463,,0.241218327,47.188,15.471,20.029,15.837,24.63125,3.044912459,3,1,5,3,-0.046475615,-0.242582935,0.761547736,-0.084454167,-0.114258332,0.891397687,-0.055402342,-0.10585246,0.894249919,4.172181018,3.974977072,0.941474381,0.923234465,5.291641,5.565475,8,3,High,1.34404301,0.744023809
49,2,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,68.098,75,75,3,1,4,21,6,18.50274604,12,54.18955035,8.333333333,96.66666667,405.6538463,,0.241218327,31.405,9.629,9.554,21.663,18.06275,4.152191665,3,1,5,3,-0.031608556,-0.317511265,0.84769435,-0.07940064,-0.136738397,0.930185714,-0.065800551,-0.121782193,0.933150546,4.365672982,4.133572016,0.966151973,0.946322311,5.25592,5.687637,8,3,High,1.34404301,0.744023809
49,3,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,80.863,50,75,2,2,5,24,6,17.80789731,12,48.39914423,8.333333333,96.66666667,405.6538463,,0.241218327,19.48,28.014,20.501,15.022,20.75425,2.409145115,3,1,5,3,-0.114404757,-0.242342691,0.878700519,-0.11931035,-0.094728405,0.936791903,-0.100861916,-0.079309339,0.939783013,4.405534891,4.137619003,0.970608911,0.954016702,5.253662,5.207153,8,3,High,2.68808602,0.744023809
49,4,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,77.865,75,75,3,1,4,27,6,20.80523984,12,73.37699865,8.333333333,96.66666667,405.6538463,,0.241218327,13.629,23.326,31.275,14.124,20.5885,3.642810307,3,1,5,3,-0.123526166,-0.273186579,0.851279835,-0.129537925,-0.114765929,0.922179567,-0.117896174,-0.095022487,0.923376549,4.322917137,4.062423174,0.959727101,0.940253404,5.238602,5.19902,8,3,High,1.34404301,0.744023809
49,5,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,78.295,75,75,3,1,5,18,6,13.79398429,12,14.94986908,8.333333333,96.66666667,405.6538463,,0.241218327,27.929,14.309,11.702,27.21,20.2875,3.696857671,3,1,5,3,-0.115800635,-0.250503893,0.871896551,-0.111310537,-0.086916638,0.938571663,-0.095852379,-0.069477878,0.940766307,4.323152816,4.099353516,0.964237209,0.947353698,5.179855,5.220642,8,3,High,2.68808602,0.744023809
49,6,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,54.923,75,75,3,1,6,16,6,17.47901608,12,45.65846731,8.333333333,96.66666667,405.6538463,,0.241218327,11.133,18.617,13.69,15.344,14.696,5.103429505,3,1,5,3,-0.17756896,-0.279758924,0.856135652,-0.151836374,-0.107802263,0.934703195,-0.138411357,-0.090894952,0.938224118,4.365423871,4.113987359,0.970363013,0.94963089,5.394089,5.128082,8,3,High,4.03212903,0.744023809
49,7,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,49.234,100,75,4,0,4,15,6,18.28005037,12,52.3337531,8.333333333,96.66666667,405.6538463,,0.241218327,13.109,10.169,12.874,15.229,12.84525,7.784978883,3,1,5,3,-0.237991034,-0.283333561,0.838783835,-0.184200387,-0.114408782,0.916455273,-0.171202005,-0.09675767,0.921158639,4.285166144,4.012153305,0.961648707,0.947376814,5.207169,5.376221,8,3,High,1.34404301,0.744023809
49,8,9,37.5,Low,8,100,100,372.7482875,,0.268277557,9,90,100,364.4753889,,0.246930253,8,100,96.875,479.7378625,1916.4801,0.20844717,300.0011,64.036,75,75,3,1,5,15,6,14.05459429,12,17.12161909,8.333333333,96.66666667,405.6538463,,0.241218327,19.956,13.296,14.893,15.891,16.009,4.684864764,3,1,5,3,-0.138124327,-0.225337463,0.835845698,-0.118603486,-0.081383124,0.932195755,-0.1065205,-0.064569482,0.936829228,4.26998127,4.061833616,0.958083614,0.942320624,5.035919,5.170593,8,3,High,2.68808602,0.744023809
50,1,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,137.67,100,93.75,4,0,4,54,11,23.53453912,22,6.975177797,8.666666667,100,555.0611533,,0.183600104,28.821,16.945,37.588,36.073,29.85675,3.349326367,4,2,8,1,-0.138097631,-0.206994259,0.806666313,-0.119614501,-0.055080538,0.857237664,-0.109511307,-0.046275962,0.849507973,3.251936259,3.085087858,0.89691506,0.89821668,4.718353,4.549698,3,5,Low,-1.560378995,0.640869944
50,2,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,72.508,100,93.75,4,0,4,26,11,21.51486732,22,-2.205148523,8.666666667,100,555.0611533,,0.183600104,19.269,16.567,14.204,27.479,19.37975,5.160025284,4,2,8,1,-0.106618334,-0.296799918,0.831803737,-0.10129645,-0.108438435,0.890098958,-0.088817665,-0.093534607,0.884323192,3.435460472,3.34746778,0.925449648,0.919451923,4.436966,4.959122,3,5,Low,-1.560378995,0.640869944
50,3,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,130.474,100,93.75,4,0,5,52,11,23.91281022,22,8.694591887,8.666666667,100,555.0611533,,0.183600104,40.923,26.353,39.776,26.898,33.4875,2.986188876,4,2,8,1,-0.100794807,-0.299257351,0.828873037,-0.096797139,-0.101436414,0.878527982,-0.077024395,-0.08706068,0.872958658,3.390138782,3.293754361,0.916274928,0.914965842,4.773483,4.477448,3,5,Low,0,0.640869944
50,4,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,87.644,75,93.75,3,1,5,28,11,19.1684542,22,-12.87066272,8.666666667,100,555.0611533,,0.183600104,21.935,27.383,20.579,22.695,23.148,3.240020736,4,2,8,1,0.001579089,-0.362607386,0.829462481,-0.02709394,-0.136934524,0.896865847,-0.003043678,-0.119270301,0.88886591,3.422585768,3.352294972,0.929212458,0.932391162,4.334,4.287888,3,5,Low,0,0.640869944
50,5,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,124.407,100,93.75,4,0,5,28,11,13.50406328,22,-38.6178942,8.666666667,100,555.0611533,,0.183600104,36.493,23.108,22.272,46.54,32.10325,3.114949421,4,2,8,1,0.007616903,-0.290163529,0.851924028,-0.021895729,-0.093621879,0.905147521,-0.001271308,-0.078069362,0.897393758,3.340260264,3.302298715,0.91692906,0.91914519,4.527298,4.366531,3,5,Low,0,0.640869944
50,6,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,93.607,75,93.75,3,1,6,30,11,19.22933114,22,-12.59394936,8.666666667,100,555.0611533,,0.183600104,15.62,19.192,17.023,44.682,24.12925,3.108260721,4,2,8,1,-0.083387281,-0.340272677,0.83229726,-0.088769198,-0.132761152,0.897365339,-0.072183707,-0.125865652,0.893559866,3.348009913,3.301743373,0.926210622,0.922829165,4.740219,4.612381,3,5,High,1.560378995,0.640869944
50,7,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,124.476,100,93.75,4,0,5,40,11,19.28082522,22,-12.35988537,8.666666667,100,555.0611533,,0.183600104,24.555,31.55,31.055,40.159,31.82975,3.141714905,4,2,8,1,-0.085383521,-0.32539822,0.850418675,-0.068537219,-0.119440149,0.905756624,-0.044858547,-0.106194094,0.901285065,3.292991571,3.279014758,0.934099087,0.916602409,4.62941,4.629974,3,5,Low,0,0.640869944
50,8,9,37.5,Low,8,100,100,467.0790875,,0.214096505,10,100,100,654.09936,,0.152881972,8,100,96.875,544.0050125,397.3639,0.183821836,300.005,85.612,100,93.75,4,0,5,36,11,25.23010793,22,14.68230877,8.666666667,100,555.0611533,,0.183600104,15.066,21.202,28.459,20.885,21.403,4.672242209,4,2,8,1,-0.147743585,-0.307943117,0.830536055,-0.119749386,-0.100437135,0.908548752,-0.098581592,-0.092694425,0.904890522,3.246761299,3.208303434,0.928100372,0.916661574,4.341156,4.312469,3,5,Low,0,0.640869944
51,1,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,149.138,100,87.5,4,0,4,61,3,24.54102911,6,309.0171519,8.333333333,95.83333333,621.9759625,,0.173767303,47.643,18.093,42.423,18.397,31.639,3.160656152,5,1,3,1,-0.014139937,-0.040897144,0.795174178,-0.025524861,-0.036930984,0.90025558,-0.003161129,-0.041272814,0.901950798,3.016603085,3.16939743,0.948116184,0.943775771,3.93042,4.512985,8,2,High,1.870828693,1.069044968
51,2,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,83.168,100,87.5,4,0,5,40,3,28.85725279,6,380.9542132,8.333333333,95.83333333,621.9759625,,0.173767303,19.476,19.923,14.754,34.936,22.27225,4.48989213,5,1,3,1,-0.054819568,-0.067589803,0.828448118,-0.041068282,-0.060355615,0.895814589,-0.018662012,-0.064790185,0.899659317,2.952396822,3.149581023,0.940871183,0.93423735,3.933548,4.211334,8,2,High,2.80624304,1.069044968
51,3,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,126.496,75,87.5,3,1,6,73,3,34.62560081,6,477.0933468,8.333333333,95.83333333,621.9759625,,0.173767303,35.509,22.363,28.243,45.007,32.7805,2.287945577,5,1,3,1,-0.140598935,-0.136665973,0.797274781,-0.07255219,-0.088331094,0.883022777,-0.051361207,-0.091977138,0.888045725,3.007475455,3.217267434,0.938673812,0.930759963,3.957169,4.196884,8,2,High,3.741657387,1.069044968
51,4,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,115.153,75,87.5,3,1,6,89,3,46.37308624,6,672.8847707,8.333333333,95.83333333,621.9759625,,0.173767303,33.472,20.736,43.014,20.723,29.48625,2.543558438,5,1,3,1,0.053511332,-0.217484931,0.766236132,0.007110233,-0.133756705,0.872550596,0.032460121,-0.139634422,0.874149555,3.026816105,3.274695291,0.937326734,0.929529886,3.933533,4.482529,8,2,High,3.741657387,1.069044968
51,5,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,90.513,100,87.5,4,0,7,51,3,33.8072984,6,463.4549733,8.333333333,95.83333333,621.9759625,,0.173767303,23.187,26.379,22.841,22.512,23.72975,4.214119407,5,1,3,1,0.111239936,-0.165271525,0.795101248,0.023260676,-0.105823446,0.89014843,0.050360544,-0.113533713,0.890052465,3.044280507,3.316104212,0.945707401,0.940291506,3.897156,4.37796,8,2,High,4.677071733,1.069044968
51,6,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,62.772,75,87.5,3,1,6,36,3,34.41024661,6,473.5041101,8.333333333,95.83333333,621.9759625,,0.173767303,11.599,14.945,17.429,22.474,16.61175,4.514876518,5,1,3,1,0.039680101,-0.156415779,0.812082019,-0.010893057,-0.103130996,0.891955597,0.013466772,-0.111875073,0.894337914,3.018340021,3.27367956,0.943507764,0.938438801,3.867126,4.289856,8,2,High,3.741657387,1.069044968
51,7,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,103.902,75,87.5,3,1,7,48,3,27.71842698,6,361.973783,8.333333333,95.83333333,621.9759625,,0.173767303,16.875,14.444,35.577,41.088,26.996,2.778189361,5,1,3,1,-0.066483934,-0.188197486,0.795586848,-0.058113946,-0.122801298,0.888998926,-0.033417036,-0.128101693,0.891737988,3.103312477,3.366048659,0.943129083,0.938055992,4.516037,4.500412,8,2,High,4.677071733,1.069044968
51,8,10,41.67,Low,8,100,100,373.1919875,,0.267958593,10,100,96.66666667,698.34,771.4841,0.143196724,7,87.5,87.5,794.3959,907.102,0.110146591,300.006,63.904,100,87.5,4,0,7,55,3,51.63995994,6,760.665999,8.333333333,95.83333333,621.9759625,,0.173767303,16.95,13.513,16.571,16.87,15.976,6.259389084,5,1,3,1,0.01168039,-0.092799882,0.792603446,-0.020865332,-0.069232146,0.867432863,0.002652998,-0.074431098,0.86992571,2.902004582,3.146973776,0.93522355,0.928675487,3.97525,4.439178,8,2,High,4.677071733,1.069044968
52,1,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,136.529,75,65.625,3,1,5,74,17,32.5205634,34,-4.351284127,8.333333333,96.66666667,619.994488,,0.159323766,44.716,27.099,32.763,28.041,33.15475,2.262119304,4,2,6,1,-0.096354715,0.040496766,0.719662023,-0.047896611,-0.04114461,0.809204501,-0.027330758,-0.042722477,0.836061813,2.812879771,2.438755951,0.785008873,0.729798477,5.05304,4.174011,6,4,High,1.12815215,0.88640526
52,2,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,109.84,75,65.625,3,1,5,81,17,44.24617626,34,30.13581252,8.333333333,96.66666667,619.994488,,0.159323766,24.544,25.885,22.471,41.228,28.532,2.628627506,4,2,6,1,-0.104305902,0.003762241,0.75299502,-0.043658488,-0.064836707,0.808203369,-0.026976819,-0.045337547,0.82750258,2.821185513,2.370516456,0.855690152,0.77494214,4.82309,3.7099,6,4,High,1.12815215,0.88640526
52,3,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,78.706,100,65.625,4,0,4,77,17,58.69946383,34,72.64548185,8.333333333,96.66666667,619.994488,,0.159323766,26.798,19.433,17.827,18.903,20.74025,4.821542653,4,2,6,1,-0.038464636,0.015550948,0.760139854,-0.003480144,-0.047188676,0.826458447,0.014241634,-0.034231407,0.847530897,3.050021945,2.553971557,0.848365337,0.813691302,4.848526,3.835724,6,4,Low,0,0.88640526
52,4,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,76.97,75,65.625,3,1,4,68,17,53.00766532,34,55.90489801,8.333333333,96.66666667,619.994488,,0.159323766,17.503,18.5,25.064,18.608,19.91875,3.765296517,4,2,6,1,-0.063433018,-0.108791625,0.764756866,-0.02578764,-0.097494619,0.81279181,-0.005725476,-0.086121139,0.830865235,3.018224935,2.54645344,0.878142084,0.852358134,4.724274,3.726227,6,4,Low,0,0.88640526
52,5,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,132.871,25,65.625,1,3,6,89,17,40.18935659,34,18.20398998,8.333333333,96.66666667,619.994488,,0.159323766,21.086,44.778,29.499,41.318,34.17025,0.731630585,4,2,6,1,-0.020035424,-0.074900491,0.766403683,-0.006575374,-0.092968427,0.83288299,0.018602836,-0.079930175,0.85103101,3.113408529,2.604898953,0.875111557,0.830535485,4.781784,4.528946,6,4,High,2.256304299,0.88640526
52,6,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,94.744,50,65.625,2,2,6,76,17,48.12969687,34,41.55793196,8.333333333,96.66666667,619.994488,,0.159323766,18.568,22.469,21.568,35.778,24.59575,2.032871533,4,2,6,1,-0.033487647,-0.056473367,0.753627339,-0.020280943,-0.090351528,0.834451638,0.003760493,-0.073090777,0.850061036,3.067906226,2.549877117,0.877854704,0.838042673,4.707031,3.684341,6,4,High,2.256304299,0.88640526
52,7,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,113.116,100,65.625,4,0,6,92,17,48.7994625,34,43.52783088,8.333333333,96.66666667,619.994488,,0.159323766,30.435,38.268,25.771,22.487,29.24025,3.4199434,4,2,6,1,-0.046038165,-0.025354469,0.738907139,-0.038046069,-0.068647698,0.829650855,-0.014593641,-0.056001503,0.843162976,3.060666939,2.569699113,0.865449154,0.823298465,4.867371,3.8237,6,4,High,2.256304299,0.88640526
52,8,11,45.83,High,8,100,96.875,523.8331,461.0124,0.190900499,9,90,100,717.4197889,,0.125449564,8,100,100,618.730575,,0.161621236,300.009,109.825,25,65.625,1,3,6,74,17,40.42795356,34,18.90574577,8.333333333,96.66666667,619.994488,,0.159323766,33.385,16.95,22.967,36.523,27.45625,0.910539495,4,2,6,1,0.030971043,-0.135589123,0.706110563,0.025759396,-0.147438042,0.803307936,0.051312252,-0.130526163,0.826064916,2.875094827,2.483551103,0.864398041,0.793115225,4.421799,3.546951,6,4,High,2.256304299,0.88640526
53,1,12,50,High,8,100,100,387.7950625,,0.257868162,10,100,100,426.18521,,0.234639771,8,100,96.875,468.2870375,1197.6398,0.213544241,300.0063,111.887,50,78.125,2,2,7,26,16,13.94263855,32,-56.42925452,8.666666667,100,427.4224367,,0.235350725,41.057,21.147,24.711,19.997,26.728,1.870697396,6,4,7,1,0.129446737,-0.107336385,0.797428731,0.051143588,-0.07498019,0.929887219,0.061817647,-0.076925073,0.926483405,4.495318881,4.511573555,0.956787604,0.96500705,5.527878,5.431641,3,5.5,High,2.80624304,0.534522484
