participant_number,subexperiment_number,MRTScore,MRTAcc,MRTGroup,nback_hits_0,nback_hit_rate_0,nback_correct_rejections_0,nback_rt_target_0,nback_rt_nontarget_0,nback_composite_0,nback_hits_1,nback_hit_rate_1,nback_correct_rejections_1,nback_rt_target_1,nback_rt_nontarget_1,nback_composite_1,nback_hits_2,nback_hit_rate_2,nback_correct_rejections_2,nback_rt_target_2,nback_rt_nontarget_2,nback_composite_2,rest_time,time_subexperiment,accuracy_subexperiment,accuracy_total,answer_correct_subexperiment,answer_incorrect_subexperiment,feedback_score_subexperiment,blink_count,rest_blink_rest_count,blink_rate,rest_blink_rate,normalized_blink_rate,nback_hits_avg,nback_hit_rate_avg,nback_rt_target_avg,nback_rt_non_target_avg,nback_composite_avg,trial_duration_1,trial_duration_2,trial_duration_3,trial_duration_4,trial_duration_mean,performance_subexperiment,feedback_score_tutorial_1,feedback_score_tutorial_2,feedback_score_tutorial_3,feedback_score_rest_1,eye_avg_fixation_PointX,eye_avg_fixation_PointY,eye_avg_fixation_PointZ,eye_avg_LeftGazeX,eye_avg_LeftGazeY,eye_avg_LeftGazeZ,eye_avg_RightGazeX,eye_avg_RightGazeY,eye_avg_RightGazeZ,eye_avg_LeftPupilDiameter,eye_avg_RightPupilDiameter,eye_avg_RightEyeOpenness,eye_avg_LeftEyeOpenness,eye_max_LeftPupilDiameter,eye_max_RightPupilDiameter,cogload_subexperiment,cogload_mean,cogload_group,z_score,std_dev
29,6,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,101.188,75,90.625,3,1,6,43,10,25.49709452,20,27.48547259,8.333333333,96.66666667,499.0673884,,0.210024487,21.275,27.67,22.688,34.914,26.63675,2.815658817,2,2,6,3,-0.033200592,-0.072172531,0.875057786,-0.057370732,-0.108339302,0.914136502,-0.031421669,-0.118215781,0.921987803,4.205521543,3.783074325,0.950329933,0.944454318,5.459427,4.973694,6,4,High,2.828427125,0.707106781
29,7,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.686,75,90.625,3,1,7,57,10,32.9842023,20,64.92101152,8.333333333,96.66666667,499.0673884,,0.210024487,22.223,23.824,38.951,21.358,26.589,2.820715333,2,2,6,3,-0.047174004,-0.081173687,0.863125776,-0.050187712,-0.114592147,0.899873185,-0.023383216,-0.126527689,0.907497573,4.19985673,3.733563156,0.931411854,0.931934471,5.592484,4.968658,6,4,High,4.242640687,0.707106781
29,8,20,83.33,High,8,100,100,378.23445,,0.264386282,9,90,100,395.7501778,,0.227416196,8,100,100,723.2175375,,0.138270983,300.0009,103.037,100,90.625,4,0,7,26,10,15.14019236,20,-24.29903821,8.333333333,96.66666667,499.0673884,,0.210024487,18.156,19.991,31.332,33.558,25.75925,3.882100605,2,2,6,3,-0.051894736,-0.02490437,0.854857049,-0.043681382,-0.087886116,0.926779973,-0.017428451,-0.096103253,0.93192921,4.307531405,3.853830285,0.950134033,0.948020705,5.618301,5.082047,6,4,High,4.242640687,0.707106781
30,1,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,146.035,75,84.375,3,1,4,41,1,16.84527682,2,742.2638409,8.666666667,100,491.7543733,,0.21009238,44.876,28.495,29.677,25.877,32.23125,2.326934264,4,2,6,1,-0.011082889,0.026455361,0.772311843,0.007949847,0.006126265,0.893901314,-0.094890005,-0.024164064,0.905704457,3.28743778,3.22277549,0.92971438,0.894399382,4.556732,4.446045,8,4,Low,0,0.9258201
30,2,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,89.073,75,84.375,3,1,5,31,1,20.88174868,2,944.0874339,8.666666667,100,491.7543733,,0.21009238,18.349,23.153,22.057,28.265,22.956,3.267119707,4,2,6,1,0.076233061,-0.114959427,0.806576673,0.05065137,-0.059525098,0.898255098,-0.049643621,-0.101118056,0.91940045,3.545505291,3.465408016,0.952558816,0.905729742,4.926147,4.294098,8,4,High,1.08012345,0.9258201
30,3,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,130.218,100,84.375,4,0,5,37,1,17.04833433,2,752.4167166,8.666666667,100,491.7543733,,0.21009238,49.301,19.86,36.603,28.363,33.53175,2.982248168,4,2,6,1,0.010830862,-0.045345555,0.800690852,0.015780714,-0.039509896,0.914812473,-0.087416856,-0.076881452,0.913292835,3.624867017,3.482880123,0.940416055,0.920372481,4.69986,4.52507,8,4,High,1.08012345,0.9258201
30,4,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,90.362,100,84.375,4,0,5,30,1,19.91987782,2,895.9938912,8.666666667,100,491.7543733,,0.21009238,18.414,18.083,32.638,23.696,23.20775,4.30890543,4,2,6,1,-0.008340926,-0.070619075,0.790217458,0.011945648,-0.063215701,0.909330511,-0.08987958,-0.098841992,0.902206168,3.631774573,3.476900781,0.931476931,0.923795346,4.72998,4.842896,8,4,High,1.08012345,0.9258201
30,5,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,91.134,100,84.375,4,0,6,31,1,20.40950688,2,920.475344,8.666666667,100,491.7543733,,0.21009238,30.14,22.385,18.292,21.756,23.14325,4.320914305,4,2,6,1,0.104600938,-0.003129396,0.774110302,0.074751086,-0.029793096,0.900614718,-0.026493435,-0.066835226,0.9026803,3.631889907,3.489550764,0.926482481,0.927014056,4.605942,4.360184,8,4,High,2.160246899,0.9258201
30,6,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,94.628,75,84.375,3,1,6,22,1,13.9493596,2,597.4679799,8.666666667,100,491.7543733,,0.21009238,19.968,31.678,20.954,26.521,24.78025,3.026603848,4,2,6,1,0.006709558,-0.019190582,0.781108611,0.021391803,-0.042453634,0.911239142,-0.081352885,-0.07969253,0.908325053,3.725534042,3.539334851,0.947696258,0.925414258,4.586639,4.338104,8,4,High,2.160246899,0.9258201
30,7,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,142.892,50,84.375,2,2,7,41,1,17.21579934,2,760.7899672,8.666666667,100,491.7543733,,0.21009238,35.277,28.177,46.285,34.689,36.107,1.384773036,4,2,6,1,0.017479463,-0.022898211,0.763034713,0.020581743,-0.052872224,0.90392443,-0.08133444,-0.087469971,0.899999557,3.76905639,3.582434313,0.929470895,0.909987513,4.653534,4.472809,8,4,High,3.240370349,0.9258201
30,8,13,54.17,High,8,100,96.875,375.84625,302.9405,0.266066244,10,100,100,531.91362,,0.18800045,8,100,100,567.50325,,0.176210445,300.0096,95.544,100,84.375,4,0,6,30,1,18.83948757,2,841.9743783,8.666666667,100,491.7543733,,0.21009238,37.65,17.369,14.491,26.034,23.886,4.186552792,4,2,6,1,0.02761494,0.055102155,0.732930587,0.039695326,-0.013393186,0.898686627,-0.062732622,-0.046264874,0.894166028,3.718157391,3.507081961,0.934850538,0.929315189,5.825348,4.473694,8,4,High,2.160246899,0.9258201
31,1,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,165.706,50,71.875,2,2,6,65,7,23.53565954,14,68.11185387,8.666666667,100,427.5952558,,0.234195151,50.057,33.169,39.532,18.68,35.3595,1.414047144,3,4,8,1,-0.083653157,-0.13236228,0.856636909,-0.080707509,-0.060479552,0.910945196,-0.070203504,-0.070037606,0.911104568,3.718317791,3.856479908,0.962263719,0.96301182,4.831177,4.962585,3,6,Low,0,0.755928946
31,2,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,93.201,100,71.875,4,0,4,47,7,30.25718608,14,116.1227577,8.666666667,100,427.5952558,,0.234195151,30.261,23.723,18.966,45.824,29.6935,3.367740415,3,4,8,1,-0.05882365,-0.240492307,0.824535918,-0.063104536,-0.124999269,0.886438419,-0.064698175,-0.139330359,0.868640658,3.773202737,3.970700934,0.929183969,0.928563249,4.854874,5.592865,3,6,Low,-2.645751311,0.755928946
31,3,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,93.961,75,71.875,3,1,5,60,7,38.31376848,14,173.6697748,8.666666667,100,427.5952558,,0.234195151,27.103,38.889,12.91,19.799,24.67525,3.039482883,3,4,8,1,-0.028035589,-0.228044436,0.83134696,-0.041258959,-0.11269262,0.892296641,-0.050857602,-0.142263249,0.879650265,3.715735578,4.155462652,0.879537728,0.910077805,4.809921,6.150787,3,6,Low,-1.322875656,0.755928946
31,4,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,110.296,100,71.875,4,0,4,54,7,29.37549866,14,109.8249904,8.666666667,100,427.5952558,,0.234195151,44.911,22.859,32.276,14.855,28.72525,3.481257778,3,4,8,1,-0.001579528,-0.238390247,0.83811336,-0.029234984,-0.11201067,0.905198626,-0.027846685,-0.140939805,0.896777887,3.846428363,4.183153674,0.948282609,0.954744466,5.222488,5.516052,3,6,Low,-2.645751311,0.755928946
31,5,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,100.254,75,71.875,3,1,5,45,7,26.93159375,14,92.3685268,8.666666667,100,427.5952558,,0.234195151,26.399,33.885,16.792,26.602,25.9195,2.893574336,3,4,8,1,0.017923299,-0.218712033,0.803931744,-0.009423328,-0.116911268,0.89044244,-0.004750543,-0.14474266,0.884345314,3.761325921,3.995619238,0.950548725,0.943539918,5.099869,5.352951,3,6,Low,-1.322875656,0.755928946
31,6,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,84.392,50,71.875,2,2,5,49,7,34.83742535,14,148.8387525,8.666666667,100,427.5952558,,0.234195151,20.177,29.087,19.347,18.951,21.8905,2.284095841,3,4,8,1,0.055015041,-0.277612824,0.811238991,0.001300669,-0.144446901,0.88842126,0.003095211,-0.159372653,0.882268109,3.633327295,3.930276694,0.925779079,0.947831791,4.703369,5.040009,3,6,Low,-1.322875656,0.755928946
31,7,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,96.229,75,71.875,3,1,5,51,7,31.79914579,14,127.1367556,8.666666667,100,427.5952558,,0.234195151,24.73,25.822,26.443,23.331,25.0815,2.990251779,3,4,8,1,0.052579472,-0.287100238,0.798156618,-0.004453474,-0.161741403,0.87867727,-0.004601441,-0.179334712,0.875948858,3.544258815,3.848451163,0.89043944,0.921283676,4.566162,4.994583,3,6,Low,-1.322875656,0.755928946
31,8,8,33.33,Low,8,100,100,418.8061625,,0.238773946,10,100,100,450.34778,,0.222050612,8,100,93.75,413.631825,1714.56885,0.241760894,300.0057,106.951,50,71.875,2,2,6,56,7,31.41625604,14,124.4018289,8.666666667,100,427.5952558,,0.234195151,28.077,15.825,30.853,32.196,26.73775,1.870015241,3,4,8,1,0.053977178,-0.216254193,0.778152636,-0.001599642,-0.112327637,0.875649675,0.005629135,-0.129697903,0.856823603,3.491866085,3.668236037,0.913344998,0.946467518,4.780975,4.973969,3,6,Low,0,0.755928946
32,1,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,167.163,50,75,2,2,6,42,5,15.07510633,10,50.75106333,7,80,644.9600037,,0.147520763,42.49,26.688,38.404,19.294,31.719,1.576342255,4,1,5,2,-0.117228598,0.021628106,0.872707981,-0.096144672,-0.047231199,0.929706463,-0.096366406,-0.050720706,0.931128133,3.256680396,2.788265304,0.840991563,0.699093875,4.467346,3.52861,6,3,High,1.560378995,1.922609833
32,2,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,136.218,75,75,3,1,4,30,5,13.21411267,10,32.14112672,7,80,644.9600037,,0.147520763,36.56,30.745,46.177,29.753,35.80875,2.094460153,4,1,5,2,-0.018899123,-0.104706487,0.900092402,-0.054108044,-0.107589454,0.942203573,-0.066295612,-0.116551387,0.943630978,3.78617001,3.135522702,0.85233518,0.760397143,4.820114,3.796356,6,3,High,0.520126332,1.922609833
32,3,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,130.448,100,75,4,0,4,33,5,15.17846192,10,51.78461916,7,80,644.9600037,,0.147520763,31.91,38.969,26.608,38.47,33.98925,2.942106695,4,1,5,2,-0.133540405,-0.028682249,0.810564655,-0.097196082,-0.071124872,0.922929669,-0.111519721,-0.079518991,0.92202645,3.832453258,3.160313248,0.82544305,0.801580822,4.740814,3.785919,6,3,High,0.520126332,1.922609833
32,4,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,144.556,100,75,4,0,6,30,5,12.45192175,10,24.51921747,7,80,644.9600037,,0.147520763,44.102,34.522,44.331,25.732,37.17175,2.690215015,4,1,5,2,-0.155346338,-0.056519453,0.789344551,-0.102781531,-0.086592662,0.920808942,-0.114176971,-0.093104551,0.92019738,3.977313571,3.237596392,0.796939942,0.86044066,4.926529,3.973724,6,3,High,1.560378995,1.922609833
32,5,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,144.737,50,75,2,2,8,42,5,17.4108901,10,74.10890097,7,80,644.9600037,,0.147520763,45.003,38.948,13.765,52.376,37.523,1.332516057,4,1,5,2,-0.153265627,-0.044358011,0.793929637,-0.101498183,-0.088940108,0.902968973,-0.113132672,-0.094154022,0.90198058,3.833278483,3.10476232,0.836181632,0.653135617,4.829483,3.810837,6,3,High,2.600631659,1.922609833
32,6,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,174.115,75,75,3,1,8,48,5,16.54079201,10,65.40792005,7,80,644.9600037,,0.147520763,44.752,38.671,45.34,50.244,44.75175,1.675912115,4,1,5,2,-0.137384044,-0.104586247,0.797159918,-0.098790907,-0.105361232,0.913632924,-0.110508515,-0.11090948,0.913892214,3.825599573,3.158454938,0.685318612,0.829673671,4.831406,3.969849,6,3,High,2.600631659,1.922609833
32,7,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,153.591,75,75,3,1,8,40,5,15.62591558,10,56.25915581,7,80,644.9600037,,0.147520763,29.153,43.391,41.743,45.535,39.9555,1.877088261,4,1,5,2,-0.175363474,-0.109816014,0.832609497,-0.101768644,-0.096898843,0.925521472,-0.114636157,-0.099433019,0.927233903,3.830471106,3.183300126,0.699725249,0.635991452,4.767807,4.134857,6,3,High,2.600631659,1.922609833
32,8,9,37.5,Low,8,100,100,404.01195,,0.247517431,9,90,100,651.2078111,,0.13820473,4,50,96.875,879.66025,1163.2205,0.056840127,300.0008,164.718,75,75,3,1,9,55,5,20.03424034,10,100.3424034,7,80,644.9600037,,0.147520763,42.926,31.453,45.899,44.44,41.1795,1.821294576,4,1,5,2,-0.173269693,-0.088206572,0.788347832,-0.112999993,-0.082697791,0.903148166,-0.12728766,-0.08217534,0.906918789,3.754375335,3.165503301,0.749364082,0.841202759,4.758362,4.130814,6,3,High,3.12075799,1.922609833
33,1,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,172.083,75,78.125,3,1,2,150,16,52.30034344,32,63.43857325,6.333333333,75,515.256481,,0.154834848,39.901,43.857,13.88,29.881,31.87975,2.352590594,4,1,2,1,-0.001515183,0.177989761,0.797601073,-0.030204046,0.021585153,0.832916357,-0.014261747,0.017854959,0.836335159,3.051473642,2.863640755,0.875265663,0.882082693,5.349701,4.607788,3,1.5,High,0.471404521,1.060660172
33,2,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,68.968,100,78.125,4,0,2,75,16,65.24765108,32,103.8989096,6.333333333,75,515.256481,,0.154834848,16.235,18.665,10.973,25.059,17.733,5.639203744,4,1,2,1,0.008473757,0.004127479,0.817708024,-0.024565968,-0.086235423,0.822122095,-0.001106181,-0.088443806,0.824362309,3.130398656,2.930489029,0.861039891,0.871169822,4.561905,5.112045,3,1.5,High,0.471404521,1.060660172
33,3,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,78.241,50,78.125,2,2,3,68,16,52.14657277,32,62.9580399,6.333333333,75,515.256481,,0.154834848,9.525,25,20.402,25.399,20.0815,2.489853846,4,1,2,1,0.028107957,0.00146191,0.85551635,-0.024104597,-0.092168021,0.855823584,0.003251015,-0.097342365,0.860864545,3.337787449,3.086261666,0.887146663,0.891356506,4.765411,4.425323,3,1.5,High,1.414213562,1.060660172
33,4,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,140.94,75,78.125,3,1,3,108,16,45.97701149,32,43.67816092,6.333333333,75,515.256481,,0.154834848,39.108,33.897,39.814,29.949,35.692,2.101311218,4,1,2,1,0.045852284,-0.004602363,0.8604571,0.001667872,-0.073522081,0.864470605,0.030419333,-0.083509462,0.866032116,3.480220499,3.22192406,0.89725683,0.903359476,4.867706,4.482407,3,1.5,High,1.414213562,1.060660172
33,5,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,144.415,50,78.125,2,2,4,90,16,37.39223765,32,16.85074265,6.333333333,75,515.256481,,0.154834848,30.775,38.371,31.212,45.875,36.55825,1.367680346,4,1,2,1,0.106294276,-0.053279192,0.86664549,0.012355238,-0.096565973,0.877819788,0.043393569,-0.108669127,0.877291182,3.663448976,3.389180087,0.908385959,0.913830739,4.881287,4.595078,3,1.5,High,2.357022604,1.060660172
33,6,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,121.346,75,78.125,3,1,4,84,16,41.53412556,32,29.79414237,6.333333333,75,515.256481,,0.154834848,26.116,29.693,17.795,49.898,30.8755,2.42911046,4,1,2,1,0.120977484,-0.014224579,0.856526534,0.041004083,-0.094553442,0.874193252,0.069937563,-0.097323093,0.875157831,3.511227576,3.23904552,0.880024237,0.886105971,4.784088,4.780411,3,1.5,High,2.357022604,1.060660172
33,7,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,147.446,100,78.125,4,0,5,114,16,46.38986476,32,44.96832739,6.333333333,75,515.256481,,0.154834848,23.714,43.692,43.608,38.36,37.3435,2.677842195,4,1,2,1,0.005920526,-0.007933861,0.848029713,0.002314282,-0.091363019,0.871773726,0.027638037,-0.100649645,0.872516047,3.679579655,3.414144261,0.890421194,0.898995812,5.091217,4.785492,3,1.5,High,3.299831646,1.060660172
33,8,9,37.5,Low,7,87.5,100,377.4090571,,0.231843933,5,50,40,553.7579,747.2513,0.090292166,7,87.5,96.875,614.6024857,993.1232,0.142368445,300.0016,110.599,100,78.125,4,0,4,82,16,44.48503151,32,39.01572347,6.333333333,75,515.256481,,0.154834848,23.036,27.279,30.404,29.88,27.64975,3.616669228,4,1,2,1,0.03269052,-0.040629563,0.81904329,0.00910131,-0.112700504,0.867593594,0.03467921,-0.121755426,0.865766962,3.748042473,3.464220752,0.896565976,0.910438857,5.194427,5.088821,3,1.5,High,2.357022604,1.060660172
34,1,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,229.146,75,75,3,1,5,108,24,28.27891388,48,-41.08559608,7.333333333,85,763.7291661,,0.122629524,50.093,34.007,45.185,83.367,53.163,1.410755601,3,4,6,2,-0.04904091,-0.286632947,0.782078179,-0.070800758,-0.150189997,0.864620773,-0.041386285,-0.160153626,0.87130838,3.101335497,3.067814684,0.85046679,0.849891693,4.731979,4.656006,4,5,Low,0,0.707106781
34,2,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,145.894,75,75,3,1,6,64,24,26.32047925,48,-45.16566822,7.333333333,85,763.7291661,,0.122629524,46.748,24.922,28.876,49.145,37.42275,2.004128505,3,4,6,2,0.00764959,-0.264581634,0.852178196,-0.059848497,-0.13920312,0.901844059,-0.035036277,-0.152933237,0.90954056,3.293394483,3.247918385,0.867071667,0.867943866,4.487595,4.326187,4,5,High,1.414213562,0.707106781
34,3,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,179.716,50,75,2,2,7,83,24,27.7103875,48,-42.27002604,7.333333333,85,763.7291661,,0.122629524,45.211,44.522,41.963,51.783,45.86975,1.090043002,3,4,6,2,-0.000663839,-0.236478154,0.827147558,-0.036658755,-0.121363526,0.898921108,-0.014686241,-0.132759416,0.908189802,3.292321453,3.248685345,0.853383528,0.858284261,4.518188,4.371948,4,5,High,2.828427125,0.707106781
34,4,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,140.835,100,75,4,0,6,72,24,30.6741932,48,-36.09543082,7.333333333,85,763.7291661,,0.122629524,39.296,31.417,31.096,42.369,36.0445,2.774348375,3,4,6,2,0.156085096,-0.277225474,0.829814159,0.024720651,-0.160248213,0.906418756,0.04999456,-0.172452135,0.910589493,3.251954726,3.229818696,0.810143996,0.805347479,4.375183,4.360199,4,5,High,1.414213562,0.707106781
34,5,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,179.464,75,75,3,1,6,99,24,33.09856016,48,-31.04466634,7.333333333,85,763.7291661,,0.122629524,47.015,47.713,41.277,46.145,45.5375,1.646994236,3,4,6,2,0.174409883,-0.237039339,0.823868616,0.044891061,-0.13313023,0.90047,0.070831338,-0.146507348,0.902742506,3.251358347,3.179331248,0.842905234,0.85490053,4.469833,4.491074,4,5,High,1.414213562,0.707106781
34,6,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,131.928,75,75,3,1,7,73,24,33.19992723,48,-30.83348493,7.333333333,85,763.7291661,,0.122629524,30.842,33.773,27.059,42.558,33.558,2.234936528,3,4,6,2,0.07726944,-0.276640745,0.826724244,-0.010450845,-0.151409936,0.897669933,0.018139819,-0.164958504,0.903907836,3.131858004,3.065343474,0.857057622,0.863510786,4.559021,4.437012,4,5,High,2.828427125,0.707106781
34,7,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,172.55,75,75,3,1,6,99,24,34.4248044,48,-28.28165749,7.333333333,85,763.7291661,,0.122629524,45.974,43.995,44.247,40.823,43.75975,1.713903759,3,4,6,2,-0.040244028,-0.257115049,0.791189848,-0.047658845,-0.129959584,0.885951606,-0.022940033,-0.139570931,0.890574609,3.155449745,3.067809908,0.857831604,0.869590282,4.378372,4.352722,4,5,High,1.414213562,0.707106781
34,8,5,20.83,Low,7,87.5,100,477.8441857,,0.183114083,8,80,100,910.0002125,,0.087912067,7,87.5,100,903.3431,,0.096862421,300.004,177.206,75,75,3,1,7,106,24,35.8904326,48,-25.22826541,7.333333333,85,763.7291661,,0.122629524,46.06,40.676,45.906,44.564,44.3015,1.692944934,3,4,6,2,-0.027399345,-0.171601969,0.825587517,-0.047159541,-0.092225745,0.887177691,-0.025219954,-0.104824717,0.891150811,3.040482598,2.968044714,0.820974446,0.79334322,4.528259,4.765472,4,5,High,2.828427125,0.707106781
35,1,3,12.5,Low,8,100,100,447.9664125,,0.223231022,10,100,100,391.99269,,0.255106798,4,50,93.75,879.115525,599.3786,0.056875346,300.009,240.279,50,68.75,2,2,8,72,6,17.9790993,12,49.82582748,7.333333333,83.33333333,573.0248758,,0.178404389,49.162,29.898,43.505,58.042,45.15175,1.10737679,6,1,6,2,-0.062190804,0.045723088,0.736889533,-0.074121432,-0.04333873,0.876373574,-0.056044509,-0.040215297,0.878256188,2.478432099,2.791790193,0.905707522,0.88411831,3.410751,3.992477,3,3.5,High,2.816037984,1.597989809
35,2,3,12.5,Low,8,100,100,447.9664125,,0.223231022,10,100,100,391.99269,,0.255106798,4,50,93.75,879.115525,599.3786,0.056875346,300.009,164.131,100,68.75,4,0,4,57,6,20.83701434,12,73.64178613,7.333333333,83.33333333,573.0248758,,0.178404389,44.723,43.965,30.536,50.532,42.439,2.356323193,6,1,6,2,0.08631321,0.018455293,0.785175286,0.024010739,-0.067476561,0.904828057,0.035199974,-0.058244261,0.895920931,2.653468085,3.029263337,0.914398834,0.885740799,3.580627,4.206558,3,3.5,High,0.312893109,1.597989809
35,3,3,12.5,Low,8,100,100,447.9664125,,0.223231022,10,100,100,391.99269,,0.255106798,4,50,93.75,879.115525,599.3786,0.056875346,300.009,174.526,50,68.75,2,2,9,55,6,18.90835749,12,57.56964578,7.333333333,83.33333333,573.0248758,,0.178404389,50.087,41.067,37.809,55.192,46.03875,1.08604165,6,1,6,2,0.008862457,-0.003538414,0.804183401,-0.024446201,-0.070659577,0.913357528,-0.014139497,-0.049501935,0.914665502,2.75549757,3.239191158,0.945835305,0.922470469,3.454895,4.12001,3,3.5,High,3.441824203,1.597989809
35,4,3,12.5,Low,8,100,100,447.9664125,,0.223231022,10,100,100,391.99269,,0.255106798,4,50,93.75,879.115525,599.3786,0.056875346,300.009,171.877,75,68.75,3,1,8,76,6,26.53060037,12,121.0883364,7.333333333,83.33333333,573.0248758,,0.178404389,46.925,39.461,42.904,51.186,45.119,1.662270884,6,1,6,2,0.078468559,-0.042336897,0.762780382,0.013279852,-0.10146887,0.883939736,0.027287856,-0.083735983,0.871592758,2.703321498,3.102001177,0.902578082,0.899661527,3.542557,4.198883,3,3.5,High,2.816037984,1.597989809
