S1-D1 [O2Hb],S1-D1 [HHb],S1-D1 [deltaHb],S2-D1 [O2Hb],S2-D1 [HHb],S2-D1 [deltaHb],S3-D1 [O2Hb],S3-D1 [HHb],S3-D1 [deltaHb],S4-D1 [O2Hb],S4-D1 [HHb],S4-D1 [deltaHb],S5-D2 [O2Hb],S5-D2 [HHb],S5-D2 [deltaHb],S6-D2 [O2Hb],S6-D2 [HHb],S6-D2 [deltaHb],S8-D2 [O2Hb],S8-D2 [HHb],S8-D2 [deltaHb],times_secs,stimulus1
-0.002371679,0.000282439,-0.0026541179999999996,-0.0005976314,0.00082576,-0.0014233914000000001,0.002274622,-8.920841e-05,0.00236383041,0.0005637337,0.001780046,-0.0012163122999999999,0.006826191,-0.001267002,0.008093193,0.004806332,0.001418717,0.003387615,0.005284106,0.0005993346,0.0046847714,819.24,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002434402,0.0002999682,-0.0027343702,-0.001241552,0.0008362848,-0.0020778368,0.002681869,-7.089418e-05,0.00275276318,0.000311865,0.00181629,-0.001504425,0.006750379,-0.00126114,0.008011519,0.004715774,0.00142843,0.0032873439999999998,0.005235421,0.0006004345,0.0046349864999999995,819.28,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.00249516,0.000317395,-0.002812555,-0.001928612,0.0008520746,-0.0027806866,0.003119696,-5.526056e-05,0.00317495656,8.514075e-05,0.001850911,-0.00176577025,0.006672745,-0.001253147,0.007925892,0.004629135,0.001435646,0.0031934890000000003,0.005182559,0.000596615,0.004585944,819.32,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.00255333,0.0003349627,-0.0028882927,-0.002650237,0.0008737312,-0.0035239682000000002,0.00358696,-4.249353e-05,0.00362945353,-0.0001110778,0.00188315,-0.0019942278,0.006592975,-0.001242636,0.007835611,0.004547227,0.001440575,0.003106652,0.005126459,0.0005881012,0.0045383578,819.36,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002608272,0.0003529236,-0.0029611956,-0.003396671,0.0009016807,-0.0042983516999999995,0.004082025,-3.270875e-05,0.00411473375,-0.0002718625,0.001912273,-0.0021841355,0.006510886,-0.001229308,0.007740194,0.00447074,0.001443469,0.0030272709999999998,0.005068077,0.0005752291,0.004492847899999999,819.4,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002659349,0.0003715246,-0.0030308736,-0.004157255,0.0009361622,-0.0050934172,0.004602717,-2.593983e-05,0.00462865683,-0.0003928821,0.001937598,-0.0023304801,0.006426439,-0.00121297,0.007639409,0.00440022,0.001444603,0.002955617,0.005008352,0.0005584367,0.0044499153,819.44,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002705951,0.0003909942,-0.0030969452,-0.004920773,0.0009772235,-0.0058979965,0.005146293,-2.212725e-05,0.00516842025,-0.0004705668,0.00195851,-0.0024290768,0.006339748,-0.001193543,0.007533291,0.004336047,0.001444255,0.002891792,0.004948166,0.0005382529,0.0044099131,819.48,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002747511,0.0004115283,-0.0031590393,-0.005675843,0.001024725,-0.006700568,0.005709417,-2.110916e-05,0.00573052616,-0.0005022647,0.001974488,-0.0024767527,0.006251069,-0.001171074,0.007422143,0.004278403,0.00144269,0.002835713,0.004888298,0.0005152847,0.0043730133,819.52,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002783534,0.0004332775,-0.0032168114999999997,-0.006411348,0.001078351,-0.007489699,0.006288165,-2.261552e-05,0.00631078052,-0.0004863804,0.001985122,-0.0024715024,0.006160785,-0.001145731,0.007306516000000001,0.004227246,0.001440143,0.0027871029999999995,0.004829385,0.0004902025,0.0043391825,819.56,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002813615,0.0004563351,-0.0032699501000000002,-0.007116863,0.001137623,-0.008254486,0.006878054,-2.626679e-05,0.00690432079,-0.0004224835,0.001990133,-0.0024126165,0.006069375,-0.001117807,0.007187182,0.004182283,0.001436805,0.002745478,0.004771886,0.0004637243,0.0043081617,819.6,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002837458,0.0004807269,-0.0033181849,-0.007783071,0.001201926,-0.008984997,0.007474113,-3.157862e-05,0.00750569162,-0.0003113786,0.001989387,-0.0023007656,0.005977382,-0.001087701,0.007065083,0.004142959,0.00143281,0.002710149,0.004716048,0.0004365989,0.0042794491,819.64,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002854888,0.0005064032,-0.0033612912,-0.008402136,0.001270526,-0.009672661999999999,0.008070987,-3.797333e-05,0.00810896033,-0.0001551266,0.001982911,-0.0021380376,0.005885381,-0.001055912,0.006941293,0.004108449,0.001428229,0.00268022,0.004661887,0.0004095876,0.0042522994,819.68,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.00286586,0.0005332329,-0.0033990929,-0.008968007,0.001342603,-0.01031061,0.008663085,-4.479852e-05,0.00870788352,4.298745e-05,0.00197089,-0.00192790255,0.005793943,-0.00102302,0.0068169630000000005,0.004077676,0.00142306,0.0026546159999999994,0.004609175,0.0003834458,0.0042257292,819.72,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002870462,0.0005610006,-0.0034314626,-0.00947663,0.001417271,-0.010893901,0.009244771,-5.135275e-05,0.009296123750000001,0.0002785426,0.001953672,-0.0016751294000000002,0.005703611,-0.0009896646,0.0066932756,0.004049347,0.001417233,0.002632114,0.004557447,0.0003589035,0.0041985435000000005,819.76,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002868915,0.0005894067,-0.0034583217,-0.009926076,0.001493611,-0.011419687000000001,0.009810571,-5.691736e-05,0.009867488360000001,0.0005461262,0.001931759,-0.0013856327999999998,0.005614874,-0.0009565235,0.006571397499999999,0.004022004,0.001410605,0.002611399,0.004506012,0.0003366468,0.0041693652000000005,819.8,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002861553,0.0006180709,-0.0034796239,-0.01031654,0.00157069,-0.01188723,0.01035541,-6.079298e-05,0.01041620298,0.0008395283,0.001905791,-0.0010662627,0.005528162,-0.0009242921,0.006452454099999999,0.003994094,0.001402966,0.002591128,0.004453992,0.0003172982,0.004136693800000001,819.84,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002848818,0.0006465389,-0.0034953568999999997,-0.01065025,0.00164759,-0.01229784,0.01087485,-6.233857e-05,0.01093718857,0.001151978,0.00187653,-0.000724552,0.005443832,-0.0008936594,0.0063374914,0.003964056,0.001394051,0.0025700049999999993,0.004400356,0.000301399,0.004098957,819.88,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002831234,0.0006742928,-0.0035055268000000004,-0.01093125,0.001723427,-0.012654677,0.01136529,-6.101078e-05,0.01142630078,0.001476408,0.001844829,-0.00036842100000000007,0.00536218,-0.000865285,0.006227465000000001,0.003930414,0.00138355,0.0025468640000000002,0.004343986,0.0002893918,0.0040545942,819.92,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002809381,0.0007007647,-0.0035101457,-0.01116505,0.00179737,-0.012962419999999999,0.0118242,-5.640061e-05,0.01188060061,0.00180574,0.001811606,-5.8659999999999875e-06,0.005283447,-0.000839778,0.006123225,0.003891867,0.001371125,0.002520742,0.00428373,0.000281605,0.0040021250000000005,819.96,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002783869,0.0007253526,-0.0035092216,-0.01135832,0.00186866,-0.01322698,0.0122502,-4.826499e-05,0.012298464989999999,0.002133166,0.001777813,0.0003553530000000001,0.005207828,-0.0008176767,0.0060255047,0.003847387,0.001356429,0.0024909579999999997,0.004218479,0.0002782401,0.003940238899999999,820.0,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002755312,0.0007474393,-0.0035027513000000002,-0.01151833,0.001936621,-0.013454951,0.01264319,-3.655054e-05,0.01267974054,0.00245242,0.001744396,0.0007080239999999998,0.00513549,-0.0007994303,0.0059349203,0.003796292,0.001339128,0.0024571640000000004,0.004147226,0.0002793609,0.0038678651000000003,820.04,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002724297,0.000766413,-0.00349071,-0.01165254,0.002000679,-0.013653219,0.01300429,-2.140778e-05,0.01302569778,0.002758017,0.001712265,0.0010457520000000003,0.005066578,-0.0007853828,0.0058519608,0.003738306,0.001318928,0.002419378,0.004069147,0.0002848867,0.0037842603000000003,820.08,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002691356,0.0007816886,-0.0034730446,-0.01176801,0.002060367,-0.013828377000000001,0.0133358,-3.194286e-06,0.013338994286,0.003045454,0.001682262,0.001363192,0.005001227,-0.0007757606,0.005776987599999999,0.003673594,0.001295599,0.002377995,0.003983647,0.0002945895,0.0036890574999999997,820.12,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002656946,0.0007927294,-0.0034496754,-0.01187095,0.002115339,-0.013986288999999999,0.01364101,1.753367e-05,0.01362347633,0.003311364,0.00165513,0.0016562339999999997,0.004939555,-0.000770662,0.005710217,0.003602779,0.001269,0.0023337790000000002,0.003890423,0.0003080954,0.0035823276,820.16,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002621427,0.0007990682,-0.0034204952,-0.01196622,0.002165375,-0.014131595,0.01392396,4.004065e-05,0.013883919350000001,0.003553609,0.001631487,0.001922122,0.004881667,-0.0007700518,0.0056517188,0.00352692,0.001239108,0.0022878119999999997,0.003789497,0.0003248908,0.0034646062000000004,820.2,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002585048,0.0008003259,-0.0033853739,-0.0120569,0.00221039,-0.01426729,0.01418914,6.344162e-05,0.01412569838,0.003771316,0.001611804,0.0021595119999999997,0.004827638,-0.0007737593,0.005601397300000001,0.003447474,0.001206035,0.0022414389999999996,0.003681244,0.0003443337,0.0033369103000000003,820.24,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002547937,0.0007962292,-0.0033441662,-0.01214401,0.002250433,-0.014394443,0.01444112,8.673969e-05,0.01435438031,0.003964866,0.001596391,0.002368475,0.004777504,-0.0007814803,0.0055589843,0.003366233,0.00117005,0.002196183,0.003566402,0.0003656691,0.0032007329000000003,820.28,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002510096,0.0007866228,-0.0032967188,-0.0122262,0.002285691,-0.014511890999999999,0.01468422,0.0001088695,0.014575350499999999,0.004135813,0.001585388,0.0025504250000000003,0.004731241,-0.0007927847,0.0055240257,0.003285245,0.001131587,0.002153658,0.00344607,0.0003880501,0.0030580199,820.32,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002471403,0.0007714793,-0.0032428823,-0.01229967,0.002316484,-0.014616154000000001,0.01492207,0.0001287436,0.014793326400000001,0.004286774,0.001578756,0.0027080180000000004,0.004688755,-0.0008071279,0.0054958829,0.003206721,0.001091252,0.002115469,0.003321683,0.0004105613,0.0029111217000000003,820.36,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002431619,0.0007509033,-0.0031825223,-0.01235812,0.00234326,-0.01470138,0.01515736,0.0001452987,0.0150120613,0.004421274,0.001576284,0.0028449900000000004,0.004649861,-0.0008238666,0.0054737276,0.003132944,0.001049819,0.002083125,0.003194985,0.0004322469,0.0027627381,820.4,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002390399,0.0007251316,-0.0031155306000000002,-0.01239286,0.002366584,-0.014759444,0.01539144,0.0001575398,0.015233900199999999,0.004543565,0.001577592,0.0029659730000000002,0.004614283,-0.0008422794,0.0054565624,0.003066169,0.001008217,0.002057952,0.003067979,0.0004521399,0.0026158391,820.44,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002347305,0.0006945271,-0.0030418321,-0.01239306,0.002387123,-0.014780182999999999,0.01562418,0.0001645789,0.0154596011,0.004658422,0.001582142,0.00307628,0.004581644,-0.0008615894,0.005443233400000001,0.003008535,0.00096751,0.002041025,0.002942868,0.0004692931,0.0024735749,820.48,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002301831,0.0006595689,-0.0029613999,-0.01234608,0.002405626,-0.014751706,0.01585378,0.0001656673,0.015688112700000003,0.004770936,0.001589259,0.003181677,0.004551472,-0.0008809911,0.0054324631,0.002961985,0.0009288659,0.0020331191,0.002821992,0.0004828098,0.0023391822,820.52,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002253421,0.0006208376,-0.0028742586,-0.01223793,0.002422899,-0.014660829,0.01607673,0.0001602209,0.0159165091,0.004886294,0.001598149,0.003288145,0.004523214,-0.000899677,0.005422891,0.002928198,0.0008935204,0.0020346775999999997,0.002707755,0.0004918734,0.0022158816,820.56,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002201494,0.0005789961,-0.0027804901,-0.01205383,0.002439786,-0.014493616,0.01628784,0.0001478362,0.0161400038,0.005009576,0.001607922,0.003401654,0.004496243,-0.0009168664,0.005413109399999999,0.002908529,0.0008627344,0.0020457946,0.002602544,0.0004957743,0.0021067697,820.6,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002145472,0.0005347684,-0.0026802403999999997,-0.01177883,0.002457127,-0.014235957,0.0164804,0.0001282999,0.0163521001,0.005145546,0.001617621,0.003527925,0.004469881,-0.000931831,0.005401712,0.002903966,0.0008377467,0.0020662193,0.002508647,0.0004939343,0.0020147127,820.64,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002084809,0.0004889147,-0.0025737237,-0.01139855,0.002475742,-0.013874292,0.01664639,0.0001015908,0.0165447992,0.005298463,0.001626253,0.0036722099999999995,0.004443417,-0.0009439202,0.0053873372,0.0029151,0.0008197255,0.0020953745,0.002428175,0.0004859254,0.0019422495999999998,820.68,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.002019012,0.0004422072,-0.0024612192000000002,-0.01089985,0.002496389,-0.013396239,0.01677675,6.787574e-05,0.01670887426,0.005471909,0.001632815,0.0038390939999999995,0.004416121,-0.0009525819,0.0053687029,0.002942092,0.0008097204,0.0021323716,0.002362977,0.0004714848,0.0018914922000000001,820.72,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.00194767,0.0003954041,-0.0023430741,-0.01027161,0.002519744,-0.012791354000000001,0.01686175,2.750192e-05,0.01683424808,0.005668631,0.001636335,0.004032296,0.004387257,-0.0009573786,0.0053446356000000006,0.002984666,0.0008086172,0.0021760488,0.002314569,0.0004505237,0.0018640452999999998,820.76,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.00187048,0.000349226,-0.002219706,-0.009505411,0.00254637,-0.012051781000000001,0.01689135,-1.901512e-05,0.01691036512,0.005890405,0.001635897,0.004254508,0.004356093,-0.0009579986,0.0053140916,0.003042087,0.0008170985,0.0022249885000000004,0.002284059,0.0004231308,0.0018609282,820.8,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001787266,0.0003043337,-0.0020915997,-0.008596189,0.002576698,-0.011172887000000001,0.01685563,-7.100489e-05,0.01692663489,0.006137928,0.001630674,0.0045072540000000005,0.004321896,-0.0009542609,0.0052761569000000005,0.003113166,0.0008356112,0.0022775548,0.002272087,0.0003895697,0.0018825172999999999,820.84,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001697999,0.0002613092,-0.0019593082,-0.0075428,0.00261101,-0.01015381,0.01674513,-0.000127657,0.016872787,0.006410731,0.001619958,0.004790773,0.004283931,-0.0009461145,0.005230045500000001,0.003196252,0.000864343,0.002331909,0.002278778,0.0003502707,0.0019285073,820.88,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001602808,0.0002206404,-0.0018234484,-0.006348444,0.002649429,-0.008997873,0.01655132,-0.0001880367,0.016739356700000003,0.006707127,0.001603186,0.005103941000000001,0.004241449,-0.0009336315,0.0051750805,0.003289242,0.0009032093,0.0023860327,0.002303709,0.000305818,0.001997891,820.92,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001501996,0.0001827101,-0.0016847061,-0.005020954,0.002691917,-0.007712871,0.01626685,-0.0002511022,0.016517952199999998,0.007024202,0.001579958,0.005444244,0.004193673,-0.0009169953,0.0051106683,0.003389601,0.000951851,0.00243775,0.002345885,0.0002569311,0.0020889539,820.96,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001396039,0.0001477897,-0.0015438287,-0.003572908,0.002738271,-0.006311179,0.01588597,-0.000315722,0.016201692,0.00735783,0.001550057,0.0058077730000000004,0.004139788,-0.0008964844,0.0050362724,0.003494387,0.001009643,0.0024847439999999997,0.002403745,0.0002044434,0.0021993016,821.0,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001285585,0.0001160373,-0.0014016222999999998,-0.002021549,0.002788139,-0.0048096879999999995,0.01540469,-0.0003806947,0.015785384700000002,0.00770275,0.001513451,0.0061892990000000005,0.004078928,-0.0008724528,0.0049513808,0.003600297,0.001075712,0.002524585,0.002475183,0.0001492768,0.0023259062,821.04,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.00117145,8.750093e-05,-0.0012589509300000002,-0.0003885136,0.002841025,-0.0032295386,0.01482108,-0.0004447706,0.0152658506,0.008052671,0.001470304,0.006582367,0.004010181,-0.0008453092,0.0048554902,0.003703729,0.001148968,0.002554761,0.002557594,9.241434e-05,0.00246517966,821.08,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.001054604,6.212534e-05,-0.00111672934,0.00130064,0.002896314,-0.001595674,0.01413535,-0.0005066762,0.0146420262,0.00840044,0.001420959,0.006979481,0.003932594,-0.000815495,0.0047480890000000005,0.00380086,0.001228137,0.002572723,0.002647933,3.487156e-05,0.00261306144,821.12,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0009361508,3.976359e-05,-0.00097591439,0.003017085,0.002953287,6.379799999999989e-05,0.01334996,-0.0005651415,0.013915101499999999,0.008738239,0.001365936,0.007372303,0.003845191,-0.0007834631,0.0046286541,0.003887745,0.001311806,0.002575939,0.002742805,-2.233294e-05,0.00276513794,821.16,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0008173042,2.019111e-05,-0.00083749531,0.004729543,0.003011148,0.0017183950000000002,0.01246968,-0.00061893,0.01308861,0.009057826,0.001305904,0.007751922,0.00374701,-0.0007496589,0.0044966688999999995,0.003960429,0.001398468,0.0025619609999999998,0.002838564,-7.820591e-05,0.00291676991,821.2,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0006993611,3.122796e-06,-0.0007024838960000001,0.00640523,0.003069045,0.0033361849999999998,0.01150147,-0.0006668702,0.012168340199999999,0.009350809,0.001241657,0.008109152,0.003637141,-0.0007145036,0.0043516446,0.004015073,0.001486577,0.002528496,0.002931429,-0.0001318067,0.0030632357000000003,821.24,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0005836681,-1.176819e-05,-0.00057189991,0.008010902,0.003126096,0.004884806,0.01045443,-0.0007078887,0.0111623187,0.009608932,0.001174085,0.008434847,0.003514781,-0.0006783814,0.0041931623999999995,0.004048084,0.001574587,0.0024734970000000007,0.003017611,-0.0001822717,0.0031998827,821.28,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.000471587,-2.483056e-05,-0.00044675644,0.009513944,0.003181413,0.006332531,0.009339629,-0.000741043,0.010080672,0.009824374,0.001104136,0.008720238,0.003379288,-0.0006416289,0.0040209169,0.004056246,0.00166101,0.0023952360000000002,0.003093435,-0.0002288361,0.0033222711,821.32,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0003644586,-3.641476e-05,-0.00032804384,0.01088346,0.003234123,0.007649336999999999,0.00816982,-0.0007655508,0.0089353708,0.009990039,0.001032783,0.008957255999999999,0.003230241,-0.0006045306,0.0038347716,0.004036845,0.001744448,0.002292397,0.00315547,-0.0002708513,0.0034263213,821.36,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0002635672,-4.685342e-05,-0.00021671378,0.01209133,0.003283388,0.008807942000000001,0.006959184,-0.0007808168,0.007740000800000001,0.01009982,0.0009609893,0.009138830700000001,0.00306749,-0.000567315,0.003634805,0.00398777,0.001823638,0.002164132,0.003200642,-0.0003077981,0.0035084401000000003,821.4,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0001701056,-5.644309e-05,-0.00011366250999999999,0.01311315,0.003328426,0.009784724,0.005722964,-0.0007864525,0.006509416499999999,0.01014885,0.0008896723,0.0092591777,0.002891199,-0.0005301554,0.0034213544,0.003907603,0.001897477,0.002010126,0.003226337,-0.000339295,0.003565632,821.44,LSL RunningTrial 0_A1_CI_NSI_R180x
-8.514337e-05,-6.54281e-05,-1.9715270000000002e-05,0.01392901,0.003368521,0.010560489,0.004477066,-0.0007822892,0.0052593552,0.01013365,0.0008196753,0.0093139747,0.002701875,-0.000493173,0.003195048,0.003795672,0.001965045,0.001830627,0.003230481,-0.0003651022,0.0035955832,821.48,LSL RunningTrial 0_A1_CI_NSI_R180x
-9.597933e-06,-7.398725e-05,6.4389317e-05,0.01452422,0.00340304,0.01112118,0.003237628,-0.0007683826,0.0040060106,0.01005229,0.0007517431,0.0093005469,0.002500378,-0.0004564407,0.0029568187,0.003652073,0.002025618,0.0016264550000000002,0.003211603,-0.0003851196,0.0035967226,821.52,LSL RunningTrial 0_A1_CI_NSI_R180x
5.578891e-05,-8.222379e-05,0.0001380127,0.01488965,0.003431443,0.011458207000000002,0.00202056,-0.0007450079,0.0027655679,0.009904464,0.0006865024,0.0092179616,0.002287915,-0.000419989,0.002707904,0.003477665,0.002078669,0.001398996,0.003168864,-0.0003993819,0.0035682459,821.56,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0001104701,-9.015953e-05,0.00020062963,0.01502203,0.003453288,0.011568742,0.0008410833,-0.0007126473,0.0015537306,0.00969144,0.0006244503,0.0090669897,0.002066006,-0.0003838123,0.0024498183,0.003274026,0.002123869,0.0011501570000000002,0.003102068,-0.0004080482,0.0035101162,821.6,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0001541066,-9.773309e-05,0.00025183969,0.01492391,0.003468239,0.011455671,-0.0002867155,-0.0006719676,0.00038525209999999997,0.009416053,0.0005659481,0.008850104900000001,0.001836444,-0.0003478757,0.0021843197,0.003043383,0.002161071,0.0008823120000000001,0.003011639,-0.0004113888,0.0034230277999999998,821.64,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0001865753,-0.0001048028,0.0002913781,0.01460348,0.003476067,0.011127413000000001,-0.001350301,-0.0006237937,-0.0007265072999999999,0.009082556,0.0005112218,0.0085713342,0.001601228,-0.0003121214,0.0019133493999999999,0.00278852,0.002190297,0.0005982230000000002,0.002898582,-0.0004097701,0.0033083520999999997,821.68,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0002079708,-0.0001111544,0.00031912520000000003,0.01407416,0.003476654,0.010597506,-0.00233905,-0.0005690752,-0.0017699748,0.008696461,0.0004603681,0.0082360929,0.00136249,-0.0002764754,0.0016389654000000002,0.002512672,0.002211707,0.00030096500000000026,0.002764418,-0.0004036364,0.0031680543999999997,821.72,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0002186029,-0.0001165124,0.00033511529999999997,0.01335403,0.003469986,0.009884044,-0.003244545,-0.0005088521,-0.0027356929000000004,0.008264328,0.0004133652,0.0078509628,0.001122415,-0.000240855,0.0013632700000000002,0.002219405,0.00222558,-6.175000000000191e-06,0.002611108,-0.0003934922,0.0030046002,821.76,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0002189879,-0.0001205564,0.0003395443,0.01246513,0.003456152,0.009008977999999999,-0.004060773,-0.0004442196,-0.0036165534,0.007793543,0.0003700859,0.0074234571,0.0008831662,-0.0002051752,0.0010883414,0.001912504,0.002232279,-0.0003197750000000002,0.002440961,-0.0003798834,0.0028208444,821.8,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0002098364,-0.0001229402,0.0003327766,0.01143264,0.003435337,0.007997303,-0.004784238,-0.0003762951,-0.0044079429,0.007292068,0.0003303145,0.0069617535,0.0006468051,-0.0001693559,0.000816161,0.001595861,0.002232223,-0.0006363620000000001,0.002256541,-0.0003633802,0.0026199212,821.84,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0001920364,-0.0001233136,0.00031535,0.01028401,0.003407814,0.006876195999999999,-0.005413962,-0.000306189,-0.0051077729999999995,0.006768203,0.0002937634,0.0064744396000000004,0.000415231,-0.0001333299,0.0005485609,0.00127338,0.00222586,-0.0009524800000000001,0.002060572,-0.0003445613,0.0024051333,821.88,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0001666333,-0.0001213456,0.0002879789,0.009048074,0.003373932,0.005674142,-0.005951384,-0.0002349809,-0.0057164031,0.006230356,0.00026009,0.005970266,0.0001901292,-9.704976e-05,0.00028717896,0.0009488966,0.002213633,-0.0012647364,0.001855845,-0.0003239991,0.0021798441,821.92,LSL RunningTrial 0_A1_CI_NSI_R180x
0.0001348061,-0.0001167484,0.0002515545,0.007754161,0.003334104,0.004420057,-0.006400165,-0.0001637011,-0.0062364639,0.005686833,0.0002289132,0.0054579198,-2.706319e-05,-6.049572e-05,3.343253e-05,0.0006261112,0.002195967,-0.0015698558,0.001645134,-0.0003022493,0.0019473833,821.96,LSL RunningTrial 0_A1_CI_NSI_R180x
9.784143e-05,-0.0001093001,0.00020714152999999998,0.006431244,0.003288794,0.00314245,-0.006765902,-9.331902e-05,-0.00667258298,0.005145648,0.0001998279,0.0049458201,-0.0002351762,-2.368214e-05,-0.00021149406,0.0003085458,0.002173242,-0.0018646962000000002,0.00143112,-0.0002798408,0.0017109608,822.0,LSL RunningTrial 0_A1_CI_NSI_R180x
5.710456e-05,-9.886621e-05,0.00015597077,0.005107173,0.003238501,0.0018686719999999996,-0.007055782,-2.473622e-05,-0.00703104578,0.004614369,0.0001724179,0.0044419511,-0.0004333096,1.333658e-05,-0.00044664617999999996,-4.903716e-07,0.002145787,-0.0021462773716,0.001216331,-0.0002572697,0.0014736007,822.04,LSL RunningTrial 0_A1_CI_NSI_R180x
1.400861e-05,-8.541652e-05,9.942513000000001e-05,0.003807995,0.003183748,0.0006242470000000001,-0.007278186,4.121535e-05,-0.00731940135,0.004099984,0.0001462665,0.0039537175,-0.0006208229,5.046195e-05,-0.00067128485,-0.000297922,0.002113868,-0.00241179,0.00100309,-0.0002349953,0.0012380853,822.08,LSL RunningTrial 0_A1_CI_NSI_R180x
-3.001826e-05,-6.903892e-05,3.9020659999999994e-05,0.002557375,0.003125063,-0.0005676879999999998,-0.007442264,0.0001037724,-0.0075460364,0.003608804,0.0001209662,0.0034878378,-0.0007973152,8.754943e-05,-0.00088486463,-0.0005809239,0.002077698,-0.0026586218999999998,0.0007934776,-0.0002134377,0.0010069153,822.12,LSL RunningTrial 0_A1_CI_NSI_R180x
-7.3567e-05,-4.994695e-05,-2.3620049999999998e-05,0.001376132,0.003062968,-0.0016868360000000002,-0.007557524,0.0001622376,-0.0077197616000000005,0.003146375,9.612576e-05,0.00305024924,-0.0009625989,0.0001244093,-0.0010870082,-0.0008469354,0.002037435,-0.0028843704,0.0005893083,-0.0001929775,0.0007822858,822.16,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0001152827,-2.848148e-05,-8.680122e-05,0.0002818935,0.002997971,-0.0027160775,-0.007633435,0.0002159774,-0.0078494124,0.002717423,7.137677e-05,0.00264604623,-0.001116671,0.0001608105,-0.0012774815000000002,-0.001093679,0.001993198,-0.003086877,0.0003921117,-0.0001739569,0.0005660686000000001,822.2,LSL RunningTrial 0_A1_CI_NSI_R180x
-0.0001538998,-5.105717e-06,-0.00014879408300000002,-0.0007111289,0.002930553,-0.0036416819,-0.007679076,0.0002644208,-0.0079434968,0.002325805,4.637937e-05,0.00227942563,-0.001259685,0.0001964875,-0.0014561724999999999,-0.001319181,0.00194509,-0.003264271,0.0002031286,-0.0001566811,0.0003598097,822.24,LSL RunningTrial 0_A1_CI_NSI_R180x
